transaction_id,change_type,quantity_change,inventory_id,action_time
TX00057725,restock,7,INV0378090,2024-04-04 00:00:00
TX00013956,restock,342,INV0048564,2024-04-04 00:00:00
TX00030769,restock,216,INV0083057,2024-04-04 00:00:00
TX00013937,restock,25,INV0370037,2024-04-04 00:00:00
TX00049107,restock,2406,INV0038334,2024-04-04 00:00:00
TX00042888,restock,250,INV0312846,2024-04-04 00:00:00
TX00034305,restock,1,INV0203833,2024-04-04 00:00:00
TX00050828,restock,270,INV0346186,2024-04-04 00:00:00
TX00007192,restock,278,INV0311547,2024-04-04 00:00:00
TX00064857,restock,6,INV0098121,2024-04-04 00:00:00
TX00030749,restock,483,INV0020257,2024-04-04 00:00:00
TX00057727,restock,391,INV0104609,2024-04-04 00:00:00
TX00037051,restock,26,INV0287340,2024-04-04 00:00:00
TX00050724,restock,25,INV0219218,2024-04-04 00:00:00
TX00063430,restock,275,INV0000086,2024-04-04 00:00:00
TX00027938,restock,341,INV0171227,2024-04-04 00:00:00
TX00005266,restock,429,INV0344832,2024-04-04 00:00:00
TX00030582,restock,425,INV0152251,2024-04-04 00:00:00
TX00011139,restock,351,INV0318065,2024-04-04 00:00:00
TX00021099,restock,8,INV0084312,2024-04-04 00:00:00
TX00034368,restock,131,INV0127713,2024-04-04 00:00:00
TX00050632,restock,487,INV0141771,2024-04-04 00:00:00
TX00064701,restock,237,INV0364222,2024-04-04 00:00:00
TX00020160,restock,38,INV0189588,2024-04-04 00:00:00
TX00020161,restock,2047,INV0022075,2024-04-04 00:00:00
TX00011141,restock,41,INV0250183,2024-04-04 00:00:00
TX00036904,restock,80,INV0132993,2024-04-04 00:00:00
TX00034379,restock,390,INV0094816,2024-04-04 00:00:00
TX00049170,restock,183,INV0266085,2024-04-04 00:00:00
TX00038348,restock,329,INV0069429,2024-04-04 00:00:00
TX00038347,restock,3,INV0361457,2024-04-04 00:00:00
TX00020169,restock,2720,INV0199545,2024-04-04 00:00:00
TX00036893,restock,3,INV0030206,2024-04-04 00:00:00
TX00034363,restock,45,INV0022228,2024-04-04 00:00:00
TX00021104,restock,4388,INV0239968,2024-04-04 00:00:00
TX00045004,restock,11,INV0185265,2024-04-04 00:00:00
TX00063473,restock,34,INV0210556,2024-04-04 00:00:00
TX00030603,restock,20,INV0002498,2024-04-04 00:00:00
TX00013632,restock,139,INV0081416,2024-04-04 00:00:00
TX00049157,restock,158,INV0049981,2024-04-04 00:00:00
TX00050648,restock,379,INV0157258,2024-04-04 00:00:00
TX00064710,restock,10,INV0354242,2024-04-04 00:00:00
TX00042442,restock,406,INV0019601,2024-04-04 00:00:00
TX00064709,restock,48,INV0382039,2024-04-04 00:00:00
TX00057864,restock,33,INV0007928,2024-04-04 00:00:00
TX00045802,restock,419,INV0048375,2024-04-04 00:00:00
TX00030593,restock,2636,INV0191358,2024-04-04 00:00:00
TX00027925,restock,11,INV0010814,2024-04-04 00:00:00
TX00020148,restock,22,INV0215092,2024-04-04 00:00:00
TX00011126,restock,34,INV0364080,2024-04-04 00:00:00
TX00020149,restock,23,INV0025952,2024-04-04 00:00:00
TX00013614,restock,54,INV0309162,2024-04-04 00:00:00
TX00013612,restock,50,INV0207449,2024-04-04 00:00:00
TX00005271,restock,2633,INV0059990,2024-04-04 00:00:00
TX00030596,restock,6,INV0022161,2024-04-04 00:00:00
TX00034842,restock,4,INV0086486,2024-04-04 00:00:00
TX00036908,restock,35,INV0032098,2024-04-04 00:00:00
TX00069049,restock,58,INV0273986,2024-04-04 00:00:00
TX00038310,restock,273,INV0023995,2024-04-04 00:00:00
TX00020187,restock,216,INV0335429,2024-04-04 00:00:00
TX00063516,restock,552,INV0279119,2024-04-04 00:00:00
TX00054765,restock,44,INV0020067,2024-04-04 00:00:00
TX00046841,restock,34,INV0009620,2024-04-04 00:00:00
TX00038305,restock,200,INV0223312,2024-04-04 00:00:00
TX00007236,restock,446,INV0027701,2024-04-04 00:00:00
TX00034399,restock,2309,INV0136918,2024-04-04 00:00:00
TX00049202,restock,27,INV0024120,2024-04-04 00:00:00
TX00034825,restock,349,INV0348921,2024-04-04 00:00:00
TX00030532,restock,3,INV0078652,2024-04-04 00:00:00
TX00013509,restock,46,INV0312915,2024-04-04 00:00:00
TX00013508,restock,269,INV0161765,2024-04-04 00:00:00
TX00038279,restock,356,INV0198131,2024-04-04 00:00:00
TX00011193,restock,83,INV0052046,2024-04-04 00:00:00
TX00013504,restock,10,INV0206605,2024-04-04 00:00:00
TX00011194,restock,169,INV0065960,2024-04-04 00:00:00
TX00049191,restock,14,INV0175992,2024-04-04 00:00:00
TX00000224,restock,188,INV0133593,2024-04-04 00:00:00
TX00054296,restock,48,INV0170314,2024-04-04 00:00:00
TX00064679,restock,27,INV0086499,2024-04-04 00:00:00
TX00020171,restock,21,INV0237785,2024-04-04 00:00:00
TX00030562,restock,34,INV0097202,2024-04-04 00:00:00
TX00003957,restock,26,INV0050500,2024-04-04 00:00:00
TX00049172,restock,123,INV0164233,2024-04-04 00:00:00
TX00013563,restock,5020,INV0097295,2024-04-04 00:00:00
TX00027983,restock,47,INV0223972,2024-04-04 00:00:00
TX00011160,restock,228,INV0043706,2024-04-04 00:00:00
TX00050621,restock,37,INV0086509,2024-04-04 00:00:00
TX00005256,restock,408,INV0292392,2024-04-04 00:00:00
TX00057875,restock,303,INV0321156,2024-04-04 00:00:00
TX00027994,restock,5,INV0004102,2024-04-04 00:00:00
TX00064684,restock,30,INV0200213,2024-04-04 00:00:00
TX00036922,restock,367,INV0089827,2024-04-04 00:00:00
TX00064682,restock,11,INV0200140,2024-04-04 00:00:00
TX00007622,restock,36,INV0165297,2024-04-04 00:00:00
TX00063513,restock,473,INV0126118,2024-04-04 00:00:00
TX00054767,restock,13,INV0104837,2024-04-04 00:00:00
TX00013541,restock,464,INV0374564,2024-04-04 00:00:00
TX00042457,restock,343,INV0138410,2024-04-04 00:00:00
TX00013761,restock,325,INV0199717,2024-04-04 00:00:00
TX00011115,restock,50,INV0144885,2024-04-04 00:00:00
TX00020141,restock,22,INV0032996,2024-04-04 00:00:00
TX00050696,restock,313,INV0020043,2024-04-04 00:00:00
TX00000275,restock,4586,INV0099796,2024-04-04 00:00:00
TX00030654,restock,608,INV0057509,2024-04-04 00:00:00
TX00011058,restock,287,INV0021992,2024-04-04 00:00:00
TX00027827,restock,42,INV0037565,2024-04-04 00:00:00
TX00064757,restock,65,INV0064682,2024-04-04 00:00:00
TX00027832,restock,37,INV0135229,2024-04-04 00:00:00
TX00036850,restock,44,INV0290071,2024-04-04 00:00:00
TX00021147,restock,119,INV0097902,2024-04-04 00:00:00
TX00044980,restock,35,INV0016889,2024-04-04 00:00:00
TX00013715,restock,42,INV0219646,2024-04-04 00:00:00
TX00045816,restock,3933,INV0172731,2024-04-04 00:00:00
TX00020118,restock,92,INV0068225,2024-04-04 00:00:00
TX00011066,restock,11,INV0033057,2024-04-04 00:00:00
TX00000272,restock,50,INV0243274,2024-04-04 00:00:00
TX00000271,restock,15,INV0175011,2024-04-04 00:00:00
TX00007657,restock,348,INV0195534,2024-04-04 00:00:00
TX00057814,restock,11,INV0337351,2024-04-04 00:00:00
TX00036847,restock,34,INV0348060,2024-04-04 00:00:00
TX00064766,restock,438,INV0063402,2024-04-04 00:00:00
TX00054795,restock,1325,INV0024651,2024-04-04 00:00:00
TX00057807,restock,49,INV0059343,2024-04-04 00:00:00
TX00036834,restock,2014,INV0352897,2024-04-04 00:00:00
TX00044974,restock,250,INV0187190,2024-04-04 00:00:00
TX00050714,restock,165,INV0268231,2024-04-04 00:00:00
TX00013751,restock,2,INV0027197,2024-04-04 00:00:00
TX00046822,restock,30,INV0266682,2024-04-04 00:00:00
TX00027790,restock,44,INV0168707,2024-04-04 00:00:00
TX00047137,restock,16,INV0145536,2024-04-04 00:00:00
TX00038421,restock,268,INV0171852,2024-04-04 00:00:00
TX00054250,restock,6,INV0296888,2024-04-04 00:00:00
TX00013743,restock,14,INV0210431,2024-04-04 00:00:00
TX00003854,restock,280,INV0224695,2024-04-04 00:00:00
TX00011052,restock,50,INV0023887,2024-04-04 00:00:00
TX00027804,restock,21,INV0024089,2024-04-04 00:00:00
TX00038452,restock,164,INV0322440,2024-04-04 00:00:00
TX00036841,restock,406,INV0061978,2024-04-04 00:00:00
TX00027805,restock,39,INV0342410,2024-04-04 00:00:00
TX00027809,restock,438,INV0138544,2024-04-04 00:00:00
TX00058799,restock,955,INV0262430,2024-04-04 00:00:00
TX00011114,restock,56,INV0069482,2024-04-04 00:00:00
TX00047133,restock,65,INV0027043,2024-04-04 00:00:00
TX00013701,restock,11,INV0030268,2024-04-04 00:00:00
TX00030622,restock,2624,INV0023988,2024-04-04 00:00:00
TX00038403,restock,3115,INV0382051,2024-04-04 00:00:00
TX00013660,restock,343,INV0279289,2024-04-04 00:00:00
TX00038402,restock,96,INV0051933,2024-04-04 00:00:00
TX00007644,restock,1,INV0319118,2024-04-04 00:00:00
TX00013656,restock,3433,INV0354321,2024-04-04 00:00:00
TX00057827,restock,46,INV0375652,2024-04-04 00:00:00
TX00030620,restock,173,INV0127208,2024-04-04 00:00:00
TX00049150,restock,26,INV0358637,2024-04-04 00:00:00
TX00047124,restock,7,INV0098214,2024-04-04 00:00:00
TX00049153,restock,995,INV0121866,2024-04-04 00:00:00
TX00030608,restock,8,INV0267550,2024-04-04 00:00:00
TX00063469,restock,30,INV0357856,2024-04-04 00:00:00
TX00044999,restock,4809,INV0262431,2024-04-04 00:00:00
TX00027888,restock,293,INV0025669,2024-04-04 00:00:00
TX00057831,restock,67,INV0183352,2024-04-04 00:00:00
TX00049156,restock,1509,INV0033931,2024-04-04 00:00:00
TX00063453,restock,385,INV0111231,2024-04-04 00:00:00
TX00030626,restock,421,INV0106338,2024-04-04 00:00:00
TX00050669,restock,444,INV0023948,2024-04-04 00:00:00
TX00038407,restock,48,INV0019950,2024-04-04 00:00:00
TX00058795,restock,342,INV0018120,2024-04-04 00:00:00
TX00013698,restock,97,INV0113295,2024-04-04 00:00:00
TX00011073,restock,3,INV0143926,2024-04-04 00:00:00
TX00013695,restock,4,INV0010558,2024-04-04 00:00:00
TX00061312,restock,38,INV0122160,2024-04-04 00:00:00
TX00013693,restock,48,INV0099304,2024-04-04 00:00:00
TX00007652,restock,348,INV0261474,2024-04-04 00:00:00
TX00013691,restock,28,INV0084178,2024-04-04 00:00:00
TX00042426,restock,4530,INV0212585,2024-04-04 00:00:00
TX00000260,restock,203,INV0214386,2024-04-04 00:00:00
TX00036857,restock,49,INV0032685,2024-04-04 00:00:00
TX00047130,restock,423,INV0185405,2024-04-04 00:00:00
TX00011086,restock,98,INV0124034,2024-04-04 00:00:00
TX00038408,restock,29,INV0073227,2024-04-04 00:00:00
TX00013676,restock,56,INV0338864,2024-04-04 00:00:00
TX00020135,restock,15,INV0020303,2024-04-04 00:00:00
TX00013672,restock,33,INV0030373,2024-04-04 00:00:00
TX00036860,restock,84,INV0180624,2024-04-04 00:00:00
TX00003891,restock,294,INV0064224,2024-04-04 00:00:00
TX00063652,restock,134,INV0087314,2024-04-04 00:00:00
TX00020320,restock,275,INV0152161,2024-04-04 00:00:00
TX00063654,restock,463,INV0094402,2024-04-04 00:00:00
TX00029276,restock,8,INV0027383,2024-04-04 00:00:00
TX00029851,restock,245,INV0375959,2024-04-04 00:00:00
TX00049885,restock,467,INV0165255,2024-04-04 00:00:00
TX00011819,restock,77,INV0046597,2024-04-04 00:00:00
TX00029281,restock,26,INV0029934,2024-04-04 00:00:00
TX00037339,restock,45,INV0358544,2024-04-04 00:00:00
TX00064078,restock,109,INV0057160,2024-04-04 00:00:00
TX00049883,restock,10,INV0338036,2024-04-04 00:00:00
TX00012326,restock,336,INV0237152,2024-04-04 00:00:00
TX00061510,restock,40,INV0020540,2024-04-04 00:00:00
TX00064075,restock,32,INV0374510,2024-04-04 00:00:00
TX00049870,restock,484,INV0236786,2024-04-04 00:00:00
TX00012320,restock,269,INV0367510,2024-04-04 00:00:00
TX00012319,restock,91,INV0253954,2024-04-04 00:00:00
TX00012316,restock,4,INV0152714,2024-04-04 00:00:00
TX00037605,restock,2408,INV0254460,2024-04-04 00:00:00
TX00012313,restock,414,INV0251042,2024-04-04 00:00:00
TX00012338,restock,4088,INV0005438,2024-04-04 00:00:00
TX00037612,restock,157,INV0067790,2024-04-04 00:00:00
TX00049890,restock,46,INV0338006,2024-04-04 00:00:00
TX00037333,restock,317,INV0259770,2024-04-04 00:00:00
TX00029856,restock,227,INV0224142,2024-04-04 00:00:00
TX00034615,restock,35,INV0279332,2024-04-04 00:00:00
TX00037321,restock,93,INV0299911,2024-04-04 00:00:00
TX00037622,restock,189,INV0113488,2024-04-04 00:00:00
TX00029257,restock,7,INV0028255,2024-04-04 00:00:00
TX00045556,restock,51,INV0019325,2024-04-04 00:00:00
TX00012356,restock,251,INV0336988,2024-04-04 00:00:00
TX00034616,restock,2821,INV0134845,2024-04-04 00:00:00
TX00012311,restock,50,INV0353079,2024-04-04 00:00:00
TX00029854,restock,39,INV0354103,2024-04-04 00:00:00
TX00012351,restock,14,INV0239990,2024-04-04 00:00:00
TX00063832,restock,25,INV0342917,2024-04-04 00:00:00
TX00004612,restock,45,INV0199872,2024-04-04 00:00:00
TX00012348,restock,39,INV0076247,2024-04-04 00:00:00
TX00012347,restock,37,INV0312014,2024-04-04 00:00:00
TX00011814,restock,550,INV0282435,2024-04-04 00:00:00
TX00045381,restock,28,INV0030163,2024-04-04 00:00:00
TX00058315,restock,7,INV0058514,2024-04-04 00:00:00
TX00058540,restock,435,INV0011000,2024-04-04 00:00:00
TX00063828,restock,2090,INV0335370,2024-04-04 00:00:00
TX00020724,restock,841,INV0109906,2024-04-04 00:00:00
TX00020526,restock,50,INV0130772,2024-04-04 00:00:00
TX00011851,restock,43,INV0198619,2024-04-04 00:00:00
TX00020538,restock,5,INV0326276,2024-04-04 00:00:00
TX00064055,restock,273,INV0263262,2024-04-04 00:00:00
TX00029805,restock,34,INV0173138,2024-04-04 00:00:00
TX00011853,restock,40,INV0111837,2024-04-04 00:00:00
TX00063864,restock,160,INV0372997,2024-04-04 00:00:00
TX00058529,restock,38,INV0011684,2024-04-04 00:00:00
TX00049836,restock,127,INV0054612,2024-04-04 00:00:00
TX00049588,restock,24,INV0277077,2024-04-04 00:00:00
TX00049833,restock,273,INV0207246,2024-04-04 00:00:00
TX00049831,restock,1809,INV0009597,2024-04-04 00:00:00
TX00029360,restock,16,INV0378589,2024-04-04 00:00:00
TX00037574,restock,479,INV0103390,2024-04-04 00:00:00
TX00037569,restock,42,INV0309864,2024-04-04 00:00:00
TX00049589,restock,273,INV0030035,2024-04-04 00:00:00
TX00054509,restock,45,INV0028527,2024-04-04 00:00:00
TX00004850,restock,9,INV0121210,2024-04-04 00:00:00
TX00011849,restock,17,INV0164832,2024-04-04 00:00:00
TX00037580,restock,19,INV0237866,2024-04-04 00:00:00
TX00061516,restock,493,INV0361676,2024-04-04 00:00:00
TX00012282,restock,3281,INV0210151,2024-04-04 00:00:00
TX00042632,restock,14,INV0010359,2024-04-04 00:00:00
TX00011830,restock,365,INV0060718,2024-04-04 00:00:00
TX00049861,restock,18,INV0006705,2024-04-04 00:00:00
TX00037594,restock,34,INV0063007,2024-04-04 00:00:00
TX00020530,restock,74,INV0259184,2024-04-04 00:00:00
TX00000049,restock,9,INV0337096,2024-04-04 00:00:00
TX00045541,restock,261,INV0140615,2024-04-04 00:00:00
TX00063857,restock,10,INV0349150,2024-04-04 00:00:00
TX00046995,restock,42,INV0048504,2024-04-04 00:00:00
TX00029832,restock,477,INV0341567,2024-04-04 00:00:00
TX00049572,restock,20,INV0069918,2024-04-04 00:00:00
TX00012291,restock,465,INV0236171,2024-04-04 00:00:00
TX00011841,restock,7,INV0037884,2024-04-04 00:00:00
TX00004857,restock,73,INV0105617,2024-04-04 00:00:00
TX00004856,restock,303,INV0096695,2024-04-04 00:00:00
TX00037348,restock,33,INV0015792,2024-04-04 00:00:00
TX00029817,restock,196,INV0026868,2024-04-04 00:00:00
TX00037349,restock,927,INV0215543,2024-04-04 00:00:00
TX00029330,restock,107,INV0120726,2024-04-04 00:00:00
TX00061604,restock,4623,INV0254676,2024-04-04 00:00:00
TX00004603,restock,470,INV0134878,2024-04-04 00:00:00
TX00011798,restock,10,INV0332674,2024-04-04 00:00:00
TX00034586,restock,498,INV0334614,2024-04-04 00:00:00
TX00000081,restock,335,INV0115246,2024-04-04 00:00:00
TX00011753,restock,30,INV0328226,2024-04-04 00:00:00
TX00046944,restock,3497,INV0107086,2024-04-04 00:00:00
TX00049941,restock,42,INV0020528,2024-04-04 00:00:00
TX00012450,restock,125,INV0080094,2024-04-04 00:00:00
TX00011755,restock,11,INV0032888,2024-04-04 00:00:00
TX00020486,restock,58,INV0016622,2024-04-04 00:00:00
TX00012447,restock,476,INV0025974,2024-04-04 00:00:00
TX00037688,restock,3,INV0054353,2024-04-04 00:00:00
TX00000076,restock,36,INV0182858,2024-04-04 00:00:00
TX00020489,restock,42,INV0148024,2024-04-04 00:00:00
TX00029175,restock,35,INV0057157,2024-04-04 00:00:00
TX00029176,restock,45,INV0137406,2024-04-04 00:00:00
TX00011758,restock,28,INV0279474,2024-04-04 00:00:00
TX00058559,restock,288,INV0187003,2024-04-04 00:00:00
TX00029180,restock,141,INV0000629,2024-04-04 00:00:00
TX00063801,restock,2227,INV0000396,2024-04-04 00:00:00
TX00037694,restock,37,INV0006877,2024-04-04 00:00:00
TX00004551,restock,162,INV0367136,2024-04-04 00:00:00
TX00000082,restock,3305,INV0274392,2024-04-04 00:00:00
TX00029128,restock,21,INV0263279,2024-04-04 00:00:00
TX00058276,restock,18,INV0277387,2024-04-04 00:00:00
TX00012486,restock,39,INV0030038,2024-04-04 00:00:00
TX00049963,restock,45,INV0364854,2024-04-04 00:00:00
TX00004535,restock,20,INV0195856,2024-04-04 00:00:00
TX00037291,restock,132,INV0104305,2024-04-04 00:00:00
TX00011741,restock,205,INV0032828,2024-04-04 00:00:00
TX00020779,restock,471,INV0275702,2024-04-04 00:00:00
TX00064137,restock,414,INV0344008,2024-04-04 00:00:00
TX00020474,restock,436,INV0095603,2024-04-04 00:00:00
TX00012473,restock,213,INV0100354,2024-04-04 00:00:00
TX00011744,restock,345,INV0107752,2024-04-04 00:00:00
TX00011746,restock,437,INV0152958,2024-04-04 00:00:00
TX00004543,restock,41,INV0198614,2024-04-04 00:00:00
TX00064152,restock,24,INV0304453,2024-04-04 00:00:00
TX00012466,restock,352,INV0358166,2024-04-04 00:00:00
TX00020479,restock,25,INV0208505,2024-04-04 00:00:00
TX00037297,restock,23,INV0344604,2024-04-04 00:00:00
TX00012474,restock,371,INV0197618,2024-04-04 00:00:00
TX00037316,restock,452,INV0085457,2024-04-04 00:00:00
TX00063805,restock,47,INV0327062,2024-04-04 00:00:00
TX00058295,restock,471,INV0030741,2024-04-04 00:00:00
TX00012394,restock,50,INV0357553,2024-04-04 00:00:00
TX00034611,restock,19,INV0320189,2024-04-04 00:00:00
TX00045562,restock,42,INV0158975,2024-04-04 00:00:00
TX00012388,restock,35,INV0330873,2024-04-04 00:00:00
TX00012387,restock,445,INV0009081,2024-04-04 00:00:00
TX00037312,restock,55,INV0131362,2024-04-04 00:00:00
TX00054471,restock,20,INV0013340,2024-04-04 00:00:00
TX00011792,restock,2255,INV0318536,2024-04-04 00:00:00
TX00058545,restock,5,INV0068977,2024-04-04 00:00:00
TX00058305,restock,456,INV0317651,2024-04-04 00:00:00
TX00064099,restock,98,INV0000204,2024-04-04 00:00:00
TX00054481,restock,41,INV0279199,2024-04-04 00:00:00
TX00042752,restock,424,INV0262464,2024-04-04 00:00:00
TX00011796,restock,397,INV0353574,2024-04-04 00:00:00
TX00037640,restock,406,INV0062640,2024-04-04 00:00:00
TX00012373,restock,366,INV0109826,2024-04-04 00:00:00
TX00045375,restock,65,INV0221750,2024-04-04 00:00:00
TX00049552,restock,73,INV0251688,2024-04-04 00:00:00
TX00034699,restock,385,INV0179118,2024-04-04 00:00:00
TX00029216,restock,425,INV0376540,2024-04-04 00:00:00
TX00045361,restock,54,INV0297618,2024-04-04 00:00:00
TX00037681,restock,410,INV0350451,2024-04-04 00:00:00
TX00054596,restock,47,INV0200341,2024-04-04 00:00:00
TX00045357,restock,10,INV0021222,2024-04-04 00:00:00
TX00029187,restock,290,INV0022130,2024-04-04 00:00:00
TX00007447,restock,109,INV0348092,2024-04-04 00:00:00
TX00054458,restock,43,INV0016864,2024-04-04 00:00:00
TX00029192,restock,120,INV0372417,2024-04-04 00:00:00
TX00011769,restock,500,INV0333969,2024-04-04 00:00:00
TX00054455,restock,320,INV0051692,2024-04-04 00:00:00
TX00011771,restock,46,INV0027150,2024-04-04 00:00:00
TX00045563,restock,77,INV0233083,2024-04-04 00:00:00
TX00029203,restock,118,INV0040357,2024-04-04 00:00:00
TX00029888,restock,469,INV0018953,2024-04-04 00:00:00
TX00037303,restock,21,INV0363955,2024-04-04 00:00:00
TX00029209,restock,287,INV0018891,2024-04-04 00:00:00
TX00058550,restock,39,INV0164789,2024-04-04 00:00:00
TX00063813,restock,493,INV0005193,2024-04-04 00:00:00
TX00011781,restock,3697,INV0108426,2024-04-04 00:00:00
TX00064125,restock,16,INV0134081,2024-04-04 00:00:00
TX00020780,restock,25,INV0152001,2024-04-04 00:00:00
TX00063870,restock,14,INV0367388,2024-04-04 00:00:00
TX00049814,restock,144,INV0251792,2024-04-04 00:00:00
TX00063963,restock,308,INV0033319,2024-04-04 00:00:00
TX00029557,restock,259,INV0269343,2024-04-04 00:00:00
TX00037390,restock,397,INV0361049,2024-04-04 00:00:00
TX00061575,restock,29,INV0322777,2024-04-04 00:00:00
TX00020639,restock,45,INV0160975,2024-04-04 00:00:00
TX00012078,restock,63,INV0233840,2024-04-04 00:00:00
TX00029713,restock,39,INV0137123,2024-04-04 00:00:00
TX00029703,restock,181,INV0050357,2024-04-04 00:00:00
TX00011951,restock,3723,INV0122521,2024-04-04 00:00:00
TX00012073,restock,41,INV0101486,2024-04-04 00:00:00
TX00011952,restock,1992,INV0363512,2024-04-04 00:00:00
TX00045458,restock,37,INV0287788,2024-04-04 00:00:00
TX00049734,restock,163,INV0259493,2024-04-04 00:00:00
TX00061578,restock,6,INV0198466,2024-04-04 00:00:00
TX00034677,restock,168,INV0367660,2024-04-04 00:00:00
TX00012063,restock,289,INV0150914,2024-04-04 00:00:00
TX00012062,restock,47,INV0132781,2024-04-04 00:00:00
TX00012084,restock,33,INV0349391,2024-04-04 00:00:00
TX00012085,restock,453,INV0160798,2024-04-04 00:00:00
TX00049742,restock,2637,INV0035560,2024-04-04 00:00:00
TX00063964,restock,460,INV0207427,2024-04-04 00:00:00
TX00020662,restock,467,INV0082458,2024-04-04 00:00:00
TX00061594,restock,1018,INV0064438,2024-04-04 00:00:00
TX00020654,restock,2,INV0159514,2024-04-04 00:00:00
TX00020649,restock,141,INV0050423,2024-04-04 00:00:00
TX00012107,restock,439,INV0085355,2024-04-04 00:00:00
TX00058414,restock,74,INV0042029,2024-04-04 00:00:00
TX00012103,restock,8,INV0241628,2024-04-04 00:00:00
TX00029718,restock,192,INV0076995,2024-04-04 00:00:00
TX00058426,restock,500,INV0360446,2024-04-04 00:00:00
TX00029545,restock,3,INV0063118,2024-04-04 00:00:00
TX00012099,restock,27,INV0085381,2024-04-04 00:00:00
TX00045505,restock,166,INV0213688,2024-04-04 00:00:00
TX00046981,restock,127,INV0200176,2024-04-04 00:00:00
TX00058471,restock,221,INV0120515,2024-04-04 00:00:00
TX00058421,restock,9,INV0012502,2024-04-04 00:00:00
TX00046968,restock,481,INV0169348,2024-04-04 00:00:00
TX00020597,restock,50,INV0287542,2024-04-04 00:00:00
TX00012088,restock,1078,INV0353679,2024-04-04 00:00:00
TX00058417,restock,368,INV0271119,2024-04-04 00:00:00
TX00011932,restock,40,INV0101111,2024-04-04 00:00:00
TX00029586,restock,31,INV0149839,2024-04-04 00:00:00
TX00049731,restock,437,INV0252443,2024-04-04 00:00:00
TX00042697,restock,41,INV0005884,2024-04-04 00:00:00
TX00054536,restock,2,INV0299997,2024-04-04 00:00:00
TX00029633,restock,45,INV0213293,2024-04-04 00:00:00
TX00007383,restock,385,INV0033599,2024-04-04 00:00:00
TX00029637,restock,108,INV0182522,2024-04-04 00:00:00
TX00045466,restock,2298,INV0146330,2024-04-04 00:00:00
TX00034672,restock,230,INV0256342,2024-04-04 00:00:00
TX00011984,restock,408,INV0117381,2024-04-04 00:00:00
TX00042698,restock,4441,INV0305955,2024-04-04 00:00:00
TX00037423,restock,35,INV0278414,2024-04-04 00:00:00
TX00029666,restock,197,INV0117732,2024-04-04 00:00:00
TX00063925,restock,274,INV0027079,2024-04-04 00:00:00
TX00004790,restock,25,INV0316253,2024-04-04 00:00:00
TX00012003,restock,25,INV0049002,2024-04-04 00:00:00
TX00011992,restock,60,INV0152347,2024-04-04 00:00:00
TX00012000,restock,3862,INV0051555,2024-04-04 00:00:00
TX00011994,restock,318,INV0383297,2024-04-04 00:00:00
TX00037408,restock,1032,INV0346048,2024-04-04 00:00:00
TX00029673,restock,246,INV0008481,2024-04-04 00:00:00
TX00058440,restock,38,INV0381262,2024-04-04 00:00:00
TX00063922,restock,8,INV0009239,2024-04-04 00:00:00
TX00011959,restock,2428,INV0284155,2024-04-04 00:00:00
TX00004764,restock,27,INV0172807,2024-04-04 00:00:00
TX00049730,restock,262,INV0356781,2024-04-04 00:00:00
TX00058430,restock,233,INV0322605,2024-04-04 00:00:00
TX00029691,restock,5000,INV0305802,2024-04-04 00:00:00
TX00045492,restock,3,INV0271149,2024-04-04 00:00:00
TX00029685,restock,152,INV0308798,2024-04-04 00:00:00
TX00049677,restock,289,INV0038880,2024-04-04 00:00:00
TX00020605,restock,1108,INV0279172,2024-04-04 00:00:00
TX00000009,restock,290,INV0226847,2024-04-04 00:00:00
TX00042709,restock,13,INV0384698,2024-04-04 00:00:00
TX00004771,restock,132,INV0216209,2024-04-04 00:00:00
TX00012033,restock,4113,INV0038595,2024-04-04 00:00:00
TX00042696,restock,301,INV0328172,2024-04-04 00:00:00
TX00037433,restock,116,INV0356105,2024-04-04 00:00:00
TX00054533,restock,2639,INV0019341,2024-04-04 00:00:00
TX00011972,restock,183,INV0304732,2024-04-04 00:00:00
TX00011973,restock,1144,INV0229076,2024-04-04 00:00:00
TX00058435,restock,13,INV0279141,2024-04-04 00:00:00
TX00054510,restock,18,INV0158737,2024-04-04 00:00:00
TX00054556,restock,1265,INV0347178,2024-04-04 00:00:00
TX00058409,restock,1,INV0364217,2024-04-04 00:00:00
TX00029426,restock,37,INV0287446,2024-04-04 00:00:00
TX00069543,restock,114,INV0218603,2024-04-04 00:00:00
TX00029430,restock,266,INV0247659,2024-04-04 00:00:00
TX00029432,restock,31,INV0274953,2024-04-04 00:00:00
TX00037538,restock,17,INV0286580,2024-04-04 00:00:00
TX00012203,restock,308,INV0243296,2024-04-04 00:00:00
TX00012202,restock,51,INV0289505,2024-04-04 00:00:00
TX00029436,restock,269,INV0333377,2024-04-04 00:00:00
TX00029440,restock,481,INV0112321,2024-04-04 00:00:00
TX00064022,restock,8,INV0049750,2024-04-04 00:00:00
TX00029443,restock,496,INV0279976,2024-04-04 00:00:00
TX00058519,restock,145,INV0069686,2024-04-04 00:00:00
TX00058514,restock,357,INV0262772,2024-04-04 00:00:00
TX00064019,restock,50,INV0049620,2024-04-04 00:00:00
TX00037530,restock,406,INV0265187,2024-04-04 00:00:00
TX00045531,restock,24,INV0326478,2024-04-04 00:00:00
TX00063890,restock,198,INV0351696,2024-04-04 00:00:00
TX00011881,restock,93,INV0213873,2024-04-04 00:00:00
TX00029775,restock,2246,INV0113410,2024-04-04 00:00:00
