product_id,category_id
P0069453,CAT0048
P0069454,CAT0015
P0069454,CAT0048
P0069455,CAT0015
P0069455,CAT0048
P0069456,CAT0015
P0069456,CAT0048
P0069457,CAT0015
P0069457,CAT0048
P0069458,CAT0015
P0069458,CAT0048
P0069459,CAT0015
P0069459,CAT0048
P0069460,CAT0015
P0069460,CAT0048
P0069461,CAT0015
P0069461,CAT0048
P0069462,CAT0015
P0069462,CAT0048
P0069463,CAT0015
P0069463,CAT0048
P0069466,CAT0015
P0069466,CAT0048
P0069467,CAT0015
P0069467,CAT0048
P0069468,CAT0015
P0069468,CAT0048
P0069469,CAT0015
P0069469,CAT0048
P0069473,CAT0015
P0069473,CAT0048
P0069474,CAT0015
P0069474,CAT0048
P0069475,CAT0015
P0069475,CAT0048
P0069476,CAT0015
P0069476,CAT0048
P0069478,CAT0015
P0069478,CAT0048
P0069479,CAT0015
P0069479,CAT0048
P0069480,CAT0015
P0069480,CAT0048
P0069481,CAT0015
P0069481,CAT0048
P0069482,CAT0015
P0069482,CAT0048
P0069483,CAT0015
P0069483,CAT0048
P0069484,CAT0015
P0069484,CAT0048
P0069485,CAT0015
P0069485,CAT0048
P0069486,CAT0015
P0069486,CAT0048
P0069487,CAT0015
P0069487,CAT0048
P0069488,CAT0015
P0069488,CAT0048
P0069489,CAT0015
P0069489,CAT0048
P0069490,CAT0015
P0069490,CAT0048
P0069491,CAT0015
P0069491,CAT0048
P0069492,CAT0015
P0069492,CAT0048
P0069493,CAT0015
P0069493,CAT0048
P0069494,CAT0015
P0069494,CAT0048
P0069495,CAT0015
P0069495,CAT0048
P0069496,CAT0015
P0069496,CAT0048
P0069497,CAT0015
P0069497,CAT0048
P0069498,CAT0015
P0069498,CAT0048
P0069499,CAT0015
P0069499,CAT0048
P0069500,CAT0015
P0069500,CAT0048
P0069501,CAT0015
P0069501,CAT0048
P0069502,CAT0015
P0069502,CAT0048
P0069503,CAT0015
P0069503,CAT0048
P0069504,CAT0015
P0069504,CAT0048
P0069505,CAT0015
P0069505,CAT0048
P0069506,CAT0015
P0069506,CAT0048
P0069507,CAT0015
P0069507,CAT0048
P0069509,CAT0015
P0069509,CAT0048
P0069510,CAT0015
P0069510,CAT0048
P0069511,CAT0015
P0069511,CAT0048
P0069512,CAT0015
P0069512,CAT0048
P0069515,CAT0015
P0069515,CAT0048
P0069516,CAT0015
P0069516,CAT0048
P0069517,CAT0015
P0069517,CAT0048
P0069518,CAT0015
P0069518,CAT0048
P0069519,CAT0015
P0069519,CAT0048
P0069520,CAT0015
P0069520,CAT0048
P0069522,CAT0015
P0069522,CAT0048
P0069524,CAT0015
P0069524,CAT0048
P0069525,CAT0015
P0069525,CAT0048
P0069526,CAT0015
P0069526,CAT0048
P0069527,CAT0015
P0069527,CAT0048
P0069528,CAT0015
P0069528,CAT0048
P0069529,CAT0015
P0069529,CAT0048
P0069531,CAT0015
P0069531,CAT0048
P0069532,CAT0015
P0069532,CAT0048
P0069533,CAT0015
P0069533,CAT0048
P0069534,CAT0015
P0069534,CAT0048
P0069536,CAT0015
P0069536,CAT0048
P0069537,CAT0015
P0069537,CAT0048
P0069538,CAT0015
P0069538,CAT0048
P0069540,CAT0015
P0069540,CAT0048
P0069541,CAT0015
P0069541,CAT0048
P0069542,CAT0015
P0069542,CAT0048
P0069543,CAT0015
P0069543,CAT0048
P0069544,CAT0015
P0069544,CAT0048
P0069545,CAT0015
P0069545,CAT0048
P0069549,CAT0015
P0069549,CAT0048
P0069550,CAT0015
P0069550,CAT0048
P0069551,CAT0015
P0069551,CAT0048
P0069552,CAT0015
P0069552,CAT0048
P0069553,CAT0015
P0069553,CAT0048
P0069554,CAT0015
P0069554,CAT0048
P0069555,CAT0015
P0069555,CAT0048
P0069556,CAT0015
P0069556,CAT0048
P0069557,CAT0015
P0069557,CAT0048
P0069558,CAT0015
P0069558,CAT0048
P0069559,CAT0015
P0069559,CAT0048
P0069561,CAT0015
P0069561,CAT0048
P0069562,CAT0015
P0069562,CAT0048
P0069563,CAT0015
P0069563,CAT0048
P0069564,CAT0015
P0069564,CAT0048
P0069565,CAT0015
P0069565,CAT0048
P0069566,CAT0015
P0069566,CAT0048
P0069567,CAT0015
P0069567,CAT0048
P0069568,CAT0015
P0069568,CAT0048
P0069569,CAT0015
P0069569,CAT0048
P0069571,CAT0015
P0069571,CAT0048
P0069572,CAT0015
P0069572,CAT0048
P0069573,CAT0015
P0069573,CAT0048
P0069575,CAT0015
P0069575,CAT0048
P0069576,CAT0015
P0069576,CAT0048
P0069577,CAT0015
P0069577,CAT0048
P0069579,CAT0015
P0069579,CAT0048
P0069581,CAT0015
P0069581,CAT0048
P0069582,CAT0015
P0069582,CAT0048
P0069584,CAT0015
P0069584,CAT0048
P0069586,CAT0015
P0069586,CAT0048
P0069587,CAT0015
P0069587,CAT0048
P0069588,CAT0015
P0069588,CAT0048
P0069591,CAT0015
P0069591,CAT0048
P0069592,CAT0015
P0069592,CAT0048
P0069593,CAT0015
P0069593,CAT0048
P0069594,CAT0015
P0069594,CAT0048
P0069595,CAT0015
P0069595,CAT0048
P0069598,CAT0015
P0069598,CAT0048
P0069599,CAT0015
P0069599,CAT0048
P0069600,CAT0015
P0069600,CAT0048
P0069601,CAT0015
P0069601,CAT0048
P0069602,CAT0015
P0069602,CAT0048
P0069604,CAT0015
P0069604,CAT0048
P0069606,CAT0015
P0069606,CAT0048
P0069608,CAT0015
P0069608,CAT0048
P0069610,CAT0015
P0069610,CAT0048
P0069612,CAT0015
P0069612,CAT0048
P0069613,CAT0015
P0069613,CAT0048
P0069615,CAT0015
P0069615,CAT0048
P0069616,CAT0015
P0069616,CAT0048
P0069617,CAT0015
P0069617,CAT0048
P0069618,CAT0015
P0069618,CAT0048
P0069620,CAT0015
P0069620,CAT0048
P0069621,CAT0015
P0069621,CAT0048
P0069622,CAT0015
P0069622,CAT0048
P0069623,CAT0015
P0069623,CAT0048
P0069624,CAT0015
P0069624,CAT0048
P0069625,CAT0015
P0069625,CAT0048
P0069626,CAT0015
P0069626,CAT0048
P0069627,CAT0015
P0069627,CAT0048
P0069628,CAT0015
P0069628,CAT0048
P0069629,CAT0015
P0069629,CAT0048
P0069631,CAT0015
P0069631,CAT0048
P0069632,CAT0015
P0069632,CAT0048
P0069633,CAT0015
P0069633,CAT0048
P0069634,CAT0015
P0069634,CAT0048
P0069635,CAT0015
P0069635,CAT0048
P0069636,CAT0015
P0069636,CAT0048
P0069638,CAT0015
P0069638,CAT0048
P0069640,CAT0015
P0069640,CAT0048
P0069641,CAT0015
P0069641,CAT0048
P0069644,CAT0015
P0069644,CAT0048
P0069647,CAT0015
P0069647,CAT0048
P0069650,CAT0015
P0069650,CAT0048
P0069655,CAT0015
P0069655,CAT0048
P0069656,CAT0015
P0069656,CAT0048
P0069657,CAT0015
P0069657,CAT0048
P0069659,CAT0015
P0069659,CAT0048
P0069660,CAT0015
P0069660,CAT0048
P0069662,CAT0015
P0069662,CAT0048
P0069663,CAT0015
P0069663,CAT0048
P0069665,CAT0015
P0069665,CAT0048
P0069667,CAT0015
P0069667,CAT0048
P0069671,CAT0015
P0069671,CAT0048
P0069672,CAT0015
P0069672,CAT0048
P0069674,CAT0015
P0069674,CAT0048
P0069676,CAT0015
P0069676,CAT0048
P0069679,CAT0015
P0069679,CAT0048
P0069682,CAT0015
P0069682,CAT0048
P0069684,CAT0015
P0069684,CAT0048
P0069686,CAT0015
P0069686,CAT0048
P0069687,CAT0015
P0069687,CAT0048
P0069692,CAT0015
P0069692,CAT0048
P0069694,CAT0015
P0069694,CAT0048
P0069695,CAT0015
P0069695,CAT0048
P0069696,CAT0015
P0069696,CAT0048
P0069698,CAT0015
P0069698,CAT0048
P0069702,CAT0015
P0069702,CAT0048
P0069704,CAT0015
P0069704,CAT0048
P0069708,CAT0015
P0069708,CAT0048
P0069709,CAT0015
P0069709,CAT0048
P0069711,CAT0015
P0069711,CAT0048
P0069713,CAT0015
P0069713,CAT0048
P0069714,CAT0015
P0069714,CAT0048
P0069715,CAT0015
P0069715,CAT0048
P0069719,CAT0015
P0069719,CAT0048
P0069722,CAT0015
P0069722,CAT0048
P0069723,CAT0015
P0069723,CAT0048
P0069725,CAT0015
P0069725,CAT0048
P0069728,CAT0015
P0069728,CAT0048
P0069731,CAT0015
P0069731,CAT0048
P0069732,CAT0015
P0069732,CAT0048
P0069734,CAT0015
P0069734,CAT0048
P0069735,CAT0015
P0069735,CAT0048
P0069736,CAT0015
P0069736,CAT0048
P0069738,CAT0015
P0069738,CAT0048
P0069739,CAT0015
P0069739,CAT0048
P0069743,CAT0015
P0069743,CAT0048
P0069746,CAT0015
P0069746,CAT0048
P0069747,CAT0015
P0069747,CAT0048
P0069748,CAT0015
P0069748,CAT0048
P0069749,CAT0015
P0069749,CAT0048
P0069750,CAT0015
P0069750,CAT0048
P0069751,CAT0015
P0069751,CAT0048
P0069752,CAT0015
P0069752,CAT0048
P0069753,CAT0015
P0069753,CAT0048
P0069761,CAT0015
P0069761,CAT0048
P0069764,CAT0015
P0069764,CAT0048
P0069766,CAT0015
P0069766,CAT0048
P0069767,CAT0015
P0069767,CAT0048
P0069768,CAT0015
P0069768,CAT0048
P0069770,CAT0015
P0069770,CAT0048
P0069771,CAT0015
P0069771,CAT0048
P0069772,CAT0015
P0069772,CAT0048
P0069773,CAT0015
P0069773,CAT0048
P0069774,CAT0015
P0069774,CAT0048
P0069776,CAT0015
P0069776,CAT0048
P0069777,CAT0015
P0069777,CAT0048
P0069780,CAT0015
P0069780,CAT0048
P0069781,CAT0015
P0069781,CAT0048
P0069782,CAT0015
P0069782,CAT0048
P0069783,CAT0015
P0069783,CAT0048
P0069784,CAT0015
P0069784,CAT0048
P0069790,CAT0015
P0069790,CAT0048
P0069792,CAT0015
P0069792,CAT0048
P0069794,CAT0015
P0069794,CAT0048
P0069797,CAT0015
P0069797,CAT0048
P0069800,CAT0015
P0069800,CAT0048
P0069801,CAT0015
P0069801,CAT0048
P0069803,CAT0015
P0069803,CAT0048
P0069807,CAT0015
P0069807,CAT0048
P0069808,CAT0015
P0069808,CAT0048
P0069809,CAT0015
P0069809,CAT0048
P0069811,CAT0015
P0069811,CAT0048
P0069813,CAT0015
P0069813,CAT0048
P0069816,CAT0015
P0069816,CAT0048
P0069818,CAT0015
P0069818,CAT0048
P0069821,CAT0015
P0069821,CAT0048
P0069822,CAT0015
P0069822,CAT0048
P0069824,CAT0015
P0069824,CAT0048
P0069827,CAT0015
P0069827,CAT0048
P0069828,CAT0015
P0069828,CAT0048
P0069834,CAT0015
P0069834,CAT0048
P0069836,CAT0015
P0069836,CAT0048
P0069837,CAT0015
P0069837,CAT0048
P0069838,CAT0015
P0069838,CAT0048
P0069839,CAT0015
P0069839,CAT0048
P0069841,CAT0015
P0069841,CAT0048
P0069844,CAT0015
P0069844,CAT0048
P0069845,CAT0015
P0069845,CAT0048
P0069848,CAT0015
P0069848,CAT0048
P0069850,CAT0015
P0069850,CAT0048
P0069853,CAT0015
P0069853,CAT0048
P0069854,CAT0015
P0069854,CAT0048
P0069856,CAT0015
P0069856,CAT0048
P0069857,CAT0015
P0069857,CAT0048
P0069858,CAT0015
P0069858,CAT0048
P0069861,CAT0015
P0069861,CAT0048
P0069864,CAT0015
P0069864,CAT0048
P0069866,CAT0015
P0069866,CAT0048
P0069868,CAT0015
P0069868,CAT0048
P0069869,CAT0015
P0069869,CAT0048
P0069871,CAT0015
P0069871,CAT0048
P0069873,CAT0015
P0069873,CAT0048
P0069874,CAT0015
P0069874,CAT0048
P0069877,CAT0015
P0069877,CAT0048
P0069885,CAT0015
P0069885,CAT0048
P0069888,CAT0015
P0069888,CAT0048
P0069891,CAT0015
P0069891,CAT0048
P0069892,CAT0015
P0069892,CAT0048
P0069894,CAT0015
P0069894,CAT0048
P0069895,CAT0015
P0069895,CAT0048
P0069903,CAT0015
P0069903,CAT0048
P0069904,CAT0015
P0069904,CAT0048
P0069909,CAT0015
P0069909,CAT0048
P0069915,CAT0015
P0069915,CAT0048
P0069917,CAT0015
P0069917,CAT0048
P0069918,CAT0015
P0069918,CAT0048
P0069920,CAT0015
P0069920,CAT0048
P0069921,CAT0015
P0069921,CAT0048
P0069923,CAT0015
P0069923,CAT0048
P0069926,CAT0015
P0069926,CAT0048
P0069928,CAT0015
P0069928,CAT0048
P0069931,CAT0015
P0069931,CAT0048
P0069933,CAT0015
P0069933,CAT0048
P0069941,CAT0015
P0069941,CAT0048
P0069948,CAT0015
P0069948,CAT0048
P0069950,CAT0015
P0069950,CAT0048
P0069960,CAT0015
P0069960,CAT0048
P0069961,CAT0015
P0069961,CAT0048
P0069965,CAT0015
P0069965,CAT0048
P0069966,CAT0015
P0069966,CAT0048
P0069970,CAT0015
P0069970,CAT0048
P0069972,CAT0015
P0069972,CAT0048
P0069974,CAT0015
P0069974,CAT0048
P0069976,CAT0015
P0069976,CAT0048
P0069983,CAT0015
P0069983,CAT0048
P0069986,CAT0015
P0069986,CAT0048
P0069989,CAT0015
P0069989,CAT0048
P0069990,CAT0015
P0069990,CAT0048
P0069991,CAT0015
P0069991,CAT0048
P0069992,CAT0015
P0069992,CAT0048
P0069997,CAT0015
P0069997,CAT0048
P0069998,CAT0015
P0069998,CAT0048
P0070000,CAT0015
P0070000,CAT0048
P0070007,CAT0015
P0070007,CAT0048
P0070014,CAT0015
P0070014,CAT0048
P0070022,CAT0015
P0070022,CAT0048
P0070045,CAT0015
P0070045,CAT0048
P0070048,CAT0015
P0070048,CAT0048
P0070050,CAT0015
P0070050,CAT0048
P0070063,CAT0015
P0070063,CAT0048
P0070065,CAT0015
P0070065,CAT0048
P0070072,CAT0015
P0070072,CAT0048
P0070081,CAT0015
P0070081,CAT0048
P0070083,CAT0015
P0070083,CAT0048
P0070084,CAT0015
P0070084,CAT0048
P0070093,CAT0015
P0070093,CAT0048
P0070094,CAT0015
P0070094,CAT0048
P0070103,CAT0015
P0070103,CAT0048
P0070104,CAT0015
P0070104,CAT0048
P0070108,CAT0015
P0070108,CAT0048
P0070110,CAT0015
P0070110,CAT0048
P0070114,CAT0015
P0070114,CAT0048
P0070120,CAT0015
P0070120,CAT0048
P0070125,CAT0015
P0070125,CAT0048
P0070137,CAT0015
P0070137,CAT0048
P0070139,CAT0015
P0070139,CAT0048
P0070141,CAT0015
P0070141,CAT0048
P0070153,CAT0015
P0070153,CAT0048
P0070154,CAT0015
P0070154,CAT0048
P0070157,CAT0015
P0070157,CAT0048
P0070160,CAT0015
P0070160,CAT0048
P0070162,CAT0015
P0070162,CAT0048
P0070169,CAT0015
P0070169,CAT0048
P0070173,CAT0015
P0070173,CAT0048
P0070185,CAT0015
P0070185,CAT0048
P0070188,CAT0015
P0070188,CAT0048
P0070190,CAT0015
P0070190,CAT0048
P0070200,CAT0015
P0070200,CAT0048
P0070205,CAT0015
P0070205,CAT0048
P0070208,CAT0015
P0070208,CAT0048
P0070211,CAT0015
P0070211,CAT0048
P0070213,CAT0015
P0070213,CAT0048
P0070216,CAT0015
P0070216,CAT0048
P0070220,CAT0015
P0070220,CAT0048
P0070226,CAT0015
P0070226,CAT0048
P0070231,CAT0015
P0070231,CAT0048
P0070232,CAT0015
P0070232,CAT0048
P0070243,CAT0015
P0070243,CAT0048
P0070244,CAT0015
P0070244,CAT0048
P0070252,CAT0015
P0070252,CAT0048
P0070277,CAT0015
P0070277,CAT0048
P0070278,CAT0015
P0070278,CAT0048
P0070279,CAT0015
P0070279,CAT0048
P0070289,CAT0015
P0070289,CAT0048
P0070298,CAT0015
P0070298,CAT0048
P0070306,CAT0015
P0070306,CAT0048
P0070314,CAT0015
P0070314,CAT0048
P0070315,CAT0015
P0070315,CAT0048
P0070321,CAT0015
P0070321,CAT0048
P0070338,CAT0015
P0070338,CAT0048
P0070343,CAT0015
P0070343,CAT0048
P0070349,CAT0015
P0070349,CAT0048
P0070350,CAT0015
P0070350,CAT0048
P0070352,CAT0015
P0070352,CAT0048
P0070353,CAT0015
P0070353,CAT0048
P0070357,CAT0015
P0070357,CAT0048
P0070358,CAT0015
P0070358,CAT0048
P0070361,CAT0015
P0070361,CAT0048
P0070363,CAT0015
P0070363,CAT0048
P0070365,CAT0015
P0070365,CAT0048
P0070367,CAT0015
P0070367,CAT0048
P0070369,CAT0015
P0070369,CAT0048
P0070371,CAT0015
P0070371,CAT0048
P0070372,CAT0015
P0070372,CAT0048
P0070383,CAT0015
P0070383,CAT0048
P0070386,CAT0015
P0070386,CAT0048
P0070399,CAT0015
P0070399,CAT0048
P0070401,CAT0015
P0070401,CAT0048
P0070412,CAT0015
P0070412,CAT0048
P0070435,CAT0015
P0070435,CAT0048
P0070442,CAT0015
P0070442,CAT0048
P0070445,CAT0015
P0070445,CAT0048
P0070450,CAT0015
P0070450,CAT0048
P0070454,CAT0015
P0070454,CAT0048
P0070455,CAT0015
P0070455,CAT0048
P0070457,CAT0015
P0070457,CAT0048
P0070463,CAT0015
P0070463,CAT0048
P0070466,CAT0015
P0070466,CAT0048
P0070468,CAT0015
P0070468,CAT0048
P0070476,CAT0015
P0070476,CAT0048
P0070477,CAT0015
P0070477,CAT0048
P0070478,CAT0015
P0070478,CAT0048
P0070479,CAT0015
P0070479,CAT0048
P0070507,CAT0015
P0070507,CAT0048
P0070510,CAT0015
P0070510,CAT0048
P0070516,CAT0015
P0070516,CAT0048
P0070517,CAT0015
P0070517,CAT0048
P0070518,CAT0015
P0070518,CAT0048
P0070525,CAT0015
P0070525,CAT0048
P0070537,CAT0015
P0070537,CAT0048
P0070544,CAT0015
P0070544,CAT0048
P0070545,CAT0015
P0070545,CAT0048
P0070547,CAT0015
P0070547,CAT0048
P0070553,CAT0015
P0070553,CAT0048
P0070560,CAT0015
P0070560,CAT0048
P0070564,CAT0015
P0070564,CAT0048
P0070581,CAT0015
P0070581,CAT0048
P0070583,CAT0015
P0070583,CAT0048
P0070605,CAT0015
P0070605,CAT0048
P0070609,CAT0015
P0070609,CAT0048
P0070621,CAT0015
P0070621,CAT0048
P0070630,CAT0015
P0070630,CAT0048
P0070637,CAT0015
P0070637,CAT0048
P0070646,CAT0015
P0070646,CAT0048
P0070659,CAT0015
P0070659,CAT0048
P0070667,CAT0015
P0070667,CAT0048
P0070669,CAT0015
P0070669,CAT0048
P0070671,CAT0015
P0070671,CAT0048
P0070674,CAT0015
P0070674,CAT0048
P0070678,CAT0015
P0070678,CAT0048
P0070681,CAT0015
P0070681,CAT0048
P0070686,CAT0015
P0070686,CAT0048
P0070690,CAT0015
P0070690,CAT0048
P0070693,CAT0015
P0070693,CAT0048
P0070694,CAT0015
P0070694,CAT0048
P0070700,CAT0015
P0070700,CAT0048
P0070720,CAT0015
P0070720,CAT0048
P0070721,CAT0015
P0070721,CAT0048
P0070723,CAT0015
P0070723,CAT0048
P0070728,CAT0015
P0070728,CAT0048
P0070730,CAT0015
P0070730,CAT0048
P0070744,CAT0015
P0070744,CAT0048
P0070756,CAT0015
P0070756,CAT0048
P0070765,CAT0015
P0070765,CAT0048
P0070766,CAT0015
P0070766,CAT0048
P0070770,CAT0015
P0070770,CAT0048
P0070777,CAT0015
P0070777,CAT0048
P0070782,CAT0015
P0070782,CAT0048
P0070799,CAT0015
P0070799,CAT0048
P0070804,CAT0015
P0070804,CAT0048
P0070811,CAT0015
P0070811,CAT0048
P0070841,CAT0015
P0070841,CAT0048
P0070843,CAT0015
P0070843,CAT0048
P0070852,CAT0015
P0070852,CAT0048
P0070853,CAT0015
P0070853,CAT0048
P0070856,CAT0015
P0070856,CAT0048
P0070862,CAT0015
P0070862,CAT0048
P0070867,CAT0015
P0070867,CAT0048
P0070869,CAT0015
P0070869,CAT0048
P0070907,CAT0015
P0070907,CAT0048
P0070915,CAT0015
P0070915,CAT0048
P0070924,CAT0015
P0070924,CAT0048
P0070930,CAT0015
P0070930,CAT0048
P0070933,CAT0015
P0070933,CAT0048
P0070934,CAT0015
P0070934,CAT0048
P0070937,CAT0015
P0070937,CAT0048
P0070940,CAT0015
P0070940,CAT0048
P0070943,CAT0015
P0070943,CAT0048
P0070954,CAT0015
P0070954,CAT0048
P0070959,CAT0015
P0070959,CAT0048
P0070963,CAT0015
P0070963,CAT0048
P0070968,CAT0015
P0070968,CAT0048
P0070971,CAT0015
P0070971,CAT0048
P0070987,CAT0015
P0070987,CAT0048
P0070989,CAT0015
P0070989,CAT0048
P0070992,CAT0015
P0070992,CAT0048
P0071009,CAT0015
P0071009,CAT0048
P0071021,CAT0015
P0071021,CAT0048
P0071026,CAT0015
P0071026,CAT0048
P0071032,CAT0015
P0071032,CAT0048
P0071038,CAT0015
P0071038,CAT0048
P0071045,CAT0015
P0071045,CAT0048
P0071047,CAT0015
P0071047,CAT0048
P0071055,CAT0015
P0071055,CAT0048
P0071068,CAT0015
P0071068,CAT0048
P0071075,CAT0015
P0071075,CAT0048
P0071079,CAT0015
P0071079,CAT0048
P0071080,CAT0015
P0071080,CAT0048
P0071090,CAT0015
P0071090,CAT0048
P0071103,CAT0015
P0071103,CAT0048
P0071106,CAT0015
P0071106,CAT0048
P0071119,CAT0015
P0071119,CAT0048
P0071120,CAT0015
P0071120,CAT0048
P0071124,CAT0015
P0071124,CAT0048
P0071126,CAT0015
P0071126,CAT0048
P0071127,CAT0015
P0071127,CAT0048
P0071134,CAT0015
P0071134,CAT0048
P0071138,CAT0015
P0071138,CAT0048
P0071140,CAT0015
P0071140,CAT0048
P0071147,CAT0015
P0071147,CAT0048
P0071148,CAT0015
P0071148,CAT0048
P0071150,CAT0015
P0071150,CAT0048
P0071151,CAT0015
P0071151,CAT0048
P0071161,CAT0015
P0071161,CAT0048
P0071168,CAT0015
P0071168,CAT0048
P0071177,CAT0015
P0071177,CAT0048
P0071194,CAT0015
P0071194,CAT0048
P0071198,CAT0015
P0071198,CAT0048
P0071204,CAT0015
P0071204,CAT0048
P0071211,CAT0015
P0071211,CAT0048
P0071213,CAT0015
P0071213,CAT0048
P0071220,CAT0015
P0071220,CAT0048
P0071226,CAT0015
P0071226,CAT0048
P0071227,CAT0015
P0071227,CAT0048
P0071250,CAT0015
P0071250,CAT0048
P0071254,CAT0015
P0071254,CAT0048
P0071276,CAT0015
P0071276,CAT0048
P0071282,CAT0015
P0071282,CAT0048
P0071297,CAT0015
P0071297,CAT0048
P0071312,CAT0015
P0071312,CAT0048
P0071321,CAT0015
P0071321,CAT0048
P0071335,CAT0015
P0071335,CAT0048
P0071338,CAT0015
P0071338,CAT0048
P0071345,CAT0015
P0071345,CAT0048
P0071347,CAT0015
P0071347,CAT0048
P0071348,CAT0015
P0071348,CAT0048
P0071354,CAT0015
P0071354,CAT0048
P0071371,CAT0015
P0071371,CAT0048
P0071378,CAT0015
P0071378,CAT0048
P0071380,CAT0015
P0071380,CAT0048
P0071390,CAT0015
P0071390,CAT0048
P0071415,CAT0015
P0071415,CAT0048
P0071417,CAT0015
P0071417,CAT0048
P0071425,CAT0015
P0071425,CAT0048
P0071428,CAT0015
P0071428,CAT0048
P0071431,CAT0015
P0071431,CAT0048
P0071437,CAT0015
P0071437,CAT0048
P0071438,CAT0015
P0071438,CAT0048
P0071446,CAT0015
P0071446,CAT0048
P0071459,CAT0015
P0071459,CAT0048
P0071465,CAT0015
P0071465,CAT0048
P0071467,CAT0015
P0071467,CAT0048
P0071468,CAT0015
P0071468,CAT0048
P0071480,CAT0015
P0071480,CAT0048
P0071481,CAT0015
P0071481,CAT0048
P0071484,CAT0015
P0071484,CAT0048
P0071504,CAT0015
P0071504,CAT0048
P0071516,CAT0015
P0071516,CAT0048
P0071526,CAT0015
P0071526,CAT0048
P0071533,CAT0015
P0071533,CAT0048
P0071536,CAT0015
P0071536,CAT0048
P0071546,CAT0015
P0071546,CAT0048
P0071547,CAT0015
P0071547,CAT0048
P0071553,CAT0015
P0071553,CAT0048
P0071567,CAT0015
P0071567,CAT0048
P0071586,CAT0015
P0071586,CAT0048
P0071627,CAT0015
P0071627,CAT0048
P0071632,CAT0015
P0071632,CAT0048
P0071634,CAT0015
P0071634,CAT0048
P0071642,CAT0015
P0071642,CAT0048
P0071649,CAT0015
P0071649,CAT0048
P0071662,CAT0015
P0071662,CAT0048
P0071673,CAT0015
P0071673,CAT0048
P0071675,CAT0015
P0071675,CAT0048
P0071678,CAT0015
P0071678,CAT0048
P0071699,CAT0015
P0071699,CAT0048
P0071700,CAT0015
P0071700,CAT0048
P0071703,CAT0015
P0071703,CAT0048
P0071704,CAT0015
P0071704,CAT0048
P0071705,CAT0015
P0071705,CAT0048
P0071706,CAT0015
P0071706,CAT0048
P0071715,CAT0015
P0071715,CAT0048
P0071718,CAT0015
P0071718,CAT0048
P0071719,CAT0015
P0071719,CAT0048
P0071747,CAT0015
P0071747,CAT0048
P0071766,CAT0015
P0071766,CAT0048
P0071769,CAT0015
P0071769,CAT0048
P0071782,CAT0015
P0071782,CAT0048
P0071808,CAT0015
P0071808,CAT0048
P0071813,CAT0015
P0071813,CAT0048
P0071822,CAT0015
P0071822,CAT0048
P0071825,CAT0015
P0071825,CAT0048
P0071833,CAT0015
P0071833,CAT0048
P0071838,CAT0015
P0071838,CAT0048
P0071863,CAT0015
P0071863,CAT0048
P0071868,CAT0015
P0071868,CAT0048
P0071878,CAT0015
P0071878,CAT0048
P0071886,CAT0015
P0071886,CAT0048
P0071896,CAT0015
P0071896,CAT0048
P0071899,CAT0015
P0071899,CAT0048
P0071900,CAT0015
P0071900,CAT0048
P0071907,CAT0015
P0071907,CAT0048
P0071909,CAT0015
P0071909,CAT0048
P0071920,CAT0015
P0071920,CAT0048
P0071922,CAT0015
P0071922,CAT0048
P0071930,CAT0015
P0071930,CAT0048
P0071941,CAT0015
P0071941,CAT0048
P0071958,CAT0015
P0071958,CAT0048
P0071962,CAT0015
P0071962,CAT0048
P0071973,CAT0015
P0071973,CAT0048
P0071977,CAT0015
P0071977,CAT0048
P0072009,CAT0015
P0072009,CAT0048
P0072013,CAT0015
P0072013,CAT0048
P0072033,CAT0015
P0072033,CAT0048
P0072046,CAT0015
P0072046,CAT0048
P0072052,CAT0015
P0072052,CAT0048
P0072060,CAT0015
P0072060,CAT0048
P0072065,CAT0015
P0072065,CAT0048
P0072069,CAT0015
P0072069,CAT0048
P0072101,CAT0015
P0072101,CAT0048
P0072119,CAT0015
P0072119,CAT0048
P0072131,CAT0015
P0072131,CAT0048
P0072142,CAT0015
P0072142,CAT0048
P0072151,CAT0015
P0072151,CAT0048
P0072152,CAT0015
P0072152,CAT0048
P0072200,CAT0015
P0072200,CAT0048
P0072204,CAT0015
P0072204,CAT0048
P0072214,CAT0015
P0072214,CAT0048
P0072216,CAT0015
P0072216,CAT0048
P0072230,CAT0015
P0072230,CAT0048
P0072236,CAT0015
P0072236,CAT0048
P0072239,CAT0015
P0072239,CAT0048
P0072259,CAT0015
P0072259,CAT0048
P0072290,CAT0015
P0072290,CAT0048
P0072298,CAT0015
P0072298,CAT0048
P0072300,CAT0015
P0072300,CAT0048
P0072301,CAT0015
P0072301,CAT0048
P0072303,CAT0015
P0072303,CAT0048
P0072306,CAT0015
P0072306,CAT0048
P0072311,CAT0015
P0072311,CAT0048
P0072317,CAT0015
P0072317,CAT0048
P0072337,CAT0015
P0072337,CAT0048
P0072348,CAT0015
P0072348,CAT0048
P0072351,CAT0015
P0072351,CAT0048
P0072357,CAT0015
P0072357,CAT0048
P0072358,CAT0015
P0072358,CAT0048
P0072392,CAT0015
P0072392,CAT0048
P0072402,CAT0015
P0072402,CAT0048
P0072404,CAT0015
P0072404,CAT0048
P0072416,CAT0015
P0072416,CAT0048
P0072428,CAT0015
P0072428,CAT0048
P0072438,CAT0015
P0072438,CAT0048
P0072441,CAT0015
P0072441,CAT0048
P0072443,CAT0015
P0072443,CAT0048
P0072446,CAT0015
