review_id,purchase_id,rating,comment,status,last_update
RV0001561,PR0002518,4.4,"I have used these teas off and on for years. When you first start using them, they WILL give you wicked cramps. You then become more used to the senna in the tea and it eases up. Basically this tea speeds along digestion. So you will be visiting the restroom more quickly than had you skipped the tea. The amount of food you eat will also affect the teas 'outcome'. The more you have eaten, the less effective the tea is. This and the honey lemon are my favorite flavors. The original is NOT one I will drink. The taste of the Senna is way too strong. I also brew the tea longer, sometimes 20 minutes, and use two tea bags if I have had a very large meal. This isnt a tea I would use on a daily basis. Great for fasting and cleansing though.",visible,2024-06-10 11:09:13
RV0001562,PR0002367,5.0,When we got our 8.5 week cavalier puppy he was eating royal canin mini puppy but I read a bunch of negative reviews about royal canin so I was looking for a small kibble replacement food. well we got this when he was about 11 weeks old and he was able to chew this food. He loves it now!,visible,2024-06-07 10:11:12
RV0001563,PR0002503,4.2,"I have a nine month old baby who I have decided to feed a gluten free diet for at least the first year. I found these and they seemed like something she would enjoy. They are the perfect size for her little fingers. She is so cute when she eats them. She seems to like the chocolate better, and gets it all over her face. They are not too sweet, which makes me feel better about giving them to children. I tasted them, and while a little chalky, they are some of the best gluten free cookies I have had. If you want them to taste just like cookies containing gluten, you won't be happy. But if you want a pretty darn good gluten free cookie these are it. My own gluten free mommy tried them, and said there was no way she would be able to order a case from Amazon because she would eat them all wayyy too fast.",visible,2024-06-14 05:47:08
RV0001564,PR0002395,2.5,"Really dumb to show a photo of the package saying 2 for a dollar and then the title says 2 for 2 dollars is the original price..?  Then call it a manager's special when it's obviously marked up?  Good grief people.  They sell these at my gas station.  Cheap and dryer/harder than normal gummy worms and not many in the package.  This package looks generous compared to what I'm used to.  They are literally 2 for a dollar regular price so don't pay this silly, pretend ""discounted manager's special"" price.",visible,2024-06-09 02:09:53
RV0001565,PR0002305,2.0,"I can almost say ""too much sugar ""is the appropriate description of Himalya Fresh brand Indian sweets for all their products. I have ordered 5 of the varieties.The product presentation is not appealing.Indeed, the products do not contain unwanted chemicals or preservatives but they use sugar,  cheap commodity,to compensate for those missing other ingredients. To say the least, I am disappointed in their product offerings. I will not buy these products again until they can convince me that they have reduced the sugar content in their sweets line. Excellent packaging and very prompt shipping.",visible,2024-06-08 21:11:18
RV0001566,PR0002092,5.0,"I have ordered many different gift baskets.  My favorite place to purchase them is from [...].  The quality, value and service is outstanding.  I strongly recommend doing business with them.<br />Sandy<a href=""http://www.amazon.com/gp/product/B000FVAM6G"">Garden Serenity: Gardening & Gourmet Gift Basket</a>",visible,2024-06-11 12:45:08
RV0001567,PR0002553,5.0,this is a great product i use a lot plan on buying more will buy more as i need them  quick shipping also,visible,2024-06-03 19:38:44
RV0001568,PR0002325,4.6,"Finding Red Bob was one of the best things I have ever had happen to me in regards to food. My family as a whole has been trying to eat healthier and Red Bob has a mind boggling number of tasty offerings that will ultimately improve your diet. I am fairly new to Red Bob so I am really still in the experimental phase. They have so many offerings that its going to take some time to try them all out. I ordered the Muesli as I am constantly on the look out for new things I can eat with my yogurt. I started making fresh yogurt last year and to say its one of my favorite foods is an understatement. So again, I am constantly looking for new and healthy ways of spicing my yogurt up and improving on its nutritional contents. Well, to make a long story short, this was easily one of the best mixes I have had yet with my yogurt.<br /><br />One of my favorite aspects to this mix is its much softer than granola, which is what I usually eat with my yogurt. I usually have to wait a few minutes for granola to soften up a bit but that isn't necessary with this mix. It has a great texture right out of the package and it ultimately gives it a fresher quality. As for the taste, its absolutely spot on. The raisins and dates add a perfect amount of sweetness and the flavor of the walnuts, almonds and sunflower seeds really shine through. Of course, with Flax Seed and 100% whole grain oats it quickly becomes apparent how healthy this mix is for you. All in all its easily one of the best muesli mixes I have ever had and I have tried quite a few. Its important to note that I actually add Manuka Honey when I eat it with yogurt but that is only to help sweeten up the yogurt itself. Again the dates and raisins add a perfect amount of sweetness if your eating the mix by itself, which I have done now on multiple occasions and its just as good on its own as it is in yogurt.<br /><br />I also have to mention what Red Bob did with his company recently. After receiving a massive amount of buy out offers over the years, many from the monster sized agri-food corporations, Red Bob finally decided what he was going to do with his company and he made his announcement at his 81st birthday party earlier this year. He turned down all of the offers (most of which had to be for HUGE amounts of money as a 2004 estimate put the companies yearly revenue at roughly 24 million dollars and the company is estimated to have seen 20-30 percent growth each year since then) and decided to simply give the company to his employees. Yes, that's right, he gave it to his 209 employees. I cant even begin to tell you how much respect I have in Red Bob for making this move and ultimately it just makes me want to support his company just that much more. He basically gave away hundreds of millions of dollars so his employees could own the company he started. That's just a level of class that you dont see very often in modern society. I became a customer for life when I read that story. Red Bob is just an amazing guy. Oh, and by the way, happy 81st Bob!<br /><br />Bottom line - Again finding Red Bob was easily one of the best things that has ever happened to me in regards to food. Now that I have found Red Bob....well, lets just say I couldn't imagine my cupboards, or my diet for that matter, without him. I have only tried roughly 10-12 items from Red Bob's catalog but out of those items this Muesli Mix is definitely in my top 3. Its great by itself, both hot and cold, and its ever better on yogurt. If you haven't tried Red Bob then this would be a perfect place to start.<br /><br />5 Stars!",visible,2024-06-03 14:09:03
RV0001569,PR0002536,3.2,I bought this for a 50th birthday present.  Very good selection.  Fresh candy.  Would recommend for a candy lover in that age group for a gift.,visible,2024-06-04 23:19:35
RV0001570,PR0002375,2.6,I like the kindle it is light and easy too sue battery life is good.,visible,2024-06-11 04:35:45
RV0001571,PR0002435,5.0,Awesome for kids. Great for parents (peace and quiet) lol,visible,2024-06-07 03:33:24
RV0001572,PR0002458,4.3,"Takes too many time, even being Prime",visible,2024-06-11 08:06:32
RV0001573,PR0002406,3.6,"Legends of China Organic White Tea used to be available at local store, but they stopped carrying it and we switched to another, inferior brand.  Was so pleased to see it on Amazon!  We don't drink it often, but sometimes we want the soothing, relaxing benefits of white tea.",visible,2024-06-07 07:02:06
RV0001574,PR0002501,4.8,"I bought this rub from my butcher, thinking, nyah, I'll try it.  Whoa....I used it on pork chops, country ribs and back ribs as a rub.  Really imparts a flavor to the meat.  Add some smoke and maybe some sauce and you have a winner!<br />Oh.....use it sparingly.  This is not a drench rub!",visible,2024-06-08 08:49:45
RV0001575,PR0002376,4.4,Great size for on the go to do basic needs. Also great for kids to be accupied with.,visible,2024-06-07 03:20:32
RV0001576,PR0002329,3.8,"We purchased this from Amazon as our local store was only carrying this occasionally. It is the exact same product. It is a fast dinner that you can throw in a crock pot and do the rest when you get home. My family loves this. We have a problem, half the family cannot have dairy products, so we make the first part which is dairy free. Then we split it in two and add the sour cream to the one half. Both ways are very good. I chop the mushrooms finely and our picky eaters never know they are in there. I put the entire thing over egg noodles to complete the meal. We usually use two packets to make a double recipe because it gets eaten so fast. We never have any left overs. I highly recommend this product. McCormick has a real winner here.",visible,2024-06-03 18:50:07
RV0001577,PR0001684,4.6,"When I learned from the vet that the kitten I brought home was only five weeks old (not eight as I'd been told), I bought this formula for him.<br /><br />He is now a year old, strong, frisky, and healthy.  I had no problem getting him to drink it--apparently he loved the taste.",visible,2024-06-13 11:38:35
RV0001578,PR0002424,2.6,"I always get a hankering for gingerbread and pumpkin bread when Autumn rolls around, but I'm never up for baking from scratch.  This year was the first time I tried this particular mix.  It calls for one egg, some butter, and some milk to be added to the mix, so quite easy to throw together.<br /><br />The result is a bit of a mixed bag.  The texture and consistency is very lovely and moist; I'd grade it an A or A+ almost.  Unfortunately the sweetness is underplayed to the detriment of the whole project.  I have so far sampled it plain; I wonder if a scoop of whipped cream might mitigate the problem.  Anyway, I might buy it again, or I might not.",visible,2024-06-12 21:55:39
RV0001579,PR0002275,5.0,"The first thing I did was Shake The Can. Then I saw the ""Do Not Shake"" warning but I opened the can anyway and nothing happened. I suspect the DNS is in reference to the Potassium Bicarbonate (fizz-producer?) that lurks within the ingredients. There WAS a nice little ""kick"" to this -- perhaps from the Potassium Bicarbonate.<br /><br />The initial taste produced an ""aaah!"" reaction. This is a nice full-bodied coffee, straight from the can, or iced (if consumed shortly after being iced). As a coffee purist who grew up with my Italian Nonna and her old-fashioned espresso pots, it would have been anathema for me to put this in a cup and Nuke it. But I suspect the flavor would not be diminished by doing so.<br /><br />Is this a real Espresso experience? The name says it all - ""Italian espresso STYLE Coffee drink"". Although it stands out over and above your regular strong coffee, I would say it is a mild but memorable brew, compared to the espresso that your local Barista brews for you -- and compared to mild-mannered Nonna Lucia's ""stand-your-hair-on-end"" potent brew.<br /><br />The sweetness factor is not cloying. The coffee (made with the better Arabica Beans)is too rich to be chugged. It IS meant to be savored.<br /><br />I'm happy with Illy issimos' Caffe -- take it with you to work - on a car ride -- it would also be a nice addition to any backpack or travel-case, as the can is a nice compact size.  Add it to your favorite cofee liquer-based drink(s), or even smoothies.  Price is a consideration -- my budget will not allow this on a regular basis, but as a treat, as I do consider it a quality product.<br /><br />Bravo Illy -- Viva Italia.",visible,2024-06-04 12:52:47
RV0001580,PR0002349,3.3,"I bought one for myself and a couple as gifts, it's cute but still haven't figured out what's so great about it. I will say that it does pick up your voice throughout a huge room.",visible,2024-06-11 19:49:28
RV0001581,PR0002431,5.0,"Quaker Instant Oatmeal is the perfect breakfast for me.  I don't feel like cooking anything else, so I just zap it in the microwave.",visible,2024-06-09 00:46:55
RV0001582,PR0002279,1.3,"Remember those Ritz Bits you ate as a kid? Well this tastes exactly like it, only in a different shape. Ritz didn't make a new innovative product, they took their same lousy recipe and changed the way it looks.",visible,2024-06-12 15:56:48
RV0001583,PR0002392,5.0,We converted to Grade B Maple Syrup about a year and half ago.  We have tried several different brands and they have all been good.  This is by far our favorite.  The flavor is excellent and it is always a joy to open the bottle and pour out this delicious treat.  Works great on pancakes/waffles/french toast as well as in cookies/baked goods and sauces (my favorite...part of the glaze I use on smoked ribs...mmmmmmmmmmm).  Amazon has an amazing price on an amazing product.  This is our 3rd bottle of Anderson's Grade B and we will continue to purchase it as along as it is available.,visible,2024-06-11 05:55:44
RV0001584,PR0002563,1.0,"After our father died, my sister inherited Duke, our dad's 4 month old orange tabby kitten.  My sister kept him for over a year, but decided she couldn't keep him anymore, so in 2010, I grudgingly adopted him.  (I'm sentimental and couldn't let a cat that once belonged to our dad end up in the hands of strangers.)  I am a rabid dog fanatic.  I like cats, but don't have the same enthusiasm for them that I do with dogs.  I never had a feline companion of my own, so Duke became my ""starter cat"".  Well, I turned out to be lucky.  Duke is not the hide-under-the-bed-and-hiss kind of cat.  He's adorable, funny, affectionate, and loves Slappy, my elderly German Shepherd mix.  He's definitely a keeper and I love him to pieces.  He's three years old now, and he's stuck with me for life.<br /><br />So, being that Duke is my first cat, everything is a learning process.  I thought that semi-solid, extremely smelly poop was simply a variation of the norm for cats.  I was feeding Duke Before Grain, pretty much since the day I got him.  Duke liked it and had no problem scarfing it down.  (The little fattie will eat anything.)  I liked the quality ingredients and the lack of filler grains.  Meanwhile, his ""Litter Box of Horrors"" was a nightmare to clean.  The stench was overpowering.  Duke would do his business and the poop would stick to his legs.  I had to throw him in the shower several times a month.  Eventually, I had to follow him around the house with baby wipes after he used his litter box or else he'd leave stinky poop stains on my floor, couch, bed, or carpet.  I simply figured that since he's fat, he couldn't clean himself well.  I never attributed it to the food.  Why would I?  I assumed I was giving him the best.<br /><br />Last year, he was treated for a urinary blockage caused by struvite crystals.  Then, a few months ago, while wiping his butt with baby wipes, I found blood.  Quite a bit of it.  I opened his litter box, and his stool was covered in blood.  Off to the vet we went.  No problems detected.  Lots of money spent.  I was told to put him on Hill's Science Diet.  That stuff is garbage and if ANY vet tells you to put your cat or dog on it, it's time to find a new vet.  Anyway, the bloody poop happened again a few days later.  I decided that yes, I was going to change his diet, but no, it wouldn't be Hill's Science Diet.  Taste of The Wild ended up being my choice.  Within days, all the problems went away.  Duke has very firm stool now, there's no blood, the litter box stench is more tolerable, and no more ""Hershey's Kisses"" on everything he sits on.  No more baby wipes and showers, so I don't have to hear his mournful cries when he's subjected to being scrubbed down.<br /><br />I'm not saying that B.G. is a bad food, but I'm saying it was a very bad option for me and my cat.  There was something in there that my cat couldn't tolerate.  I won't buy it again.  I'll keep him on a combination of TOTW and raw.  It works for him.",visible,2024-06-04 10:03:17
RV0001585,PR0001914,5.0,The screen is very pleasant to read with. Overall would recommend it.,visible,2024-06-10 17:50:47
RV0001586,PR0002303,4.1,Now that I have gotten used to the short brewing time of this tea I am greatly enjoying the flavor! This tea is fruity and sweet on its own making this tea a great blend for serving with dessert or on its own after dinner.,visible,2024-06-05 18:13:23
RV0001587,PR0002281,5.0,"This mackerel is very good and tasty, and inexpensive. It is right up there with sardines as very healthy fish. If you can find them, cans like this cost around $2.50 to $3.00 a can. Just drain the oil and enjoy.",visible,2024-06-04 12:06:07
RV0001588,PR0002298,5.0,"I really enjoy my Alexa. I use it for news briefs, listening to music and a playing games",visible,2024-06-01 19:36:00
RV0001589,PR0002460,3.7,"They taste really good. Problem is. I have been told by many many people dried fruit is one of the best snacks ever because its good and healthy. Turns out this treat is not so healthy as implied. Im not sure if its maybe dried fruit just has alot of carbs, or the company on purposely fattened it up. But if you just look on the nutritional label you'll see. Its not as bad as a candy bar, or chips. But its not ""healthy"" either. Great product none the less. I think if I dont over indulge on these and drink mostly water, it will be better for me :)",visible,2024-06-10 05:08:55
RV0001590,PR0002280,5.0,"This is crazy hot. I thought I was decent with hot food, but this stuff had me drinking a half gallon of milk in under 20 minutes. When you try it, avoid getting it in the back of your throat. If you do anyway, don't talk or laugh. haha It makes it hurt more. Fun to try though and it has a great taste. I recommend it to anyone that loves hot sauce and people that want to try it for fun. The amount I tried was probably about half the size of those taco bell packets(hopefully most people understand that amount) for one taco.",visible,2024-06-14 00:16:56
RV0001591,PR0002333,5.0,This is great. It's a lot of fun and much better than I expected,visible,2024-06-11 18:36:18
RV0001592,PR0002463,3.5,These are great IF you have friends who allow there dogs to chew bones and such you most of the time get some bully chews that are spiral up but where damage in a machine of some sort and you do get intact bully chews or sticks almost always but they are better for a small dogs cause my larger dogs could choke my cat actually also love the small almost shredded like and or damaged bully sticks you will also get a very large bone every time I have purchased one if you have the 2 lbs bag you get 2 or more small items and 1 big bone you get pig ears snouts and hoofs on a few good finds but thats all I can NAME cause some things I have NO clue what they are but they are always natural I DO NOT USE THE CHICKEN on rare times I have gotton some I throw it away they have had cut back and are getting CHICKEN FROM CHINA which killed and or injured 1 million dogs and cats.,visible,2024-06-11 12:30:41
RV0001593,PR0002580,5.0,"Bought the WeMo wifi switch and plugged the tv into it, great for voice remote turning on/off the tv",visible,2024-06-11 20:15:54
RV0001594,PR0002328,5.0,The only con I see is the exclusion of the optical sound out put. The Micro SD slot is a nice addition.,visible,2024-06-13 04:13:46
RV0001595,PR0002122,4.1,"This is a great product and makes composting so much easier for us. The only caveat I'll put out there is that it is definitely a ""breathable"" product, so some condensation does accumulate in the bottom of the bin. We just wipe out the bin every time we empty it.",visible,2024-06-10 21:41:29
RV0001596,PR0002404,2.4,"About my hair: Naturally pin straight, long, has neven been color treated or treated in any way.  It has always been very healthy.  I rarely use a blow dryer.  I have not used a flat iron since college.  I check box ""white/non-hispanic"" on official forms.<br /><br />I love this product line, or specifically the shampoo and conditioner that is also part of the ""Ultra Shea"" line.  I use it daily and rave to everyone about it.<br /><br />However, as someone who is struggling to regain control of my hair after the hormonal shifts of having a baby - I did not like this particular product.  I can not figure out who could use it and not look crazy greasy after about 2 minutes.<br /><br />Like others have said - it is mineral oil/fragrance and a half dozen other oils.  I don't mind the fragrance. I wanted to believe it would provide ""light non-greasy nourishment to scalp & hair"" but for me, there was no way!  No matter how little I used I still looked gross after applying it.  Applied to wet hair it kept my roots from ever looking dry and applying to dry hair made my roots/scalp look like I hadn't showered in days.  No winning, no way I would purchase.<br /><br />I think you could use straight olive oil for the same level of nourishment.",visible,2024-06-11 13:01:35
RV0001597,PR0002288,4.5,"This stuff works well as a sweetener and is a great replacement for sugar, splenda, equal, etc.  You will go through the bag fairly quickly as it's not quite as sweet as sugar.<br /><br />It gives off a little minty cooling effect as it's dissolving and a little of that taste remains.  It can be distracting in certain beverages, enhance others, and be unnoticeable in others.  For the most part though, it will sweeten without too many compromises.",visible,2024-06-03 20:43:40
RV0001598,PR0002584,4.4,"These beans represent Jelly Belly's finest work, period.  My only caveat is that the beans ship directly in the box, no plastic bag or the like.  This is not a deal breaker for me, but something to be aware of when purchasing.",visible,2024-06-08 13:08:44
RV0001599,PR0002535,4.5,My kids love these.  I love that they only have two ingredients - apples and cinnamon.  I just wish the packaging was recyclable.,visible,2024-06-11 16:35:19
RV0001600,PR0002559,4.3,I needed an assortment to take to work for my locker.My only negative is they are not foil packets.,visible,2024-06-06 18:07:19
RV0001601,PR0002602,5.0,I have been eating these since before they imported them into the US. Tasty as can be. I like to keep mine in the freezer and serve razor thin slices so it will last longer. Add a scoop of ice cream and you have a great dessert. One of my Island favorites going all the way back to the beginning. So nice to be able to order them online now rather than shoving them into your luggage.,visible,2024-06-04 21:19:17
RV0001602,PR0002534,2.8,"I love these chips they are the best and healthiest blue chips on the market. The bags and the box they came in, however, were beat up and smashed  to the point that there were no whole chips left and many were just crumbles.",visible,2024-06-13 21:45:04
RV0001603,PR0002472,5.0,"So addictive....a wonderful spicy mouthwatering snack...betcha can't just eat one bag.  If you like spicy, this is the perfect combination.",visible,2024-06-10 13:28:09
RV0001604,PR0002568,5.0,"I have been searching for years for the instant version of americana custard pudding. I am allergic to eggs and this was the only egg free product I could eat, and I loved it. Just mix it in a blender with milk, refrigerate and enjoy. Always got compliments from guests too. Now the americana cook and serve I'm sure is great, but what happened to my instant?",visible,2024-06-06 02:09:19
RV0001605,PR0001793,4.5,"The Apple Butter taste like the one my grandmother use to make and store in Mason JARS<a href=""http://www.amazon.com/gp/product/B0001LEDEC"">Apple Butter: McCutcheons 4 Pack</a>",visible,2024-06-14 23:23:30
RV0001606,PR0002419,3.5,"...I didn't get the correct bonsai.  That is the only reason I'm giving four stars. Apparently, I received the ""Brussel's Small Mound Juniper"", which looks amazing.  Not what I expected, but beautiful just the same.",visible,2024-06-10 15:35:21
RV0001607,PR0002423,2.6,"So, yeah, this is a great product that does exactly what it says, and I do agree with a lot of the reviewers. BUT, look carefully at how many capsules you get - as I recall, you used to get 5 capsules for this same price. Sneaky price inflation, anyone?  I guess at the sale price, you can't be too picky, but still, as with any product, buyer beware.",visible,2024-06-04 07:10:11
RV0001608,PR0002573,5.0,"Love, love, love this! Can't wait to use it on our deck this summer!",visible,2024-06-14 16:59:31
RV0001609,PR0002611,5.0,"I have been taking this product for a few months now, along with Benefiber, to try and lower my cholesterol before my doctor put me on medication.  Before finding these products, I changed my diet radically for about a month with no results, except my HDL dropped significantly and I gave up.  Now I eat as I normally would (which has it's good and bad), and today I received the stunning results of my recent labwork.  Total cholesterol down 48 points!!!  LDL down 47 points!!!  HDL remained about the same.  Even my triglycerides went down. Now I feel as though I can change my diet a little more, keep being diligent with my workouts, increase the amount of Benefiber I'd been taking, continue to take the chews and I can hopefully drive the numbers down even more. I can't say for sure which of the two products have produced these results--maybe a combination of the two, but if you have high cholesterol and want to avoid medications, I would give this a try.<br /><br />The taste is really good, just like a caramel. They are also very convenient to take along when eating out. I make sure to keep some in my purse at all times.  Instead of taking a Benecol Chew after a meal, I take it before I eat a meal that is high in cholesterol. Even though they are expensive, I have not taken them 100% of the time and the container has lasted for quite a while.  As far as the Benefiber, I've been taking that once a day, but I'm going to increase that to 2-3 times a day.",visible,2024-06-02 12:00:18
RV0001610,PR0002281,3.8,I actually liked it but there seems something weird to me about consuming something made from these types of chemicals and sweeteners.  My smaller children actually love peach tea but felt the aftertaste with this was too much and while they were initially excited to taste this they didn't go back for seconds.  I liked the flavor as it is very similar to other peach tea type products but I'm not sure if I would purchase this the jury is still out,visible,2024-06-12 13:41:47
RV0001611,PR0002569,5.0,The speaker sounds very decent for the size and cost but my favorite thing about the speaker is it is wireless and portable. I can charge the speaker and practically take it anywhere without having to plug it in.,visible,2024-06-13 06:49:44
RV0001612,PR0002437,4.4,These cookies are tasty and fresh upon arrival. I definately wouldnt mind eating one of these everyday for thirty days! As far as increasing milk production I cant really say if they did or did not. I am an exclusive breastfeeder. I would have had to pump in order to concretely say if I had more milk or not. That being said these cookies are tastey and they do have ingredients in them that are known to aid milk production. Give them a shot if your interested!,visible,2024-06-06 00:30:14
RV0001613,PR0002597,5.0,"I bought these for my kids but find myself eating them because they taste really good, unlike the ""regular"" brands I find at the supermarkets, which are too candy-like. They're more expensive than the other brands, but worth it.",visible,2024-06-13 08:32:13
RV0001614,PR0002441,4.9,"My favorite K-Cup so far. Absolutely NO aftertaste, which in my book is a huge plus. It's not acidic, not bitter, just a great MILD cup of coffee, which is exactly what it purports to be! I wish other people would read the description before they give a bad review based on their own stupidity. Don't buy a MEDIUM roast coffee and complain because it's not bold! Also, as a general rule the ones with ""Breakfast"" in the name are milder. I don't care for bold, dark roast, slap you awake coffee so I wouldn't buy a bold coffee and then complain that it was bold.",visible,2024-06-01 04:54:38
RV0001615,PR0002396,4.7,This is great coffee such an aromatic experience and tastes even better with some hazelnut creamer normally i drown my coffee with sugar a cream but i can drink this with just one cream packet its an amazing taste and im hooked i dont drink it all the time i treat this coffee as a treat for every once and awhile but if you love coffee and chocolate im sure you will love it i would recommend this to anyone please give it a chance,visible,2024-06-07 07:39:07
RV0001616,PR0002101,5.0,"Great quality & price! Delicious rice that will last my family a few months! If you use rice a lot, this is the way to go!",visible,2024-06-03 08:27:47
RV0001617,PR0002470,5.0,"When I saw on the label it contained salmon, water ""And nothing else!""  I immediately purchased it and continue to do so.  Love salmon. Love WILD Salmon. And I love even more being able to TRUST a product NOT to slip in MSG in one form or another.  I make salmon paddies and loaf and sometimes just eat it from the can. I just wish they would make red salmon as well.  Actually, it's not that much more expensive than pink salmon you buy in the store, but it is BETTER.  I have it on auto and plan to leave it there as long as Henry and Lisa produce it.  Highly, highly, highly recommend.",visible,2024-06-09 05:32:12
RV0001618,PR0002442,5.0,"I'm a Weight Watcher and a popcorn lover.  The Jolly Time healthy pop fits nicely into my maintenance program for  my weight and my health.  A few years ago, I had trouble finding it locally, so tried Amazon, and have been ordering through them ever since.  I eat it often and never tire of it.  Doesn't taste like a low-fat item.",visible,2024-06-10 01:41:27
RV0001619,PR0002452,5.0,"This thing is great, turns my lights on and off, tells me stock market details and even tells me jokes. Couldn't live without it.",visible,2024-06-10 17:25:07
RV0001620,PR0002354,2.0,"I like the ingredients that these biscuits have -- everything's organic -- meat, veggies, and grains.  Each biscuit comes in two squares, so I tried to break the biscuit in half to separate the two squares and found it very difficult.  Those biscuits were hard!  I also smelled the biscuits and didn't notice much flavor/scent at all.<br /><br />I gave one square each to my two dogs.  While my one-year-old dog gobbled it up (as she does with everything, and may have swallowed it whole for all I know), my six-year-old dog was hesitant at first.  He sniffed it a bit and then had a very hard time taking that first bite into the very hard biscuit.  I think he was afraid of breaking his teeth!  (And he chews on very hard toys/bones/rawhide.)  He didn't seem too wild about the taste either, as he wasn't in any rush to finish the square after he broke into it.  They looked and probably tasted like cardboard, so I can see why.<br /><br />I appreciate what Newman's is trying to do for dogs in giving them healthier snack alternatives, but please don't break my dogs' teeth!",visible,2024-06-12 22:56:03
RV0001621,PR0002468,2.8,"Updates: One Day, One Week, Two Weeks, One Month, Three Months, Six Months<br /><br />One Day<br />-------<br />Ordered these yesterday and they came in today, even with Prime two-day shipping - Thanks Amazon!  I gave one to my dachshund, a short-haired 25-lb ball of energy, and he loved it.  He's 10 years old and had typical dog breath.  I'm hoping that giving these to him will not only make his breath less stinky, but also (and more importantly) help out with his teeth.  Whenever he yawns or opens his mouth wide, I can see some plaque on his rear teeth.  The vet hasn't said anything bad about that when I've brought it up, but he no longer rips on his rope toys like he used to.  Sure, some of his loss of love for tug of war can be attributed to age, but I think maybe his teeth are a bit weaker too.  I'll update this according to the schedule I laid out at the very top and let you know what happens.  I've also seen lots of reviews online (not about this product, but about dog- and pet-food in general) being made out of sub par or even unhealthy materials.  I'll let you know if my dog's behavior or overall health changes as well.<br /><br />One Week<br />-------<br />My dog is still loving these things.  I feed him in the morning so I like to think these are an evening snack for him.  I don't know what exactly the dental chews are made from, but I'm able to bend the little green toothbrush-shaped chews into a ""U"" and they don't seem to break.  Perhaps it's some kind of gel or gummy chew?  His breath seems a little less ""heavy"".  His teeth seem to be the same. His behavior hasn't changed either, other than being extremely excited to get a chew at night.  This last bit is important to me, because I know some dog treats can be more like dog-crack!<br />See you in a week!<br /><br />Eventually<br />--------<br />Sorry I didn't keep up to my schedule - I think these things work, though not as well as I'd hoped.  My dog still has lots of plaque and buildup on his rear teeth and more disturbingly these things have caused my dog to frequently urinate in my house.  I suspect they are making him drink a lot of water which he can't hold in.  I walk him three times a day and put him outside two to three more times so there's no issue on my end.<br />My ultimate conclusion is that these are just OK.  They aren't damaging to my dog's health... but to say they were helpful in improving his dental situation would be giving these too much credit.<br />My S&S shipments have been cancelled and I'm out looking for a better product.",visible,2024-06-05 15:46:52
RV0001622,PR0002616,3.1,"Hey they are chips, you want me to say they taste like chicken?? They showed up on time in good condition!",visible,2024-06-15 03:39:59
RV0001623,PR0002455,3.2,"This is a good combo and our baby loves it, but he esp likes the chunky pasta. Stage 3 is supposed to be chunkier but we find that the pasta is the only part that is. Wish there were more veggies for him to chew.",visible,2024-06-06 12:50:37
RV0001624,PR0002401,5.0,It's the only sweetner I use for my coffee and cereals. There is no aftertaste nor any metallic taste on your tongue at all. It's also wonderful to use in iced tea...it doesn't need to melt like sugar does to sweeten the beverage. We've even used it to boost the sweetness in our strawberry dacqueries using fresh strawberries or to make lemonade.,visible,2024-06-01 18:37:35
RV0001625,PR0002558,3.3,There was a weird after taste. I found that 1/4 of a good vanilla extract and 1-2 table spoons of powder sugar work a lot better. For the liquid I use almond milk or soy milk. If you use a flavored milk you might want to go light on the sugar.,visible,2024-06-08 01:27:51
RV0001626,PR0002556,5.0,"Although I did like the Roku navigation a little better, the Amazon Fire TV has given us everything we need to feel good about not having cable anymore. We started with one and have gone back to buy 2 more.",visible,2024-06-01 08:11:50
RV0001627,PR0002542,4.7,They're batteries. Excellent.,visible,2024-06-14 01:49:02
RV0001628,PR0002502,5.0,"Wonderful product - our kids love using it.  We fill it with glass ""jewels"" for the kids to earn as part of a rewards program for good behavior, helping out, etc...  They earn pennies, then get to collect their jewels from the machine. It's a fun novelty the kids enjoy, so it serves as motivation to do good = win-win. All $$ from gumball machine gets dontated to charity by the kids, and the kids turn in their jewels for prizes/special trips, etc.<br /><br />The machine is high quality- metal/glass construction, nice old fashioned look, easy for the kids (4 yrs & 6 yrs) to operate.  Looks nice on display. Our 'jewels' are smaller than gumballs, but bigger than M&Ms - we set the machine to the smallest opening in hopes of only getting one jewel out at a time, but two come out many times.<br /><br />Fast shipping & packed well - so no damage upon receipt. We would recommend for candy, decoration, treasures or whatever fun you come up with.",visible,2024-06-07 20:05:50
RV0001629,PR0002405,4.9,"I've tried several of the Coffee Bean Direct decafs, and this is probably my favorite. Smooth flavor, but with enough depth to make it interesting. The roast is a medium-dark with just a wee bit of oil on the bean. Dark enough to give it a robust flavor but light enough that you don't get a burnt taste. That perfect middle-of-the-road spot!<br /><br />Coffee Bean Direct also makes a CO2 processed decaf Columbian, but I actually prefer the taste of this, even though it is made using the chemical decaf method. This has more flavor and richness than the CO2 processed version.<br /><br />If you're concerned about the package size and the beans going stale, it freezes well. I pack the beans in a Mason jar, then remove the air using a food vacuum and this attachment: <a href=""http://www.amazon.com/gp/product/B00005TN7H"">FoodSaver T03-0023-01 Wide-Mouth Jar Sealer</a><br /><br />Keeps for months in the freezer without any appreciable loss of flavor. Be sure to let the jar come up to room temperature before opening it so you don't get condensation on the cold beans (I usually leave the jar sit for a day before opening it). You also should not defrost and re-freeze the beans - use a jar that is sized to hold about what you would use up in a week (for me, that's a quart size jar).<br /><br />Highly recommend!",visible,2024-06-14 12:16:13
