inventory_id,product_id,quantity,last_update
INV0018810,P0018810,387,2024-04-01 00:00:00
INV0018811,P0018811,45,2024-04-01 00:00:00
INV0018812,P0018812,401,2024-04-04 00:00:00
INV0018813,P0018813,31,2024-04-05 00:00:00
INV0018814,P0018814,1480,2024-04-03 00:00:00
INV0018815,P0018815,321,2024-04-06 00:00:00
INV0018816,P0018816,16,2024-04-04 00:00:00
INV0018817,P0018817,2555,2024-04-04 00:00:00
INV0018818,P0018818,0,2024-05-21 00:00:00
INV0018819,P0018819,3,2024-04-02 00:00:00
INV0018820,P0018820,444,2024-05-26 00:00:00
INV0018821,P0018821,26,2024-04-07 00:00:00
INV0018822,P0018822,3215,2024-04-05 00:00:00
INV0018823,P0018823,30,2024-04-07 00:00:00
INV0018824,P0018824,43,2024-04-10 00:00:00
INV0018825,P0018825,482,2024-04-11 00:00:00
INV0018826,P0018826,232,2024-04-07 00:00:00
INV0018827,P0018827,6,2024-04-05 00:00:00
INV0018828,P0018828,0,2024-05-21 00:00:00
INV0018829,P0018829,37,2024-04-04 00:00:00
INV0018830,P0018830,37,2024-04-06 00:00:00
INV0018831,P0018831,44,2024-05-24 00:00:00
INV0018832,P0018832,219,2024-04-05 00:00:00
INV0018833,P0018833,36,2024-04-05 00:00:00
INV0018834,P0018834,2,2024-04-09 00:00:00
INV0018835,P0018835,41,2024-04-08 00:00:00
INV0018836,P0018836,7,2024-04-09 00:00:00
INV0018837,P0018837,119,2024-04-07 00:00:00
INV0018838,P0018838,469,2024-04-02 00:00:00
INV0018839,P0018839,47,2024-05-17 00:00:00
INV0018841,P0018841,3523,2024-04-07 00:00:00
INV0018842,P0018842,4289,2024-05-23 00:00:00
INV0018843,P0018843,216,2024-04-10 00:00:00
INV0018844,P0018844,129,2024-04-08 00:00:00
INV0018845,P0018845,8,2024-04-04 00:00:00
INV0018847,P0018847,12,2024-04-01 00:00:00
INV0018848,P0018848,1,2024-04-11 00:00:00
INV0018849,P0018849,336,2024-04-11 00:00:00
INV0018850,P0018850,44,2024-04-06 00:00:00
INV0018851,P0018851,39,2024-04-11 00:00:00
INV0018852,P0018852,47,2024-04-03 00:00:00
INV0018853,P0018853,19,2024-04-03 00:00:00
INV0018854,P0018854,203,2024-05-20 00:00:00
INV0018855,P0018855,169,2024-04-07 00:00:00
INV0018857,P0018857,0,2024-05-17 00:00:00
INV0018858,P0018858,21,2024-04-11 00:00:00
INV0018859,P0018859,2355,2024-04-05 00:00:00
INV0018860,P0018860,190,2024-04-08 00:00:00
INV0018861,P0018861,0,2024-05-21 00:00:00
INV0018862,P0018862,402,2024-05-24 00:00:00
INV0018863,P0018863,27,2024-04-08 00:00:00
INV0018864,P0018864,41,2024-04-03 00:00:00
INV0018865,P0018865,47,2024-04-02 00:00:00
INV0018866,P0018866,61,2024-05-22 00:00:00
INV0018867,P0018867,1878,2024-04-09 00:00:00
INV0018868,P0018868,2369,2024-04-01 00:00:00
INV0018869,P0018869,34,2024-04-08 00:00:00
INV0018870,P0018870,7,2024-04-07 00:00:00
INV0018871,P0018871,4435,2024-04-07 00:00:00
INV0018872,P0018872,218,2024-04-07 00:00:00
INV0018874,P0018874,11,2024-04-07 00:00:00
INV0018875,P0018875,1141,2024-04-07 00:00:00
INV0018876,P0018876,0,2024-05-20 00:00:00
INV0018877,P0018877,1347,2024-05-20 00:00:00
INV0018878,P0018878,25,2024-05-22 00:00:00
INV0018880,P0018880,398,2024-04-02 00:00:00
INV0018881,P0018881,590,2024-04-08 00:00:00
INV0018882,P0018882,3,2024-04-02 00:00:00
INV0018883,P0018883,50,2024-04-08 00:00:00
INV0018884,P0018884,31,2024-04-02 00:00:00
INV0018886,P0018886,54,2024-04-11 00:00:00
INV0018888,P0018888,1410,2024-04-08 00:00:00
INV0018889,P0018889,3820,2024-05-18 00:00:00
INV0018891,P0018891,287,2024-04-04 00:00:00
INV0018893,P0018893,24,2024-04-04 00:00:00
INV0018894,P0018894,48,2024-05-21 00:00:00
INV0018895,P0018895,39,2024-04-04 00:00:00
INV0018896,P0018896,422,2024-04-09 00:00:00
INV0018897,P0018897,14,2024-04-10 00:00:00
INV0018898,P0018898,276,2024-04-04 00:00:00
INV0018899,P0018899,213,2024-04-01 00:00:00
INV0018900,P0018900,114,2024-04-09 00:00:00
INV0018902,P0018902,0,2024-05-16 00:00:00
INV0018903,P0018903,3048,2024-04-11 00:00:00
INV0018904,P0018904,2068,2024-04-01 00:00:00
INV0018905,P0018905,40,2024-04-23 23:56:06
INV0018908,P0018908,188,2024-04-11 00:00:00
INV0018909,P0018909,0,2024-05-23 00:00:00
INV0018911,P0018911,50,2024-04-11 00:00:00
INV0018912,P0018912,127,2024-04-08 00:00:00
INV0018913,P0018913,389,2024-04-08 00:00:00
INV0018918,P0018918,402,2024-05-26 00:00:00
INV0018919,P0018919,35,2024-04-03 00:00:00
INV0018922,P0018922,39,2024-04-04 00:00:00
INV0018923,P0018923,40,2024-04-09 00:00:00
INV0018924,P0018924,126,2024-04-01 00:00:00
INV0018925,P0018925,185,2024-04-08 00:00:00
INV0018926,P0018926,308,2024-04-10 00:00:00
INV0018927,P0018927,2210,2024-04-06 00:00:00
INV0018928,P0018928,27,2024-04-02 00:00:00
INV0018930,P0018930,362,2024-05-16 00:00:00
INV0018933,P0018933,49,2024-04-08 00:00:00
INV0018935,P0018935,36,2024-04-02 00:00:00
INV0018936,P0018936,358,2024-05-18 00:00:00
INV0018940,P0018940,46,2024-04-04 00:00:00
INV0018941,P0018941,29,2024-04-03 00:00:00
INV0018943,P0018943,20,2024-04-02 00:00:00
INV0018944,P0018944,378,2024-04-06 00:00:00
INV0018945,P0018945,14,2024-04-07 00:00:00
INV0018946,P0018946,14,2024-04-08 00:00:00
INV0018947,P0018947,26,2024-04-09 00:00:00
INV0018948,P0018948,726,2024-04-02 00:00:00
INV0018950,P0018950,50,2024-05-19 00:00:00
INV0018951,P0018951,43,2024-04-07 00:00:00
INV0018952,P0018952,355,2024-04-03 00:00:00
INV0018953,P0018953,459,2024-05-22 00:00:00
INV0018954,P0018954,5,2024-04-02 00:00:00
INV0018955,P0018955,201,2024-04-09 00:00:00
INV0018956,P0018956,169,2024-04-04 00:00:00
INV0018957,P0018957,0,2024-05-16 00:00:00
INV0018958,P0018958,35,2024-04-09 00:00:00
INV0018959,P0018959,23,2024-04-04 00:00:00
INV0018960,P0018960,416,2024-04-10 00:00:00
INV0018961,P0018961,0,2024-05-25 00:00:00
INV0018963,P0018963,33,2024-04-02 00:00:00
INV0018965,P0018965,16,2024-04-08 00:00:00
INV0018967,P0018967,154,2024-04-11 00:00:00
INV0018969,P0018969,21,2024-05-24 00:00:00
INV0018971,P0018971,4,2024-05-16 00:00:00
INV0018972,P0018972,267,2024-04-04 00:00:00
INV0018973,P0018973,1680,2024-04-11 00:00:00
INV0018974,P0018974,432,2024-05-23 00:00:00
INV0018975,P0018975,108,2024-04-03 00:00:00
INV0018976,P0018976,26,2024-04-02 00:00:00
INV0018978,P0018978,3917,2024-04-10 00:00:00
INV0018979,P0018979,435,2024-04-04 00:00:00
INV0018980,P0018980,487,2024-04-02 00:00:00
INV0018981,P0018981,4348,2024-04-09 00:00:00
INV0018982,P0018982,114,2024-04-03 00:00:00
INV0018984,P0018984,165,2024-04-11 00:00:00
INV0018985,P0018985,9,2024-04-04 00:00:00
INV0018986,P0018986,0,2024-05-16 00:00:00
INV0018987,P0018987,22,2024-04-02 00:00:00
INV0018990,P0018990,1569,2024-04-11 00:00:00
INV0018993,P0018993,5,2024-04-10 00:00:00
INV0018994,P0018994,857,2024-05-23 00:00:00
INV0018995,P0018995,3025,2024-04-01 00:00:00
INV0018996,P0018996,200,2024-04-05 00:00:00
INV0018997,P0018997,15,2024-05-16 00:00:00
INV0018998,P0018998,290,2024-05-24 00:00:00
INV0018999,P0018999,50,2024-04-02 00:00:00
INV0019003,P0019003,31,2024-04-01 00:00:00
INV0019004,P0019004,222,2024-04-03 00:00:00
INV0019005,P0019005,27,2024-04-02 00:00:00
INV0019006,P0019006,31,2024-04-09 00:00:00
INV0019007,P0019007,358,2024-04-04 00:00:00
INV0019010,P0019010,387,2024-05-17 00:00:00
INV0019011,P0019011,304,2024-04-10 00:00:00
INV0019012,P0019012,184,2024-04-11 00:00:00
INV0019013,P0019013,15,2024-04-02 00:00:00
INV0019016,P0019016,423,2024-04-11 00:00:00
INV0019020,P0019020,13,2024-04-08 00:00:00
INV0019021,P0019021,210,2024-04-10 00:00:00
INV0019025,P0019025,174,2024-04-06 00:00:00
INV0019026,P0019026,379,2024-04-02 00:00:00
INV0019027,P0019027,100,2024-05-19 00:00:00
INV0019028,P0019028,359,2024-04-08 00:00:00
INV0019029,P0019029,34,2024-04-11 00:00:00
INV0019030,P0019030,4797,2024-04-04 00:00:00
INV0019031,P0019031,188,2024-04-06 00:00:00
INV0019033,P0019033,4944,2024-04-02 00:00:00
INV0019034,P0019034,306,2024-04-03 00:00:00
INV0019035,P0019035,75,2024-05-19 00:00:00
INV0019036,P0019036,0,2024-05-17 00:00:00
INV0019038,P0019038,361,2024-04-01 00:00:00
INV0019043,P0019043,8,2024-05-16 00:00:00
INV0019045,P0019045,6,2024-04-07 00:00:00
INV0019048,P0019048,2152,2024-04-06 00:00:00
INV0019051,P0019051,36,2024-04-11 00:00:00
INV0019053,P0019053,280,2024-04-10 00:00:00
INV0019054,P0019054,209,2024-04-07 00:00:00
INV0019056,P0019056,829,2024-04-07 00:00:00
INV0019058,P0019058,3134,2024-04-07 00:00:00
INV0019059,P0019059,575,2024-04-06 00:00:00
INV0019063,P0019063,205,2024-04-05 00:00:00
INV0019064,P0019064,431,2024-04-11 00:00:00
INV0019066,P0019066,104,2024-04-11 00:00:00
INV0019067,P0019067,1556,2024-05-20 00:00:00
INV0019072,P0019072,120,2024-04-02 00:00:00
INV0019074,P0019074,99,2024-04-11 00:00:00
INV0019076,P0019076,15,2024-04-01 00:00:00
INV0019077,P0019077,272,2024-04-03 00:00:00
INV0019078,P0019078,147,2024-04-10 00:00:00
INV0019079,P0019079,141,2024-04-09 00:00:00
INV0019080,P0019080,2648,2024-04-10 00:00:00
INV0019083,P0019083,4959,2024-04-01 00:00:00
INV0019084,P0019084,4572,2024-04-10 00:00:00
INV0019085,P0019085,28,2024-04-10 00:00:00
INV0019087,P0019087,42,2024-05-26 00:00:00
INV0019088,P0019088,60,2024-04-05 00:00:00
INV0019089,P0019089,237,2024-04-07 00:00:00
INV0019093,P0019093,223,2024-04-09 00:00:00
INV0019094,P0019094,55,2024-04-10 00:00:00
INV0019095,P0019095,275,2024-04-01 00:00:00
INV0019097,P0019097,52,2024-04-01 00:00:00
INV0019099,P0019099,180,2024-04-01 00:00:00
INV0019100,P0019100,26,2024-05-20 00:00:00
INV0019102,P0019102,26,2024-04-01 00:00:00
INV0019108,P0019108,291,2024-04-01 00:00:00
INV0019109,P0019109,368,2024-05-26 00:00:00
INV0019110,P0019110,50,2024-04-01 00:00:00
INV0019112,P0019112,141,2024-04-09 00:00:00
INV0019116,P0019116,456,2024-04-03 00:00:00
INV0019120,P0019120,48,2024-04-09 00:00:00
INV0019121,P0019121,5,2024-04-05 00:00:00
INV0019122,P0019122,0,2024-05-20 00:00:00
INV0019126,P0019126,35,2024-05-19 00:00:00
INV0019131,P0019131,80,2024-04-08 00:00:00
INV0019138,P0019138,358,2024-04-03 00:00:00
INV0019141,P0019141,20,2024-04-04 00:00:00
INV0019144,P0019144,4,2024-05-14 15:24:15
INV0019146,P0019146,471,2024-04-05 00:00:00
INV0019148,P0019148,50,2024-04-04 00:00:00
INV0019151,P0019151,103,2024-04-09 00:00:00
INV0019152,P0019152,352,2024-04-05 00:00:00
INV0019153,P0019153,149,2024-04-03 00:00:00
INV0019155,P0019155,153,2024-05-16 00:00:00
INV0019156,P0019156,14,2024-04-07 00:00:00
INV0019157,P0019157,0,2024-05-17 00:00:00
INV0019158,P0019158,439,2024-04-11 00:00:00
INV0019162,P0019162,7,2024-04-07 00:00:00
INV0019166,P0019166,315,2024-04-08 00:00:00
INV0019168,P0019168,0,2024-05-16 00:00:00
INV0019170,P0019170,3776,2024-04-07 00:00:00
INV0019171,P0019171,46,2024-04-09 00:00:00
INV0019173,P0019173,0,2024-05-22 00:00:00
INV0019177,P0019177,1369,2024-04-11 00:00:00
INV0019179,P0019179,274,2024-04-05 00:00:00
INV0019183,P0019183,296,2024-04-01 00:00:00
INV0019185,P0019185,4353,2024-04-02 00:00:00
INV0019186,P0019186,336,2024-04-04 00:00:00
INV0019188,P0019188,429,2024-04-03 00:00:00
INV0019190,P0019190,249,2024-04-10 00:00:00
INV0019193,P0019193,450,2024-04-11 00:00:00
INV0019195,P0019195,407,2024-04-01 00:00:00
INV0019199,P0019199,33,2024-04-03 00:00:00
INV0019200,P0019200,29,2024-04-04 00:00:00
INV0019201,P0019201,4,2024-04-02 00:00:00
INV0019204,P0019204,2392,2024-04-11 00:00:00
INV0019206,P0019206,338,2024-04-10 00:00:00
INV0019208,P0019208,274,2024-04-06 00:00:00
INV0019209,P0019209,2676,2024-04-08 00:00:00
INV0019212,P0019212,451,2024-04-01 00:00:00
INV0019214,P0019214,25,2024-05-18 00:00:00
INV0019216,P0019216,55,2024-04-05 00:00:00
INV0019219,P0019219,32,2024-04-02 00:00:00
INV0019224,P0019224,1655,2024-04-06 00:00:00
INV0019225,P0019225,258,2024-04-04 00:00:00
INV0019226,P0019226,45,2024-05-18 00:00:00
INV0019228,P0019228,2584,2024-04-01 00:00:00
INV0019231,P0019231,3369,2024-04-06 00:00:00
INV0019236,P0019236,38,2024-05-19 00:00:00
INV0019240,P0019240,131,2024-04-09 00:00:00
INV0019242,P0019242,21,2024-04-03 00:00:00
INV0019243,P0019243,1003,2024-04-07 00:00:00
INV0019244,P0019244,238,2024-04-09 00:00:00
INV0019245,P0019245,2,2024-05-22 00:00:00
INV0019246,P0019246,48,2024-04-05 00:00:00
INV0019249,P0019249,260,2024-04-11 00:00:00
INV0019252,P0019252,73,2024-05-19 00:00:00
INV0019255,P0019255,364,2024-05-16 00:00:00
INV0019256,P0019256,3,2024-04-06 00:00:00
INV0019263,P0019263,1536,2024-04-06 00:00:00
INV0019268,P0019268,4165,2024-05-19 00:00:00
INV0019269,P0019269,482,2024-05-19 00:00:00
INV0019270,P0019270,189,2024-04-06 00:00:00
INV0019271,P0019271,389,2024-04-04 00:00:00
INV0019274,P0019274,48,2024-04-11 00:00:00
INV0019276,P0019276,384,2024-04-11 00:00:00
INV0019281,P0019281,41,2024-05-25 00:00:00
INV0019282,P0019282,4053,2024-04-10 00:00:00
INV0019284,P0019284,79,2024-05-23 00:00:00
INV0019285,P0019285,186,2024-05-25 00:00:00
INV0019289,P0019289,4835,2024-04-08 00:00:00
INV0019297,P0019297,5,2024-04-03 00:00:00
INV0019298,P0019298,17,2024-04-09 00:00:00
INV0019300,P0019300,0,2024-05-19 00:00:00
INV0019301,P0019301,375,2024-04-03 00:00:00
INV0019304,P0019304,439,2024-04-10 00:00:00
INV0019312,P0019312,160,2024-04-09 00:00:00
INV0019318,P0019318,1869,2024-04-06 00:00:00
INV0019319,P0019319,0,2024-05-26 00:00:00
INV0019321,P0019321,3565,2024-04-10 00:00:00
INV0019322,P0019322,27,2024-04-06 00:00:00
INV0019325,P0019325,48,2024-05-26 00:00:00
INV0019329,P0019329,19,2024-04-26 15:00:06
INV0019332,P0019332,500,2024-04-11 00:00:00
INV0019333,P0019333,0,2024-05-26 00:00:00
INV0019335,P0019335,30,2024-04-06 00:00:00
INV0019337,P0019337,440,2024-04-06 00:00:00
INV0019340,P0019340,477,2024-04-10 00:00:00
INV0019341,P0019341,2639,2024-04-04 00:00:00
INV0019342,P0019342,2269,2024-05-24 00:00:00
INV0019344,P0019344,18,2024-04-02 00:00:00
INV0019346,P0019346,31,2024-04-03 00:00:00
INV0019347,P0019347,327,2024-04-06 00:00:00
INV0019349,P0019349,280,2024-04-03 00:00:00
INV0019355,P0019355,191,2024-04-08 00:00:00
INV0019359,P0019359,233,2024-04-02 00:00:00
INV0019366,P0019366,274,2024-04-03 00:00:00
INV0019371,P0019371,0,2024-05-19 00:00:00
INV0019372,P0019372,47,2024-04-05 00:00:00
INV0019373,P0019373,50,2024-04-08 00:00:00
INV0019375,P0019375,21,2024-04-08 00:00:00
INV0019376,P0019376,22,2024-04-07 00:00:00
INV0019379,P0019379,42,2024-04-09 00:00:00
INV0019381,P0019381,144,2024-04-01 00:00:00
INV0019386,P0019386,511,2024-04-03 00:00:00
INV0019390,P0019390,302,2024-04-07 00:00:00
INV0019392,P0019392,216,2024-04-10 00:00:00
INV0019396,P0019396,0,2024-05-26 00:00:00
INV0019399,P0019399,39,2024-04-03 00:00:00
INV0019400,P0019400,102,2024-05-13 00:37:55
INV0019405,P0019405,17,2024-05-21 00:00:00
INV0019410,P0019410,490,2024-04-08 00:00:00
INV0019413,P0019413,3620,2024-04-05 00:00:00
INV0019416,P0019416,4822,2024-04-04 00:00:00
INV0019417,P0019417,1200,2024-04-11 00:00:00
INV0019419,P0019419,22,2024-04-09 00:00:00
INV0019422,P0019422,3,2024-04-04 00:00:00
INV0019424,P0019424,6,2024-04-02 00:00:00
INV0019427,P0019427,44,2024-04-02 00:00:00
INV0019428,P0019428,144,2024-04-04 00:00:00
INV0019429,P0019429,47,2024-05-07 18:13:33
INV0019442,P0019442,46,2024-04-10 00:00:00
INV0019445,P0019445,4113,2024-04-01 00:00:00
INV0019446,P0019446,4199,2024-05-26 00:00:00
INV0019448,P0019448,488,2024-05-21 00:00:00
INV0019456,P0019456,47,2024-04-11 00:00:00
INV0019460,P0019460,22,2024-05-17 00:00:00
INV0019469,P0019469,4639,2024-05-23 00:00:00
INV0019471,P0019471,146,2024-04-03 00:00:00
INV0019473,P0019473,0,2024-05-22 00:00:00
INV0019476,P0019476,667,2024-04-04 00:00:00
INV0019481,P0019481,39,2024-04-05 00:00:00
INV0019497,P0019497,2965,2024-04-01 00:00:00
INV0019499,P0019499,281,2024-05-25 00:00:00
INV0019504,P0019504,322,2024-05-23 00:00:00
INV0019507,P0019507,2860,2024-04-06 00:00:00
INV0019515,P0019515,4004,2024-04-04 00:00:00
INV0019519,P0019519,78,2024-04-18 02:03:15
INV0019522,P0019522,0,2024-05-16 00:00:00
INV0019528,P0019528,126,2024-05-24 00:00:00
INV0019540,P0019540,38,2024-04-10 00:00:00
INV0019544,P0019544,228,2024-04-09 00:00:00
INV0019545,P0019545,1,2024-05-19 00:00:00
INV0019546,P0019546,1,2024-04-02 00:00:00
INV0019550,P0019550,0,2024-05-25 00:00:00
INV0019551,P0019551,245,2024-04-29 01:37:38
INV0019554,P0019554,4703,2024-04-01 00:00:00
INV0019565,P0019565,29,2024-05-02 05:47:38
INV0019566,P0019566,36,2024-04-10 00:00:00
INV0019568,P0019568,16,2024-04-11 00:00:00
INV0019570,P0019570,3457,2024-04-02 00:00:00
INV0019578,P0019578,42,2024-05-22 00:00:00
INV0019589,P0019589,37,2024-04-07 00:00:00
INV0019590,P0019590,0,2024-05-24 00:00:00
INV0019596,P0019596,304,2024-04-02 00:00:00
INV0019599,P0019599,67,2024-04-03 00:00:00
INV0019600,P0019600,26,2024-04-04 00:00:00
INV0019601,P0019601,398,2024-05-25 00:00:00
INV0019604,P0019604,3663,2024-04-02 00:00:00
INV0019605,P0019605,40,2024-04-08 00:00:00
INV0019608,P0019608,36,2024-04-06 00:00:00
INV0019616,P0019616,462,2024-04-06 00:00:00
INV0019620,P0019620,492,2024-05-15 20:50:18
INV0019622,P0019622,418,2024-04-06 00:00:00
INV0019626,P0019626,40,2024-05-21 00:00:00
INV0019627,P0019627,93,2024-05-15 12:01:46
INV0019630,P0019630,31,2024-04-05 00:00:00
INV0019637,P0019637,4000,2024-05-15 04:17:21
INV0019638,P0019638,43,2024-04-09 00:00:00
INV0019654,P0019654,436,2024-04-07 00:00:00
INV0019657,P0019657,32,2024-04-10 00:00:00
INV0019665,P0019665,35,2024-05-18 00:00:00
INV0019670,P0019670,28,2024-04-01 00:00:00
INV0019672,P0019672,128,2024-04-08 00:00:00
INV0019673,P0019673,366,2024-04-01 00:00:00
INV0019674,P0019674,0,2024-05-16 00:00:00
INV0019683,P0019683,34,2024-04-06 00:00:00
INV0019694,P0019694,40,2024-05-20 00:00:00
INV0019698,P0019698,5,2024-05-18 00:00:00
INV0019699,P0019699,23,2024-05-23 00:00:00
INV0019700,P0019700,5,2024-04-11 00:00:00
INV0019706,P0019706,60,2024-05-23 00:00:00
INV0019707,P0019707,0,2024-05-26 00:00:00
INV0019713,P0019713,272,2024-04-06 00:00:00
INV0019714,P0019714,0,2024-05-21 00:00:00
INV0019729,P0019729,14,2024-04-04 00:00:00
INV0019730,P0019730,6,2024-05-23 00:00:00
INV0019732,P0019732,184,2024-04-03 00:00:00
INV0019737,P0019737,3922,2024-05-20 00:00:00
INV0019739,P0019739,442,2024-04-03 00:00:00
INV0019740,P0019740,9,2024-04-11 00:00:00
INV0019742,P0019742,270,2024-04-24 03:11:55
INV0019754,P0019754,46,2024-04-07 00:00:00
INV0019755,P0019755,0,2024-05-24 00:00:00
INV0019762,P0019762,278,2024-04-03 00:00:00
INV0019763,P0019763,465,2024-05-21 00:00:00
INV0019767,P0019767,335,2024-05-25 00:00:00
INV0019769,P0019769,41,2024-04-01 00:00:00
INV0019773,P0019773,4279,2024-04-04 00:00:00
INV0019787,P0019787,0,2024-05-24 00:00:00
INV0019791,P0019791,247,2024-05-21 00:00:00
INV0019792,P0019792,404,2024-04-09 00:00:00
INV0019794,P0019794,1813,2024-04-10 00:00:00
INV0019801,P0019801,44,2024-04-03 00:00:00
INV0019806,P0019806,113,2024-05-06 18:50:48
INV0019808,P0019808,2436,2024-04-04 00:00:00
INV0019813,P0019813,345,2024-04-11 00:00:00
INV0019822,P0019822,478,2024-04-05 00:00:00
INV0019830,P0019830,1641,2024-04-01 00:00:00
INV0019863,P0019863,25,2024-04-11 00:00:00
INV0019865,P0019865,281,2024-04-04 00:00:00
INV0019867,P0019867,1957,2024-04-03 00:00:00
INV0019880,P0019880,357,2024-04-06 00:00:00
INV0019885,P0019885,209,2024-05-20 00:00:00
INV0019886,P0019886,2099,2024-04-04 00:00:00
INV0019890,P0019890,0,2024-05-17 00:00:00
INV0019895,P0019895,1688,2024-04-10 00:00:00
INV0019901,P0019901,27,2024-04-07 00:00:00
INV0019916,P0019916,19,2024-04-04 00:00:00
INV0019918,P0019918,316,2024-04-05 00:00:00
INV0019925,P0019925,17,2024-04-08 00:00:00
INV0019939,P0019939,1,2024-05-22 00:00:00
INV0019941,P0019941,48,2024-05-25 00:00:00
INV0019949,P0019949,31,2024-05-19 00:00:00
INV0019950,P0019950,48,2024-04-04 00:00:00
INV0019951,P0019951,36,2024-04-07 00:00:00
INV0019952,P0019952,64,2024-04-10 00:00:00
INV0019953,P0019953,48,2024-04-04 00:00:00
INV0019954,P0019954,3070,2024-05-24 00:00:00
INV0019955,P0019955,436,2024-05-16 00:00:00
INV0019956,P0019956,49,2024-04-03 00:00:00
INV0019957,P0019957,260,2024-04-06 00:00:00
INV0019958,P0019958,52,2024-04-30 19:33:50
INV0019959,P0019959,239,2024-04-07 00:00:00
INV0019960,P0019960,2135,2024-04-07 00:00:00
INV0019961,P0019961,111,2024-05-18 00:00:00
INV0019962,P0019962,188,2024-05-19 00:00:00
INV0019963,P0019963,2,2024-04-11 00:00:00
INV0019964,P0019964,200,2024-04-06 00:00:00
INV0019965,P0019965,355,2024-04-09 00:00:00
INV0019966,P0019966,0,2024-05-23 00:00:00
INV0019967,P0019967,3165,2024-04-05 00:00:00
INV0019968,P0019968,4179,2024-04-02 00:00:00
INV0019969,P0019969,37,2024-05-19 00:00:00
INV0019970,P0019970,44,2024-04-03 00:00:00
INV0019971,P0019971,117,2024-04-01 00:00:00
INV0019972,P0019972,930,2024-04-10 00:00:00
INV0019973,P0019973,1040,2024-04-10 00:00:00
INV0019975,P0019975,6,2024-05-19 00:00:00
INV0019976,P0019976,20,2024-04-08 00:00:00
INV0019977,P0019977,103,2024-04-08 00:00:00
INV0019978,P0019978,449,2024-04-11 00:00:00
INV0019979,P0019979,187,2024-04-07 00:00:00
INV0019980,P0019980,3144,2024-05-24 00:00:00
INV0019981,P0019981,34,2024-04-06 00:00:00
INV0019982,P0019982,22,2024-04-08 00:00:00
INV0019983,P0019983,106,2024-04-02 00:00:00
INV0019984,P0019984,14,2024-04-05 00:00:00
INV0019985,P0019985,43,2024-04-06 00:00:00
INV0019986,P0019986,2373,2024-04-08 00:00:00
INV0019987,P0019987,74,2024-04-03 00:00:00
INV0019988,P0019988,40,2024-05-17 00:00:00
INV0019989,P0019989,3854,2024-04-06 00:00:00
INV0019990,P0019990,17,2024-04-03 00:00:00
INV0019991,P0019991,409,2024-05-04 19:40:14
INV0019992,P0019992,4978,2024-04-10 00:00:00
INV0019993,P0019993,396,2024-04-02 00:00:00
INV0019994,P0019994,52,2024-05-16 00:00:00
INV0019995,P0019995,2240,2024-04-10 00:00:00
INV0019996,P0019996,3345,2024-04-03 00:00:00
INV0019997,P0019997,37,2024-04-10 00:00:00
INV0019998,P0019998,50,2024-04-09 00:00:00
INV0019999,P0019999,408,2024-04-08 00:00:00
INV0020000,P0020000,470,2024-04-06 00:00:00
INV0020001,P0020001,362,2024-04-09 00:00:00
INV0020002,P0020002,385,2024-04-07 00:00:00
INV0020003,P0020003,12,2024-04-10 00:00:00
INV0020004,P0020004,3704,2024-05-16 00:00:00
INV0020005,P0020005,3412,2024-04-03 00:00:00
INV0020006,P0020006,235,2024-04-07 00:00:00
INV0020007,P0020007,320,2024-04-18 20:48:07
INV0020008,P0020008,40,2024-04-11 00:00:00
INV0020009,P0020009,442,2024-04-10 00:00:00
INV0020010,P0020010,32,2024-04-01 00:00:00
INV0020011,P0020011,424,2024-04-07 00:00:00
INV0020013,P0020013,46,2024-04-04 00:00:00
INV0020014,P0020014,235,2024-04-02 00:00:00
INV0020015,P0020015,48,2024-05-26 00:00:00
INV0020016,P0020016,32,2024-04-09 00:00:00
INV0020017,P0020017,3,2024-04-09 00:00:00
INV0020018,P0020018,24,2024-04-11 00:00:00
INV0020019,P0020019,4963,2024-04-03 00:00:00
INV0020020,P0020020,16,2024-05-19 00:00:00
INV0020021,P0020021,11,2024-04-09 00:00:00
INV0020022,P0020022,260,2024-04-02 00:00:00
INV0020023,P0020023,13,2024-04-01 00:00:00
INV0020024,P0020024,60,2024-04-02 00:00:00
INV0020025,P0020025,374,2024-04-01 00:00:00
INV0020026,P0020026,58,2024-05-23 00:00:00
INV0020027,P0020027,21,2024-04-09 00:00:00
INV0020028,P0020028,15,2024-05-20 00:00:00
INV0020029,P0020029,383,2024-04-06 00:00:00
INV0020030,P0020030,319,2024-04-04 00:00:00
INV0020031,P0020031,46,2024-04-05 00:00:00
INV0020032,P0020032,23,2024-04-09 00:00:00
INV0020033,P0020033,104,2024-05-21 00:00:00
INV0020034,P0020034,50,2024-04-07 00:00:00
INV0020036,P0020036,0,2024-05-18 00:00:00
INV0020037,P0020037,45,2024-04-03 00:00:00
INV0020038,P0020038,0,2024-05-25 00:00:00
INV0020039,P0020039,138,2024-04-01 00:00:00
INV0020040,P0020040,42,2024-05-11 07:17:18
INV0020041,P0020041,50,2024-04-03 00:00:00
INV0020042,P0020042,3392,2024-05-16 00:00:00
INV0020043,P0020043,313,2024-04-04 00:00:00
INV0020044,P0020044,16,2024-04-07 00:00:00
INV0020045,P0020045,0,2024-05-21 00:00:00
INV0020046,P0020046,217,2024-05-21 00:00:00
INV0020048,P0020048,388,2024-04-01 00:00:00
INV0020050,P0020050,141,2024-05-22 00:00:00
INV0020052,P0020052,13,2024-04-02 00:00:00
