audit_id,admin_id,store_id,action_type,reason,action_time
AU0001879,A04726,ST06586,approve,,2024-02-28 19:19:46
AU0001880,A03184,ST03281,approve,,2024-02-08 03:01:21
AU0001881,A05324,ST01029,approve,,2024-02-08 19:07:54
AU0001882,A01745,ST00378,approve,,2024-02-06 00:59:33
AU0001883,A00148,ST04716,approve,,2024-02-16 05:38:41
AU0001884,A02254,ST04696,approve,,2024-02-23 08:23:52
AU0001885,A03922,ST00192,approve,,2024-02-23 07:01:56
AU0001886,A03476,ST00725,approve,,2024-02-25 15:01:49
AU0001887,A00538,ST03116,approve,,2024-02-08 23:33:45
AU0001888,A04297,ST05143,approve,,2024-02-07 08:21:29
AU0001889,A03424,ST08035,approve,,2024-02-26 06:51:40
AU0001890,A05278,ST01024,approve,,2024-02-04 19:18:26
AU0001891,A00746,ST08021,approve,,2024-02-19 16:38:08
AU0001892,A02905,ST07133,approve,,2024-02-06 16:03:30
AU0001893,A01965,ST02804,approve,,2024-02-09 05:24:13
AU0001894,A00847,ST04728,approve,,2024-02-16 17:24:39
AU0001895,A02393,ST07062,approve,,2024-02-14 16:14:13
AU0001896,A04316,ST08016,approve,,2024-02-17 09:38:02
AU0001897,A00039,ST05933,approve,,2024-02-15 17:32:46
AU0001898,A04327,ST00468,approve,,2024-02-24 08:15:36
AU0001899,A01275,ST06626,approve,,2024-02-03 05:53:11
AU0001900,A02873,ST03182,approve,,2024-02-14 17:49:36
AU0001901,A00908,ST01038,approve,,2024-02-04 14:58:22
AU0001902,A04884,ST02397,approve,,2024-02-16 13:16:09
AU0001903,A04169,ST07510,approve,,2024-02-18 01:15:16
AU0001904,A03529,ST08175,approve,,2024-02-07 05:00:40
AU0001905,A05092,ST03790,approve,,2024-02-19 16:22:17
AU0001906,A03482,ST00887,approve,,2024-02-01 09:19:45
AU0001907,A01068,ST06295,approve,,2024-02-01 02:17:37
AU0001908,A01338,ST07018,approve,,2024-02-14 12:03:21
AU0001909,A00036,ST04307,approve,,2024-02-27 05:06:25
AU0001910,A03390,ST05753,approve,,2024-02-07 01:33:25
AU0001911,A04209,ST08246,approve,,2024-02-26 18:07:35
AU0001912,A02104,ST04679,approve,,2024-02-22 03:17:57
AU0001913,A01340,ST07858,approve,,2024-02-17 08:18:29
AU0001914,A03009,ST08454,approve,,2024-02-03 07:54:49
AU0001915,A00243,ST07971,approve,,2024-02-16 13:50:39
AU0001916,A02961,ST01206,approve,,2024-02-10 22:39:03
AU0001917,A04765,ST05243,approve,,2024-02-09 12:28:46
AU0001918,A04823,ST02424,approve,,2024-02-09 07:42:43
AU0001919,A05077,ST03538,approve,,2024-02-01 22:07:25
AU0001920,A01125,ST01207,approve,,2024-02-16 15:43:04
AU0001921,A00779,ST06016,approve,,2024-02-23 05:00:27
AU0001922,A05274,ST04693,approve,,2024-02-19 22:14:13
AU0001923,A04719,ST01325,approve,,2024-02-23 16:55:51
AU0001924,A02653,ST02389,approve,,2024-02-26 03:49:32
AU0001925,A00880,ST00045,approve,,2024-02-04 08:00:13
AU0001926,A02489,ST00718,approve,,2024-02-25 02:52:52
AU0001927,A05389,ST07966,approve,,2024-02-10 20:09:07
AU0001928,A03903,ST06141,approve,,2024-02-01 05:39:54
AU0001929,A03343,ST07120,approve,,2024-02-12 20:08:18
AU0001930,A02140,ST01322,approve,,2024-02-12 17:23:00
AU0001931,A04622,ST05680,approve,,2024-02-03 11:21:03
AU0001932,A00691,ST03536,approve,,2024-02-08 02:07:33
AU0001933,A01417,ST08182,approve,,2024-02-23 11:52:39
AU0001934,A00021,ST02605,approve,,2024-02-07 07:56:06
AU0001935,A02917,ST00419,approve,,2024-02-05 02:36:26
AU0001936,A03671,ST08042,approve,,2024-02-28 19:09:24
AU0001937,A02062,ST01669,approve,,2024-02-14 18:05:45
AU0001938,A04868,ST05463,approve,,2024-02-08 09:19:04
AU0001939,A02634,ST04485,approve,,2024-02-04 17:16:58
AU0001940,A05160,ST03384,approve,,2024-02-07 18:25:30
AU0001941,A00189,ST05396,approve,,2024-02-11 05:17:25
AU0001942,A00880,ST01126,approve,,2024-02-17 22:18:41
AU0001943,A02304,ST04919,approve,,2024-02-20 17:20:16
AU0001944,A00395,ST02198,approve,,2024-02-09 01:30:46
AU0001945,A01248,ST01109,approve,,2024-02-17 18:37:49
AU0001946,A00169,ST01684,approve,,2024-02-18 02:51:55
AU0001947,A00723,ST03096,approve,,2024-02-07 19:45:22
AU0001948,A04040,ST06458,approve,,2024-02-21 15:36:22
AU0001949,A04611,ST06328,approve,,2024-02-02 07:08:49
AU0001950,A02979,ST05769,approve,,2024-02-14 10:01:16
AU0001951,A02159,ST00268,approve,,2024-02-03 14:13:24
AU0001952,A04849,ST00013,approve,,2024-02-22 21:37:46
AU0001953,A00659,ST07490,approve,,2024-02-07 01:45:23
AU0001954,A00076,ST04513,approve,,2024-02-20 17:41:58
AU0001955,A04169,ST05412,approve,,2024-02-05 10:57:13
AU0001956,A04340,ST01632,approve,,2024-02-05 10:13:52
AU0001957,A02764,ST06320,approve,,2024-02-10 21:22:42
AU0001958,A01785,ST02067,approve,,2024-02-19 16:56:26
AU0001959,A04804,ST02580,approve,,2024-02-17 14:09:14
AU0001960,A04727,ST05182,approve,,2024-02-03 10:38:17
AU0001961,A03647,ST03471,approve,,2024-02-23 20:34:35
AU0001962,A01004,ST01159,approve,,2024-02-06 00:44:00
AU0001963,A03388,ST04088,approve,,2024-02-22 10:59:23
AU0001964,A02312,ST00608,approve,,2024-02-02 15:53:17
AU0001965,A03543,ST00064,approve,,2024-02-03 02:24:47
AU0001966,A05489,ST06618,approve,,2024-02-02 11:38:04
AU0001967,A02582,ST00809,approve,,2024-02-08 12:53:35
AU0001968,A03522,ST04194,approve,,2024-02-20 18:41:50
AU0001969,A04290,ST00859,approve,,2024-02-07 05:32:34
AU0001970,A01322,ST03644,approve,,2024-02-19 03:50:45
AU0001971,A03607,ST08116,approve,,2024-02-18 04:28:10
AU0001972,A03018,ST00458,approve,,2024-02-19 02:18:42
AU0001973,A00449,ST00529,approve,,2024-02-10 09:05:15
AU0001974,A02407,ST01476,approve,,2024-02-22 17:49:54
AU0001975,A00590,ST05570,approve,,2024-02-20 17:16:21
AU0001976,A02586,ST01257,approve,,2024-02-22 02:51:55
AU0001977,A00445,ST06905,approve,,2024-02-12 06:17:44
AU0001978,A00338,ST03624,approve,,2024-02-13 08:19:02
AU0001979,A01216,ST03731,approve,,2024-02-11 13:17:59
AU0001980,A00421,ST07101,approve,,2024-02-27 16:05:36
AU0001981,A01085,ST00460,approve,,2024-02-06 12:26:54
AU0001982,A00115,ST01874,approve,,2024-02-13 22:30:38
AU0001983,A04724,ST04818,approve,,2024-02-23 02:17:08
AU0001984,A02851,ST00532,approve,,2024-02-20 22:15:09
AU0001985,A03759,ST01860,approve,,2024-02-08 19:23:41
AU0001986,A04011,ST02754,approve,,2024-02-02 02:12:40
AU0001987,A00076,ST04163,approve,,2024-02-28 17:36:49
AU0001988,A00876,ST07297,approve,,2024-02-19 11:19:14
AU0001989,A01449,ST07648,approve,,2024-02-20 06:07:21
AU0001990,A01188,ST03689,approve,,2024-02-23 20:20:43
AU0001991,A04596,ST06104,approve,,2024-02-27 19:25:58
AU0001992,A00439,ST00101,approve,,2024-02-13 13:11:47
AU0001993,A03399,ST02344,approve,,2024-02-13 23:23:58
AU0001994,A03968,ST08232,approve,,2024-02-05 10:52:50
AU0001995,A04170,ST03983,approve,,2024-02-21 11:27:24
AU0001996,A02443,ST04020,approve,,2024-02-16 08:09:32
AU0001997,A03648,ST01574,approve,,2024-02-21 04:07:25
AU0001998,A00212,ST05724,approve,,2024-02-26 19:49:07
AU0001999,A04984,ST07398,approve,,2024-02-03 23:48:05
AU0002000,A00611,ST01344,approve,,2024-02-11 22:19:35
AU0002001,A02452,ST07096,approve,,2024-02-09 23:27:10
AU0002002,A01483,ST03940,approve,,2024-02-06 11:10:17
AU0002003,A00663,ST03018,approve,,2024-02-19 19:38:28
AU0002004,A05268,ST06372,approve,,2024-02-05 23:44:01
AU0002005,A00808,ST02585,approve,,2024-02-26 18:25:11
AU0002006,A02628,ST04874,approve,,2024-02-18 23:18:28
AU0002007,A00877,ST06733,approve,,2024-02-24 20:29:15
AU0002008,A05056,ST05876,approve,,2024-02-13 21:43:36
AU0002009,A00687,ST02303,approve,,2024-02-10 19:23:25
AU0002010,A00116,ST00292,approve,,2024-02-09 22:12:38
AU0002011,A05289,ST07258,approve,,2024-02-07 03:19:15
AU0002012,A02777,ST07229,approve,,2024-02-10 19:40:48
AU0002013,A04790,ST00237,approve,,2024-02-05 22:14:10
AU0002014,A03009,ST08392,approve,,2024-02-28 16:30:05
AU0002015,A02501,ST05778,approve,,2024-02-11 12:06:50
AU0002016,A01498,ST05221,approve,,2024-02-18 13:33:21
AU0002017,A03549,ST00686,approve,,2024-02-02 03:38:55
AU0002018,A03669,ST06391,approve,,2024-02-20 07:34:19
AU0002019,A02552,ST03463,approve,,2024-02-07 17:26:55
AU0002020,A02086,ST01498,approve,,2024-02-03 10:57:34
AU0002021,A04110,ST04796,approve,,2024-02-25 11:13:27
AU0002022,A04941,ST02907,approve,,2024-02-01 15:46:26
AU0002023,A00263,ST04359,approve,,2024-02-07 14:44:04
AU0002024,A01354,ST05087,approve,,2024-02-12 03:51:07
AU0002025,A04892,ST07105,approve,,2024-02-10 06:17:08
AU0002026,A05123,ST03487,approve,,2024-02-28 19:26:45
AU0002027,A00325,ST01524,approve,,2024-02-10 11:38:26
AU0002028,A05087,ST04301,approve,,2024-02-01 15:19:40
AU0002029,A00528,ST02821,approve,,2024-02-07 10:54:47
AU0002030,A03653,ST06170,approve,,2024-02-08 05:50:26
AU0002031,A00893,ST06506,approve,,2024-02-11 13:54:02
AU0002032,A01525,ST01002,approve,,2024-02-22 21:32:17
AU0002033,A03680,ST06031,approve,,2024-02-14 12:46:39
AU0002034,A00985,ST07340,approve,,2024-02-05 17:55:12
AU0002035,A00452,ST05382,approve,,2024-02-15 17:37:44
AU0002036,A03985,ST03764,approve,,2024-02-12 10:51:18
AU0002037,A05275,ST00961,approve,,2024-02-01 04:22:18
AU0002038,A00702,ST03591,approve,,2024-02-21 18:27:54
AU0002039,A01625,ST06725,approve,,2024-02-15 09:35:32
AU0002040,A00078,ST04057,approve,,2024-02-12 15:30:32
AU0002041,A03405,ST06602,approve,,2024-02-15 16:20:03
AU0002042,A03841,ST00720,approve,,2024-02-09 19:21:40
AU0002043,A05108,ST02847,approve,,2024-02-05 08:22:59
AU0002044,A03935,ST05816,approve,,2024-02-23 22:05:56
AU0002045,A02936,ST05208,approve,,2024-02-07 01:12:10
AU0002046,A04276,ST03072,approve,,2024-02-07 21:20:14
AU0002047,A05395,ST05629,approve,,2024-02-22 09:43:43
AU0002048,A03780,ST05383,approve,,2024-02-08 01:08:56
AU0002049,A05290,ST02678,approve,,2024-02-22 02:29:38
AU0002050,A02621,ST07740,approve,,2024-02-18 16:38:07
AU0002051,A03005,ST06438,approve,,2024-02-16 08:03:41
AU0002052,A01428,ST05171,approve,,2024-02-05 09:20:40
AU0002053,A04781,ST05858,approve,,2024-02-12 07:42:40
AU0002054,A03868,ST05227,approve,,2024-02-22 04:07:48
AU0002055,A02818,ST07404,approve,,2024-02-11 15:38:47
AU0002056,A04340,ST04272,approve,,2024-02-09 08:25:18
AU0002057,A04768,ST01833,approve,,2024-02-26 12:14:20
AU0002058,A02082,ST01556,approve,,2024-02-03 23:05:45
AU0002059,A04728,ST05978,approve,,2024-02-16 10:56:03
AU0002060,A01048,ST07873,approve,,2024-02-18 01:25:10
AU0002061,A05049,ST08301,approve,,2024-02-12 09:38:46
AU0002062,A01974,ST07996,approve,,2024-02-03 12:14:51
AU0002063,A00872,ST01161,approve,,2024-02-28 17:15:12
AU0002064,A02968,ST00406,approve,,2024-02-05 01:02:37
AU0002065,A03093,ST02268,approve,,2024-02-01 20:21:29
AU0002066,A04638,ST02533,approve,,2024-02-25 17:43:50
AU0002067,A03577,ST07493,approve,,2024-02-16 08:07:57
AU0002068,A03439,ST01398,approve,,2024-02-08 23:08:11
AU0002069,A02608,ST07102,approve,,2024-02-15 10:34:15
AU0002070,A00666,ST01707,approve,,2024-02-10 05:29:41
AU0002071,A00803,ST03793,approve,,2024-02-18 14:42:06
AU0002072,A04639,ST01636,approve,,2024-02-15 06:53:08
AU0002073,A04103,ST07125,approve,,2024-02-12 10:15:11
AU0002074,A00337,ST07598,approve,,2024-02-14 23:12:21
AU0002075,A00591,ST05268,approve,,2024-02-11 11:02:51
AU0002076,A02504,ST05409,approve,,2024-02-11 22:06:37
AU0002077,A00238,ST03473,approve,,2024-02-12 09:32:06
AU0002078,A04339,ST07395,approve,,2024-02-20 09:03:40
AU0002079,A00214,ST06327,approve,,2024-02-04 15:06:28
AU0002080,A03322,ST05981,approve,,2024-02-02 19:47:07
AU0002081,A05393,ST01027,approve,,2024-02-14 02:42:06
AU0002082,A01117,ST03446,approve,,2024-02-21 16:16:55
AU0002083,A01383,ST05846,approve,,2024-02-28 11:00:40
AU0002084,A03775,ST00602,approve,,2024-02-18 14:03:18
AU0002085,A01575,ST07830,approve,,2024-02-04 08:56:23
AU0002086,A01962,ST00076,approve,,2024-02-24 11:30:17
AU0002087,A00327,ST08389,approve,,2024-02-28 23:41:53
AU0002088,A02553,ST06603,approve,,2024-02-18 08:59:01
AU0002089,A03135,ST07248,approve,,2024-02-22 22:11:23
AU0002090,A01126,ST07920,approve,,2024-02-28 14:05:02
AU0002091,A00191,ST04408,approve,,2024-02-15 04:57:59
AU0002092,A03148,ST07923,approve,,2024-02-02 08:31:51
AU0002093,A04314,ST01774,approve,,2024-02-19 12:20:14
AU0002094,A01543,ST00420,approve,,2024-02-22 09:58:33
AU0002095,A00208,ST03324,approve,,2024-02-01 01:57:36
AU0002096,A02431,ST04383,approve,,2024-02-03 22:33:35
AU0002097,A00018,ST05186,approve,,2024-02-22 07:38:02
AU0002098,A01188,ST01560,approve,,2024-02-10 22:29:40
AU0002099,A02882,ST07291,approve,,2024-02-16 06:00:41
AU0002100,A04336,ST04911,approve,,2024-02-28 07:33:44
AU0002101,A01427,ST00024,approve,,2024-02-12 03:07:42
AU0002102,A00835,ST04348,approve,,2024-02-09 15:00:24
AU0002103,A03844,ST07182,approve,,2024-02-05 20:38:02
AU0002104,A00496,ST05882,approve,,2024-02-12 11:33:33
AU0002105,A00467,ST05586,approve,,2024-02-01 14:44:17
AU0002106,A03305,ST06720,approve,,2024-02-01 06:04:41
AU0002107,A02914,ST06841,approve,,2024-02-23 08:32:02
AU0002108,A01504,ST07089,approve,,2024-02-14 05:44:42
AU0002109,A01968,ST04800,approve,,2024-02-19 06:55:28
AU0002110,A03689,ST02058,approve,,2024-02-23 05:09:42
AU0002111,A04735,ST08171,approve,,2024-02-18 13:13:14
AU0002112,A02431,ST05572,approve,,2024-02-28 01:01:51
AU0002113,A02287,ST04794,approve,,2024-02-24 08:42:56
AU0002114,A00794,ST04695,approve,,2024-02-20 16:06:48
AU0002115,A04012,ST01190,approve,,2024-02-18 12:55:51
AU0002116,A04486,ST06415,approve,,2024-02-19 23:42:15
AU0002117,A00392,ST08137,approve,,2024-02-24 01:46:58
AU0002118,A02413,ST07870,approve,,2024-02-12 03:43:47
AU0002119,A02074,ST00898,approve,,2024-02-10 22:26:25
AU0002120,A03278,ST03751,approve,,2024-02-21 09:03:16
AU0002121,A05403,ST03206,approve,,2024-02-18 18:32:15
AU0002122,A04687,ST00845,approve,,2024-02-17 05:28:27
AU0002123,A00374,ST06106,approve,,2024-02-13 00:30:54
AU0002124,A00358,ST00471,approve,,2024-02-20 23:10:39
AU0002125,A01941,ST06753,approve,,2024-02-14 13:14:23
AU0002126,A02473,ST04372,approve,,2024-02-11 05:23:05
AU0002127,A02551,ST05262,approve,,2024-02-28 08:41:07
AU0002128,A02805,ST06167,approve,,2024-02-11 12:23:17
AU0002129,A02062,ST02662,approve,,2024-02-22 03:51:27
AU0002130,A04034,ST01218,approve,,2024-02-26 22:35:07
AU0002131,A01983,ST03857,approve,,2024-02-24 01:43:32
AU0002132,A04256,ST04993,approve,,2024-02-07 00:28:17
AU0002133,A03594,ST06553,approve,,2024-02-12 05:05:39
AU0002134,A04386,ST04370,approve,,2024-02-09 07:30:26
AU0002135,A04503,ST03515,approve,,2024-02-10 19:48:05
AU0002136,A01023,ST05076,approve,,2024-02-07 12:47:38
AU0002137,A02358,ST01597,approve,,2024-02-03 04:25:38
AU0002138,A02334,ST04341,approve,,2024-02-15 17:03:33
AU0002139,A03961,ST01595,approve,,2024-02-02 10:30:32
AU0002140,A02220,ST08341,approve,,2024-02-24 10:42:13
AU0002141,A00739,ST01655,approve,,2024-02-16 03:54:30
AU0002142,A01187,ST05077,approve,,2024-02-09 04:24:32
AU0002143,A00045,ST07871,approve,,2024-02-09 20:49:55
AU0002144,A01312,ST01327,approve,,2024-02-02 11:14:18
AU0002145,A01561,ST03779,approve,,2024-02-13 03:21:20
AU0002146,A03430,ST05941,approve,,2024-02-11 02:50:02
AU0002147,A02274,ST01741,approve,,2024-02-25 18:21:13
AU0002148,A00526,ST06982,approve,,2024-02-11 13:01:10
AU0002149,A01045,ST00448,approve,,2024-02-09 04:04:01
AU0002150,A05029,ST04606,approve,,2024-02-13 15:03:27
AU0002151,A03321,ST02189,approve,,2024-02-03 09:41:51
AU0002152,A01358,ST04598,approve,,2024-02-16 05:41:24
AU0002153,A04611,ST00838,approve,,2024-02-28 06:26:56
AU0002154,A01965,ST05500,approve,,2024-02-10 01:02:09
AU0002155,A03741,ST05633,approve,,2024-02-08 08:42:01
AU0002156,A00599,ST05061,approve,,2024-02-04 18:39:21
AU0002157,A01825,ST08038,approve,,2024-02-17 11:24:06
AU0002158,A02380,ST01877,approve,,2024-02-19 21:18:43
AU0002159,A02834,ST01347,approve,,2024-02-08 21:25:51
AU0002160,A01968,ST03618,approve,,2024-02-19 11:50:46
AU0002161,A01656,ST01369,approve,,2024-02-14 22:36:38
AU0002162,A01059,ST08197,approve,,2024-02-12 06:59:16
AU0002163,A01096,ST01548,approve,,2024-02-08 23:05:36
AU0002164,A04661,ST06221,approve,,2024-02-08 23:48:23
AU0002165,A03782,ST08292,approve,,2024-02-16 08:14:51
AU0002166,A02751,ST07306,approve,,2024-02-24 13:15:29
AU0002167,A00856,ST06362,approve,,2024-02-02 18:26:41
AU0002168,A00924,ST00469,approve,,2024-02-06 10:19:48
AU0002169,A05356,ST07700,approve,,2024-02-10 08:44:40
AU0002170,A05395,ST02992,approve,,2024-02-23 13:31:11
AU0002171,A01183,ST02039,approve,,2024-02-25 19:41:41
AU0002172,A05445,ST07246,approve,,2024-02-13 10:57:57
AU0002173,A01272,ST07080,approve,,2024-02-19 00:17:20
AU0002174,A04451,ST08161,approve,,2024-02-17 23:51:00
AU0002175,A04759,ST02139,approve,,2024-02-07 16:38:32
AU0002176,A01643,ST07192,approve,,2024-02-01 14:03:39
AU0002177,A05215,ST02974,approve,,2024-02-07 00:29:50
AU0002178,A03731,ST05419,approve,,2024-02-20 07:56:42
AU0002179,A01458,ST00813,approve,,2024-02-18 07:55:12
AU0002180,A05419,ST03133,approve,,2024-02-02 16:04:32
AU0002181,A02438,ST02126,approve,,2024-02-13 05:44:17
AU0002182,A04872,ST07600,approve,,2024-02-19 08:09:28
AU0002183,A03124,ST05337,approve,,2024-02-15 19:56:01
AU0002184,A00439,ST04925,approve,,2024-02-24 18:46:39
AU0002185,A04287,ST01628,approve,,2024-02-09 12:54:26
AU0002186,A03660,ST01467,approve,,2024-02-18 01:38:11
AU0002187,A05009,ST03504,approve,,2024-02-01 20:16:24
AU0002188,A01253,ST05122,approve,,2024-02-25 03:34:38
AU0002189,A04543,ST05881,approve,,2024-02-03 05:27:31
AU0002190,A01238,ST05179,approve,,2024-02-04 09:20:58
AU0002191,A04335,ST06324,approve,,2024-02-01 09:49:44
AU0002192,A01585,ST01081,approve,,2024-02-10 16:48:56
AU0002193,A04499,ST00395,approve,,2024-02-22 02:26:46
AU0002194,A03032,ST02144,approve,,2024-02-24 06:01:27
AU0002195,A01146,ST07118,approve,,2024-02-23 12:17:31
AU0002196,A00173,ST04924,approve,,2024-02-02 02:03:16
AU0002197,A02908,ST04034,approve,,2024-02-20 05:28:06
AU0002198,A04245,ST07437,approve,,2024-02-27 08:50:19
AU0002199,A02466,ST07866,approve,,2024-02-06 21:03:10
AU0002200,A00081,ST03632,approve,,2024-02-27 23:19:13
AU0002201,A04969,ST06443,approve,,2024-02-22 23:14:05
AU0002202,A03537,ST02158,approve,,2024-02-03 11:19:14
AU0002203,A03049,ST05128,approve,,2024-02-24 20:39:09
AU0002204,A00628,ST02156,approve,,2024-02-21 15:42:33
AU0002205,A05245,ST00786,approve,,2024-02-13 23:29:44
AU0002206,A02805,ST02335,approve,,2024-02-09 14:30:23
AU0002207,A04767,ST04731,approve,,2024-02-01 15:58:15
AU0002208,A03391,ST02153,approve,,2024-02-27 21:00:21
AU0002209,A02967,ST07442,approve,,2024-02-16 07:44:13
AU0002210,A00308,ST05612,approve,,2024-02-03 17:46:11
AU0002211,A01524,ST01314,approve,,2024-02-03 09:58:49
AU0002212,A03321,ST07290,approve,,2024-02-20 14:03:47
AU0002213,A04591,ST00279,approve,,2024-02-10 21:27:13
AU0002214,A02489,ST08415,approve,,2024-02-22 18:51:09
AU0002215,A02966,ST02752,approve,,2024-02-12 10:30:03
AU0002216,A02698,ST02244,approve,,2024-02-10 14:33:43
AU0002217,A03341,ST02751,approve,,2024-02-13 05:54:17
AU0002218,A03520,ST08492,approve,,2024-02-15 23:33:22
AU0002219,A00693,ST03224,approve,,2024-02-13 02:38:23
AU0002220,A01424,ST00652,approve,,2024-02-26 03:26:45
AU0002221,A01755,ST00365,approve,,2024-02-26 07:50:03
AU0002222,A03105,ST00374,approve,,2024-02-05 17:57:08
AU0002223,A04082,ST06793,approve,,2024-02-08 20:11:43
AU0002224,A02944,ST00899,approve,,2024-02-05 08:45:19
AU0002225,A05321,ST05137,approve,,2024-02-21 19:17:21
AU0002226,A05232,ST06471,approve,,2024-02-27 00:56:22
AU0002227,A03142,ST02332,approve,,2024-02-23 13:26:52
AU0002228,A02096,ST02414,approve,,2024-02-01 14:51:34
AU0002229,A00700,ST03763,approve,,2024-02-23 01:28:35
AU0002230,A00559,ST07130,approve,,2024-02-05 00:37:21
AU0002231,A02999,ST04669,approve,,2024-02-08 14:01:37
AU0002232,A01663,ST01389,approve,,2024-02-06 01:56:46
AU0002233,A04357,ST08283,approve,,2024-02-25 23:51:19
AU0002234,A01269,ST05157,approve,,2024-02-09 00:13:25
AU0002235,A04672,ST05425,approve,,2024-02-04 16:58:20
AU0002236,A02720,ST05530,approve,,2024-02-13 04:56:55
AU0002237,A00747,ST07629,approve,,2024-02-23 10:54:06
AU0002238,A04445,ST08373,approve,,2024-02-07 17:58:27
AU0002239,A05025,ST06236,approve,,2024-02-02 03:20:59
AU0002240,A01484,ST01969,approve,,2024-02-28 04:33:11
AU0002241,A02830,ST07698,approve,,2024-02-12 13:51:34
AU0002242,A05322,ST07671,approve,,2024-02-23 19:39:16
AU0002243,A00446,ST01525,approve,,2024-02-10 19:20:44
AU0002244,A05075,ST00780,approve,,2024-02-20 15:21:49
AU0002245,A04519,ST05767,approve,,2024-02-28 02:00:22
AU0002246,A02560,ST08340,approve,,2024-02-20 13:05:40
AU0002247,A03881,ST02170,approve,,2024-02-15 07:05:38
AU0002248,A05351,ST06358,approve,,2024-02-23 08:47:39
AU0002249,A02990,ST07094,approve,,2024-02-18 14:57:03
AU0002250,A00380,ST03804,approve,,2024-02-20 22:17:24
AU0002251,A03837,ST03566,approve,,2024-02-04 23:31:43
AU0002252,A02820,ST05808,approve,,2024-02-18 11:00:52
AU0002253,A04102,ST07095,approve,,2024-02-26 19:34:21
AU0002254,A04528,ST03452,approve,,2024-02-04 20:30:44
AU0002255,A02012,ST07969,approve,,2024-02-17 07:14:16
AU0002256,A00149,ST01738,approve,,2024-02-25 08:11:42
AU0002257,A02947,ST03833,approve,,2024-02-26 09:40:20
AU0002258,A02982,ST01160,approve,,2024-02-23 01:39:07
AU0002259,A03485,ST01245,approve,,2024-02-06 17:05:56
AU0002260,A00189,ST01196,approve,,2024-02-08 19:22:48
AU0002261,A04098,ST05181,approve,,2024-02-17 17:10:41
AU0002262,A04452,ST07843,approve,,2024-02-25 07:31:54
AU0002263,A04688,ST02399,approve,,2024-02-16 13:03:13
AU0002264,A01902,ST06952,approve,,2024-02-22 15:44:15
AU0002265,A00281,ST05293,approve,,2024-02-15 18:16:21
AU0002266,A02256,ST01172,approve,,2024-02-10 18:54:52
AU0002267,A02919,ST05787,approve,,2024-02-14 19:40:23
AU0002268,A03346,ST02694,approve,,2024-02-13 21:18:37
AU0002269,A01857,ST06868,approve,,2024-02-06 04:02:45
AU0002270,A02758,ST06517,approve,,2024-02-27 06:48:23
AU0002271,A01007,ST04403,approve,,2024-02-06 03:17:19
AU0002272,A00598,ST01180,approve,,2024-02-02 21:31:57
AU0002273,A02160,ST05273,approve,,2024-02-19 12:31:45
AU0002274,A04054,ST02516,approve,,2024-02-20 03:04:03
AU0002275,A03238,ST02002,approve,,2024-02-25 14:41:56
AU0002276,A02548,ST05972,approve,,2024-02-07 01:55:02
AU0002277,A02869,ST02658,approve,,2024-02-14 23:28:41
AU0002278,A04578,ST04610,approve,,2024-02-18 04:02:57
AU0002279,A05330,ST05581,approve,,2024-02-03 20:03:45
AU0002280,A02454,ST05811,approve,,2024-02-04 16:47:35
AU0002281,A04086,ST00631,approve,,2024-02-20 01:10:55
AU0002282,A02975,ST06341,approve,,2024-02-11 03:25:09
AU0002283,A01057,ST05230,approve,,2024-02-04 06:52:58
AU0002284,A02673,ST01217,approve,,2024-02-24 19:04:28
AU0002285,A03066,ST07953,approve,,2024-02-02 14:10:02
AU0002286,A04388,ST03049,approve,,2024-02-02 21:28:37
AU0002287,A00223,ST07887,approve,,2024-02-01 11:52:59
AU0002288,A04214,ST08204,approve,,2024-02-03 03:00:40
AU0002289,A01282,ST03988,approve,,2024-02-01 06:36:55
AU0002290,A03740,ST04670,approve,,2024-02-11 03:23:40
AU0002291,A00105,ST08219,approve,,2024-02-11 21:36:40
AU0002292,A02943,ST01809,approve,,2024-02-12 00:28:45
AU0002293,A00413,ST01806,approve,,2024-02-27 16:13:43
AU0002294,A00873,ST06840,approve,,2024-02-27 00:07:42
AU0002295,A05470,ST01376,approve,,2024-02-04 22:58:39
AU0002296,A02789,ST01569,approve,,2024-02-15 12:12:08
AU0002297,A02803,ST02916,approve,,2024-02-12 13:59:36
AU0002298,A00014,ST01496,approve,,2024-02-23 23:38:01
AU0002299,A03507,ST04795,approve,,2024-02-13 06:23:45
AU0002300,A02887,ST02612,approve,,2024-02-21 03:11:48
AU0002301,A02398,ST00444,approve,,2024-02-05 00:54:30
AU0002302,A01041,ST02794,approve,,2024-02-08 04:59:05
AU0002303,A03653,ST04182,approve,,2024-02-27 19:46:48
AU0002304,A04791,ST08423,approve,,2024-02-26 08:32:21
AU0002305,A03512,ST02422,approve,,2024-02-05 11:50:55
AU0002306,A03093,ST07481,approve,,2024-02-14 08:55:22
AU0002307,A04368,ST08237,approve,,2024-02-05 00:12:03
AU0002308,A02669,ST05315,approve,,2024-02-05 14:51:57
AU0002309,A01279,ST01414,approve,,2024-02-18 12:12:55
AU0002310,A04934,ST01951,approve,,2024-02-28 13:50:57
AU0002311,A04681,ST04121,approve,,2024-02-04 22:46:13
AU0002312,A03957,ST06262,approve,,2024-02-23 02:44:54
AU0002313,A01304,ST04969,approve,,2024-02-15 02:51:23
AU0002314,A05245,ST06654,approve,,2024-02-24 01:48:07
