cart_id,product_id,quantity,last_update
CT04676,P0304828,1,2024-04-14 15:52:42
CT01109,P0212645,2,2024-04-07 09:49:58
CT00403,P0128744,2,2024-04-05 11:10:41
CT06323,P0017201,1,2024-04-04 14:54:02
CT04293,P0000999,2,2024-04-05 18:24:05
CT03203,P0137133,1,2024-04-06 11:28:28
CT01118,P0377189,1,2024-04-01 06:39:52
CT05481,P0101726,1,2024-04-14 09:53:41
CT00409,P0268064,2,2024-04-11 09:24:14
CT06145,P0277020,3,2024-04-04 12:04:15
CT00467,P0342231,2,2024-04-07 02:15:24
CT05947,P0325997,1,2024-04-02 01:50:26
CT03397,P0065421,1,2024-04-12 14:11:55
CT04557,P0143914,6,2024-04-01 20:41:05
CT03284,P0092534,2,2024-04-14 08:06:03
CT04746,P0342865,1,2024-04-03 22:02:12
CT00406,P0382053,2,2024-04-03 14:01:12
CT02364,P0048017,1,2024-04-11 15:40:56
CT00610,P0045846,8,2024-04-13 00:00:51
CT02912,P0378519,1,2024-04-08 21:47:42
CT02713,P0286703,2,2024-04-04 05:17:44
CT03372,P0096802,1,2024-04-06 12:32:20
CT04202,P0292700,10,2024-04-02 11:24:28
CT02854,P0345698,1,2024-04-03 13:47:54
CT00431,P0239225,1,2024-04-09 23:28:16
CT04642,P0058614,1,2024-04-08 17:57:45
CT04033,P0318036,1,2024-04-12 14:28:14
CT03777,P0285008,1,2024-04-11 17:45:12
CT03030,P0125171,2,2024-04-04 10:16:36
CT01623,P0373119,1,2024-04-06 19:30:22
CT00555,P0340147,2,2024-04-04 03:27:33
CT04142,P0358708,2,2024-04-14 18:02:21
CT02987,P0227145,1,2024-04-08 14:44:54
CT05313,P0178641,1,2024-04-01 16:51:18
CT03339,P0022890,1,2024-04-14 19:31:41
CT03855,P0053730,1,2024-04-03 15:24:18
CT00531,P0064347,1,2024-04-10 13:44:11
CT05182,P0357580,1,2024-04-12 06:47:50
CT01528,P0237222,1,2024-04-03 20:41:32
CT04904,P0324567,1,2024-04-02 00:33:11
CT06252,P0160975,1,2024-04-04 23:39:13
CT01468,P0167649,1,2024-04-09 18:45:23
CT00219,P0104758,1,2024-04-07 20:32:41
CT02809,P0058155,1,2024-04-08 17:58:41
CT02774,P0188642,1,2024-04-08 08:49:53
CT05931,P0004606,1,2024-04-08 01:09:19
CT02424,P0007588,2,2024-04-10 17:01:47
CT05377,P0238246,1,2024-04-10 06:04:34
CT01091,P0225432,1,2024-04-11 20:43:28
CT05427,P0146721,2,2024-04-05 09:14:04
CT03939,P0100714,1,2024-04-03 21:49:35
CT05692,P0347777,1,2024-04-03 23:08:18
CT00953,P0142266,2,2024-04-05 01:41:47
CT00810,P0124471,1,2024-04-12 12:06:54
CT00890,P0108845,1,2024-04-02 18:48:17
CT01393,P0220776,1,2024-04-03 04:27:20
CT02002,P0287233,8,2024-04-14 03:12:44
CT05272,P0173364,1,2024-04-05 12:12:59
CT00765,P0278297,1,2024-04-05 16:41:27
CT05802,P0135232,2,2024-04-01 04:17:49
CT01482,P0345305,8,2024-04-08 15:47:42
CT04552,P0293434,1,2024-04-12 17:06:29
CT00048,P0095543,1,2024-04-12 20:22:04
CT05214,P0204115,3,2024-04-04 01:00:18
CT05690,P0167424,1,2024-04-02 12:55:15
CT02944,P0338576,1,2024-04-10 01:20:34
CT06373,P0358361,1,2024-04-07 19:14:45
CT02683,P0194266,1,2024-04-14 10:09:08
CT03297,P0244194,1,2024-04-02 20:23:29
CT05618,P0117300,2,2024-04-04 16:41:05
CT00187,P0310205,1,2024-04-13 02:34:19
CT01789,P0162290,1,2024-04-14 16:22:42
CT05254,P0232403,1,2024-04-14 07:17:42
CT00926,P0287764,1,2024-04-12 12:38:27
CT02085,P0193307,1,2024-04-12 11:34:38
CT02663,P0069563,2,2024-04-07 10:31:44
CT03159,P0277697,1,2024-04-03 15:55:24
CT06009,P0130618,2,2024-04-05 23:35:23
CT05630,P0099783,1,2024-04-07 03:03:43
CT00797,P0011341,1,2024-04-12 00:07:24
CT03390,P0224734,1,2024-04-08 16:52:13
CT05436,P0319157,1,2024-04-03 23:27:22
CT05819,P0073234,1,2024-04-01 03:59:53
CT05615,P0181163,1,2024-04-08 21:08:14
CT01518,P0248935,1,2024-04-13 12:18:57
CT05432,P0282289,1,2024-04-13 05:06:13
CT04670,P0354260,1,2024-04-02 01:04:17
CT05076,P0030309,1,2024-04-03 12:11:37
CT00393,P0363787,1,2024-04-11 19:59:50
CT00500,P0110493,1,2024-04-05 09:04:04
CT05300,P0018145,1,2024-04-06 21:56:30
CT04177,P0109083,2,2024-04-14 05:47:08
CT01233,P0326180,1,2024-04-05 18:59:56
CT05432,P0053757,1,2024-04-11 14:03:36
CT01928,P0003393,1,2024-04-02 12:50:38
CT06200,P0246056,1,2024-04-10 11:27:06
CT06020,P0057347,1,2024-04-01 18:47:50
CT03200,P0081615,1,2024-04-05 06:28:37
CT00555,P0295896,2,2024-04-01 13:34:47
CT01375,P0301143,1,2024-04-07 15:01:49
CT00895,P0176955,1,2024-04-04 02:50:30
CT06187,P0097960,1,2024-04-12 12:46:36
CT06278,P0281402,1,2024-04-14 11:14:08
CT05554,P0024718,1,2024-04-08 19:10:01
CT06129,P0241727,1,2024-04-08 17:47:55
CT01514,P0035284,3,2024-04-11 21:13:58
CT00800,P0296344,1,2024-04-13 04:08:02
CT00259,P0198543,1,2024-04-11 08:05:30
CT00738,P0225815,1,2024-04-04 13:23:57
CT06233,P0084402,3,2024-04-10 14:12:34
CT03231,P0038482,2,2024-04-06 11:46:27
CT04279,P0095936,1,2024-04-13 14:48:03
CT03927,P0026645,2,2024-04-06 12:01:57
CT01456,P0354621,1,2024-04-02 00:56:40
CT00676,P0206331,1,2024-04-04 05:33:30
CT03130,P0078192,1,2024-04-12 14:06:37
CT04866,P0203016,1,2024-04-07 21:15:52
CT03365,P0147355,1,2024-04-13 12:36:47
CT00142,P0151902,1,2024-04-11 21:52:56
CT05060,P0119201,2,2024-04-12 09:56:52
CT00932,P0303478,1,2024-04-01 12:57:12
CT02488,P0309810,2,2024-04-13 07:29:06
CT04102,P0229289,1,2024-04-07 22:12:38
CT06174,P0011674,2,2024-04-07 18:11:55
CT01203,P0323043,3,2024-04-03 20:05:14
CT02854,P0292090,1,2024-04-01 12:15:21
CT05836,P0263110,1,2024-04-14 20:26:46
CT04488,P0128223,2,2024-04-04 23:08:47
CT01140,P0296187,2,2024-04-13 11:11:22
CT05596,P0052428,1,2024-04-08 00:03:01
CT01619,P0324250,2,2024-04-05 07:25:43
CT05542,P0200266,1,2024-04-09 01:20:11
CT04313,P0096614,1,2024-04-03 05:41:33
CT00887,P0362864,1,2024-04-09 01:24:15
CT02690,P0025426,2,2024-04-08 11:55:09
CT05707,P0236693,2,2024-04-14 04:57:37
CT02979,P0022692,2,2024-04-08 11:51:45
CT02002,P0222299,8,2024-04-02 06:07:40
CT05505,P0196827,1,2024-04-14 08:28:03
CT05874,P0085958,2,2024-04-02 06:15:08
CT01503,P0203504,1,2024-04-09 14:12:06
CT02429,P0139740,1,2024-04-03 15:25:49
CT02993,P0206721,1,2024-04-13 12:03:00
CT00297,P0101914,2,2024-04-04 10:39:05
CT01301,P0306662,1,2024-04-10 05:44:32
CT00745,P0379789,1,2024-04-03 13:03:24
CT04696,P0207478,2,2024-04-14 03:18:01
CT00124,P0148724,3,2024-04-14 17:30:05
CT04479,P0332203,1,2024-04-14 07:59:37
CT04463,P0207251,2,2024-04-11 16:44:34
CT04515,P0368480,1,2024-04-08 15:21:11
CT06089,P0117385,1,2024-04-02 16:37:12
CT02330,P0081914,1,2024-04-06 20:54:19
CT02581,P0066632,1,2024-04-01 01:34:30
CT02716,P0026066,2,2024-04-09 15:22:44
CT00955,P0307124,1,2024-04-05 17:19:11
CT06011,P0061219,1,2024-04-11 05:54:47
CT03738,P0139892,2,2024-04-12 11:05:20
CT03529,P0017325,1,2024-04-12 23:56:21
CT05465,P0041395,1,2024-04-08 21:27:49
CT06218,P0073683,1,2024-04-08 20:04:26
CT03964,P0349578,1,2024-04-09 15:06:40
CT02416,P0332944,1,2024-04-14 04:32:32
CT04958,P0306062,1,2024-04-13 12:14:50
CT06060,P0200319,1,2024-04-11 11:30:29
CT05258,P0014205,1,2024-04-10 03:02:57
CT00777,P0316851,1,2024-04-03 04:29:27
CT04841,P0005193,5,2024-04-01 15:53:00
CT02704,P0045597,1,2024-04-06 05:32:01
CT03651,P0130680,1,2024-04-13 00:36:54
CT02242,P0015850,1,2024-04-12 04:32:01
CT04435,P0201996,1,2024-04-09 08:42:36
CT00615,P0195586,1,2024-04-06 04:58:48
CT01380,P0069094,1,2024-04-02 18:13:14
CT02193,P0140163,1,2024-04-08 05:50:30
CT01527,P0198490,1,2024-04-01 03:19:12
CT01835,P0310058,1,2024-04-06 21:46:51
CT00538,P0044327,2,2024-04-02 12:09:22
CT00582,P0099337,1,2024-04-06 02:24:21
CT00267,P0018911,1,2024-04-05 14:45:29
CT03985,P0090444,3,2024-04-01 06:13:49
CT05170,P0123143,1,2024-04-09 04:52:04
CT02847,P0237784,3,2024-04-12 02:37:29
CT01844,P0027137,1,2024-04-01 13:14:51
CT02064,P0287298,1,2024-04-13 03:31:34
CT05748,P0297841,1,2024-04-14 18:29:58
CT00305,P0328097,1,2024-04-14 23:20:44
CT01239,P0105563,1,2024-04-13 15:53:21
CT06270,P0000083,3,2024-04-07 18:04:03
CT05794,P0247941,1,2024-04-07 06:05:58
CT02834,P0320366,2,2024-04-13 20:05:39
CT06136,P0115651,1,2024-04-07 03:00:08
CT02332,P0055259,1,2024-04-01 03:30:01
CT00710,P0307212,1,2024-04-07 15:32:17
CT04448,P0246321,3,2024-04-06 06:29:17
CT00601,P0352692,1,2024-04-10 08:33:20
CT05011,P0047787,1,2024-04-11 01:44:01
CT02431,P0043763,1,2024-04-03 07:32:44
CT04555,P0092965,1,2024-04-01 13:29:53
CT04325,P0377590,1,2024-04-11 23:18:26
CT04383,P0069383,1,2024-04-03 14:44:26
CT00794,P0165853,2,2024-04-07 02:46:02
CT04119,P0243210,3,2024-04-13 02:04:59
CT02723,P0132576,4,2024-04-09 20:52:00
CT05894,P0025143,1,2024-04-08 02:22:40
CT04194,P0005252,3,2024-04-08 17:56:14
CT04525,P0227659,2,2024-04-09 19:05:36
CT01386,P0039709,1,2024-04-06 22:01:31
CT03840,P0047869,1,2024-04-07 06:52:30
CT06097,P0373798,1,2024-04-09 11:01:50
CT01503,P0198123,2,2024-04-10 05:09:28
CT01410,P0108640,2,2024-04-10 23:39:57
CT01915,P0251440,1,2024-04-01 23:01:18
CT04901,P0040402,1,2024-04-01 09:38:02
CT04883,P0133798,1,2024-04-01 21:06:19
CT03034,P0234605,1,2024-04-01 12:42:09
CT05689,P0139654,1,2024-04-10 17:53:40
CT05718,P0189895,1,2024-04-11 05:39:23
CT05227,P0370508,1,2024-04-12 08:03:19
CT00784,P0127403,1,2024-04-11 09:20:18
CT04774,P0308710,1,2024-04-10 00:01:58
CT06345,P0253499,1,2024-04-07 06:23:39
CT03014,P0027655,1,2024-04-07 02:45:07
CT04572,P0327142,1,2024-04-06 17:20:03
CT01580,P0208950,1,2024-04-03 08:54:42
CT02168,P0356257,1,2024-04-03 15:49:03
CT00046,P0173236,1,2024-04-09 01:06:45
CT02891,P0196666,3,2024-04-02 05:08:38
CT00650,P0092618,2,2024-04-10 23:24:26
CT00436,P0116702,1,2024-04-01 22:20:05
CT01852,P0255602,1,2024-04-07 15:46:00
CT04748,P0031168,1,2024-04-11 22:33:14
CT03773,P0127373,1,2024-04-09 18:48:59
CT01405,P0216165,1,2024-04-11 05:28:10
CT03004,P0111117,1,2024-04-09 23:20:04
CT00650,P0087624,8,2024-04-06 09:41:42
CT01266,P0363669,2,2024-04-08 12:53:28
CT01107,P0142223,1,2024-04-09 16:43:21
CT00558,P0090269,1,2024-04-13 08:38:24
CT03800,P0162234,2,2024-04-06 07:25:32
CT04369,P0047972,2,2024-04-01 09:01:14
CT04858,P0256869,1,2024-04-07 20:32:47
CT06089,P0270874,3,2024-04-04 03:12:52
CT03735,P0069021,1,2024-04-07 15:26:58
CT03235,P0172328,2,2024-04-02 19:32:34
CT03947,P0172927,1,2024-04-03 23:15:21
CT00229,P0086174,1,2024-04-05 05:47:06
CT01121,P0192115,1,2024-04-02 02:10:23
CT06192,P0274826,1,2024-04-09 00:20:07
CT04458,P0061397,1,2024-04-01 14:42:43
CT00062,P0019830,1,2024-04-12 04:58:06
CT06182,P0296939,1,2024-04-09 20:14:39
CT01884,P0246413,1,2024-04-04 02:26:39
CT04555,P0358547,1,2024-04-14 12:03:36
CT05293,P0224842,1,2024-04-12 06:32:59
CT03975,P0308749,1,2024-04-06 22:46:21
CT02559,P0335265,1,2024-04-14 18:38:01
CT03307,P0294448,1,2024-04-01 03:04:18
CT04840,P0259770,1,2024-04-06 11:04:41
CT02674,P0210867,2,2024-04-03 22:26:38
CT02649,P0209056,5,2024-04-02 13:10:50
CT03231,P0234540,2,2024-04-01 02:41:54
CT05588,P0201059,1,2024-04-04 19:28:03
CT00369,P0134311,1,2024-04-13 11:39:37
CT00262,P0307191,2,2024-04-12 17:33:05
CT03015,P0118418,1,2024-04-01 12:08:49
CT04035,P0251263,2,2024-04-14 14:18:01
CT05354,P0329641,1,2024-04-03 09:42:21
CT06223,P0149723,1,2024-04-07 03:42:23
CT05659,P0311932,1,2024-04-11 03:53:17
CT02508,P0259569,2,2024-04-12 16:03:53
CT00260,P0333813,1,2024-04-04 16:11:57
CT02594,P0009629,5,2024-04-10 06:27:54
CT05462,P0051060,1,2024-04-03 19:53:54
CT02143,P0253000,1,2024-04-04 16:10:00
CT03402,P0329144,1,2024-04-12 12:22:24
CT02923,P0116323,1,2024-04-09 11:33:50
CT05510,P0370722,1,2024-04-10 17:36:05
CT03813,P0300889,1,2024-04-09 22:41:42
CT02126,P0289541,1,2024-04-05 10:00:55
CT01718,P0201655,10,2024-04-07 21:00:23
CT02865,P0362395,1,2024-04-01 04:49:51
CT04017,P0215776,1,2024-04-12 02:40:14
CT02772,P0073227,1,2024-04-12 00:21:44
CT02993,P0142234,2,2024-04-06 21:48:00
CT03814,P0263941,1,2024-04-01 00:18:54
CT05778,P0115287,3,2024-04-06 06:05:23
CT05929,P0367648,1,2024-04-07 05:27:36
CT02599,P0103746,1,2024-04-04 20:08:36
CT02997,P0203499,2,2024-04-12 16:08:34
CT00801,P0126956,2,2024-04-12 20:53:29
CT05846,P0186821,1,2024-04-11 22:23:45
CT03773,P0181938,1,2024-04-07 19:15:16
CT05931,P0126229,1,2024-04-10 06:31:30
CT04820,P0321600,1,2024-04-14 05:28:09
CT05314,P0079137,3,2024-04-14 12:15:27
CT02820,P0021712,1,2024-04-13 14:58:20
CT02356,P0166450,1,2024-04-12 20:22:28
CT05322,P0363332,2,2024-04-06 10:43:00
CT04807,P0153883,1,2024-04-01 13:12:57
CT00992,P0144308,1,2024-04-11 11:04:39
CT05341,P0160431,2,2024-04-13 17:38:14
CT05684,P0150833,1,2024-04-10 02:30:46
CT01419,P0205754,1,2024-04-03 01:36:59
CT05308,P0138531,1,2024-04-10 12:49:33
CT00215,P0175062,1,2024-04-12 08:30:21
CT05813,P0193230,3,2024-04-10 01:16:18
CT06440,P0069126,2,2024-04-03 22:33:25
CT03476,P0106211,1,2024-04-10 04:05:59
CT02986,P0171281,1,2024-04-11 00:17:55
CT03418,P0368911,1,2024-04-04 22:18:01
CT02702,P0268263,1,2024-04-08 17:06:25
CT02820,P0334876,1,2024-04-02 07:19:05
CT01280,P0270647,1,2024-04-03 19:29:27
CT03408,P0364790,1,2024-04-04 14:51:39
CT03420,P0116186,2,2024-04-13 01:20:03
CT02582,P0334370,1,2024-04-07 06:28:36
CT04409,P0131048,3,2024-04-13 00:59:04
CT05514,P0322493,1,2024-04-10 04:14:44
CT00956,P0265293,1,2024-04-08 22:52:51
CT05415,P0129984,1,2024-04-04 22:36:59
CT05928,P0240737,1,2024-04-09 05:56:58
CT05837,P0168185,1,2024-04-13 07:33:10
CT04864,P0005822,1,2024-04-08 08:25:30
CT00454,P0022696,3,2024-04-09 06:29:54
CT03394,P0126681,2,2024-04-11 13:38:53
CT01895,P0357994,1,2024-04-08 15:53:08
CT00419,P0118121,1,2024-04-06 20:44:03
CT06360,P0214186,1,2024-04-09 10:38:47
CT04702,P0339375,1,2024-04-13 07:32:51
CT03797,P0306656,2,2024-04-14 08:38:45
CT01630,P0068379,1,2024-04-10 18:55:55
CT04111,P0007489,1,2024-04-09 05:46:04
CT00860,P0158320,1,2024-04-03 14:47:10
CT02578,P0358650,1,2024-04-13 23:54:54
CT00006,P0088625,1,2024-04-13 14:15:54
CT03805,P0182078,1,2024-04-13 03:10:25
CT05450,P0108110,2,2024-04-13 13:18:03
CT05361,P0338300,1,2024-04-04 23:44:00
CT01114,P0373841,1,2024-04-07 08:46:02
CT03423,P0244367,1,2024-04-01 08:50:01
CT01367,P0192396,1,2024-04-13 05:59:27
CT03335,P0308753,1,2024-04-05 21:42:27
CT00752,P0011386,1,2024-04-04 00:22:17
CT01577,P0368556,1,2024-04-05 18:12:42
CT03516,P0161738,1,2024-04-11 16:25:05
CT02651,P0330315,1,2024-04-02 23:44:33
CT03441,P0313908,1,2024-04-13 08:00:25
CT02573,P0001746,1,2024-04-11 07:39:50
CT02547,P0274964,1,2024-04-10 17:02:07
CT04727,P0018503,1,2024-04-12 23:00:03
CT00006,P0342870,1,2024-04-07 16:23:07
CT04511,P0272312,1,2024-04-11 16:24:19
CT06118,P0149617,1,2024-04-07 01:44:46
CT02289,P0384299,1,2024-04-02 08:45:13
CT02224,P0225444,2,2024-04-13 18:32:22
CT02877,P0346724,1,2024-04-14 00:50:57
CT04590,P0006509,1,2024-04-12 17:20:32
CT02010,P0243562,1,2024-04-09 01:47:02
CT04355,P0071431,2,2024-04-04 13:09:40
CT02356,P0242050,6,2024-04-13 09:30:31
CT00280,P0356995,1,2024-04-02 23:50:31
CT04097,P0121671,2,2024-04-14 18:36:42
CT05063,P0367995,1,2024-04-03 09:12:10
CT05244,P0227006,1,2024-04-08 20:05:45
CT02263,P0043948,1,2024-04-08 14:29:53
CT01124,P0184706,1,2024-04-14 20:52:40
CT04401,P0165242,1,2024-04-14 05:55:34
CT03078,P0314642,1,2024-04-09 02:04:18
CT02960,P0222343,2,2024-04-06 12:33:03
CT00998,P0025354,1,2024-04-12 00:33:35
CT00539,P0107672,1,2024-04-01 09:25:44
CT00110,P0277358,1,2024-04-12 22:02:09
CT03099,P0247565,1,2024-04-06 03:36:33
CT03447,P0206588,2,2024-04-11 07:10:55
CT00047,P0027641,1,2024-04-01 06:59:47
CT02627,P0262651,2,2024-04-03 09:46:49
CT01379,P0032206,3,2024-04-06 10:44:18
CT04194,P0013267,2,2024-04-06 14:10:56
CT00718,P0222452,2,2024-04-10 19:06:51
CT02970,P0026785,1,2024-04-13 07:59:14
CT03583,P0014458,2,2024-04-07 19:17:37
CT05558,P0005346,1,2024-04-01 00:37:01
CT00542,P0146872,1,2024-04-10 17:53:50
CT05636,P0236557,1,2024-04-10 19:58:16
CT02375,P0282648,2,2024-04-02 05:21:03
CT03441,P0119328,2,2024-04-10 00:08:57
CT04533,P0271677,3,2024-04-12 06:54:01
CT02779,P0098336,1,2024-04-05 23:53:36
CT04989,P0226984,1,2024-04-09 12:52:01
CT04405,P0166162,1,2024-04-09 13:18:53
CT04618,P0105759,1,2024-04-04 02:41:20
CT01587,P0167805,2,2024-04-11 06:03:03
CT05149,P0288812,1,2024-04-10 04:26:59
CT05300,P0125552,2,2024-04-09 14:52:38
CT02928,P0287983,2,2024-04-13 19:40:09
CT02340,P0104837,1,2024-04-11 21:29:46
CT04178,P0001583,1,2024-04-04 12:14:57
CT00451,P0146158,3,2024-04-05 19:31:56
CT05504,P0355624,5,2024-04-02 15:43:11
CT03099,P0375862,2,2024-04-03 14:01:18
CT03255,P0026616,1,2024-04-04 18:07:28
CT05218,P0367614,2,2024-04-09 13:47:40
CT00771,P0017098,2,2024-04-11 03:07:02
CT04626,P0079788,1,2024-04-10 09:47:59
CT04089,P0367950,1,2024-04-05 07:57:53
CT05911,P0136475,1,2024-04-13 03:36:54
CT02170,P0328583,1,2024-04-04 19:11:23
CT03679,P0173903,1,2024-04-11 05:27:29
CT01570,P0117411,1,2024-04-07 05:29:02
CT01255,P0226889,1,2024-04-03 21:27:01
CT04715,P0366840,2,2024-04-09 21:15:49
CT00033,P0023126,1,2024-04-13 08:00:31
CT02400,P0353669,5,2024-04-13 15:53:11
CT03824,P0102286,1,2024-04-04 04:06:13
CT04438,P0279155,1,2024-04-04 12:55:08
CT05475,P0366087,6,2024-04-14 18:44:55
CT05785,P0058400,1,2024-04-08 12:36:33
CT00954,P0306118,2,2024-04-04 09:47:40
CT03103,P0318638,2,2024-04-14 16:00:47
CT01808,P0149448,2,2024-04-06 20:06:52
CT00957,P0138993,2,2024-04-07 02:31:47
CT01468,P0085717,1,2024-04-14 05:49:22
CT06381,P0156137,1,2024-04-12 09:02:41
CT01566,P0331211,3,2024-04-08 02:30:59
CT05287,P0076075,1,2024-04-10 04:35:11
CT04477,P0065740,1,2024-04-09 09:22:47
CT00683,P0317560,1,2024-04-03 06:15:31
CT04274,P0021019,1,2024-04-10 07:36:58
CT02283,P0083422,1,2024-04-05 21:40:51
CT05377,P0302610,1,2024-04-11 21:32:46
CT00481,P0282843,1,2024-04-14 00:40:05
CT05216,P0022094,2,2024-04-07 09:06:46
CT00852,P0233008,1,2024-04-10 22:48:45
CT02112,P0253812,1,2024-04-10 21:43:24
CT00737,P0091933,1,2024-04-03 06:02:35
CT01717,P0359825,1,2024-04-07 11:14:51
CT01010,P0138102,1,2024-04-07 21:47:15
CT05114,P0117204,1,2024-04-13 21:07:43
CT01448,P0349153,1,2024-04-14 23:19:15
CT05526,P0135984,2,2024-04-08 23:23:25
CT02192,P0299811,1,2024-04-11 17:11:30
CT01499,P0076061,1,2024-04-02 01:29:07
CT02507,P0220573,1,2024-04-05 00:26:50
CT02794,P0031061,1,2024-04-10 03:32:47
CT04275,P0009642,1,2024-04-06 20:43:23
CT05127,P0150287,7,2024-04-14 03:38:48
CT03295,P0161889,1,2024-04-13 20:10:13
CT01243,P0316353,1,2024-04-09 18:21:03
CT02364,P0122985,10,2024-04-14 17:46:17
CT02141,P0295820,1,2024-04-06 07:38:59
CT00244,P0266085,2,2024-04-06 05:04:11
CT02760,P0080172,1,2024-04-11 21:48:38
CT01995,P0273345,2,2024-04-03 02:24:09
CT04856,P0257602,1,2024-04-12 19:47:56
CT02799,P0320398,1,2024-04-06 00:59:37
CT03487,P0006055,1,2024-04-03 10:21:10
CT03158,P0012165,1,2024-04-09 20:46:52
CT04515,P0356905,2,2024-04-13 20:43:34
CT02353,P0215444,1,2024-04-06 14:03:01
CT03753,P0064827,1,2024-04-03 12:29:07
CT00307,P0120499,2,2024-04-01 18:49:01
CT05328,P0031979,1,2024-04-10 08:38:17
CT00984,P0279315,1,2024-04-02 14:46:39
CT05978,P0302043,1,2024-04-14 19:45:22
CT01096,P0382551,1,2024-04-14 11:12:54
CT06306,P0152187,1,2024-04-01 11:59:55
CT05355,P0167557,1,2024-04-13 08:38:29
CT06105,P0093718,1,2024-04-02 16:55:02
CT02640,P0211240,1,2024-04-02 00:23:48
CT01390,P0234731,1,2024-04-02 13:07:28
CT03501,P0096418,3,2024-04-13 21:47:21
CT04372,P0039822,1,2024-04-04 14:41:33
CT01670,P0043602,3,2024-04-12 17:40:11
CT02462,P0267891,3,2024-04-07 09:08:36
CT02270,P0182129,2,2024-04-12 07:07:25
CT03476,P0126670,1,2024-04-05 01:10:56
CT00284,P0306894,1,2024-04-09 17:49:52
CT01877,P0384326,1,2024-04-13 00:26:42
CT03295,P0200363,1,2024-04-03 21:57:28
CT02149,P0061669,1,2024-04-07 01:45:08
CT02478,P0029634,1,2024-04-09 04:59:22
CT04626,P0060046,1,2024-04-01 17:36:00
CT02424,P0060973,1,2024-04-01 17:23:07
CT03026,P0038974,4,2024-04-05 08:16:18
CT05114,P0101589,10,2024-04-02 08:11:39
CT05283,P0025225,1,2024-04-09 14:09:16
CT02274,P0195192,3,2024-04-10 03:51:09
CT05060,P0275324,1,2024-04-14 02:07:02
CT03303,P0185913,1,2024-04-14 09:51:32
CT04918,P0113237,5,2024-04-02 05:53:33
CT01384,P0019216,1,2024-04-01 12:56:28
CT04164,P0293043,2,2024-04-06 12:00:17
CT03859,P0260190,1,2024-04-02 11:58:58
CT00286,P0086359,1,2024-04-05 11:19:57
CT01583,P0276632,1,2024-04-02 02:48:59
CT03951,P0036910,2,2024-04-02 16:42:17
CT00338,P0006129,1,2024-04-13 07:49:24
CT05664,P0221573,1,2024-04-14 08:19:52
CT02949,P0049875,1,2024-04-09 19:54:42
CT04973,P0111130,9,2024-04-06 07:54:51
CT05244,P0140900,2,2024-04-04 23:03:48
CT06142,P0069550,2,2024-04-02 21:42:15
CT01553,P0267194,3,2024-04-01 07:08:09
CT04980,P0376536,2,2024-04-06 08:24:00
CT00135,P0127532,1,2024-04-07 21:47:06
CT05189,P0383888,1,2024-04-08 09:07:01
CT04696,P0045671,2,2024-04-12 02:26:54
CT00262,P0283702,1,2024-04-07 11:04:58
CT01889,P0187329,2,2024-04-01 00:04:10
CT05330,P0138521,2,2024-04-03 02:47:14
CT01352,P0254922,1,2024-04-14 05:50:06
CT04103,P0096070,1,2024-04-13 08:49:04
CT01038,P0161752,2,2024-04-02 18:19:21
CT03912,P0180687,1,2024-04-09 18:25:21
CT00748,P0172062,1,2024-04-12 12:43:57
CT04734,P0258077,1,2024-04-03 20:50:58
CT01044,P0334926,7,2024-04-10 16:51:07
CT00135,P0097350,1,2024-04-11 03:25:10
CT00211,P0123631,1,2024-04-10 00:38:13
CT02225,P0224621,1,2024-04-03 12:09:53
CT04096,P0372494,1,2024-04-05 17:33:45
CT01778,P0062325,1,2024-04-03 14:08:53
CT01234,P0189989,1,2024-04-02 11:17:05
CT02984,P0169688,2,2024-04-14 09:13:28
CT04805,P0099563,3,2024-04-02 06:47:40
CT04518,P0109819,1,2024-04-08 21:28:39
CT01107,P0356230,1,2024-04-07 06:37:10
CT00538,P0297760,2,2024-04-12 15:36:12
CT01336,P0045730,2,2024-04-01 06:52:23
CT06442,P0060638,1,2024-04-04 12:03:35
CT00186,P0354102,1,2024-04-14 11:02:33
CT02059,P0276153,1,2024-04-08 00:52:05
CT05529,P0062439,1,2024-04-12 16:29:51
CT01367,P0181937,1,2024-04-10 19:58:44
CT00723,P0280674,1,2024-04-14 07:42:04
CT05730,P0181815,1,2024-04-09 16:37:27
CT03846,P0139371,1,2024-04-03 23:37:21
CT00543,P0241163,2,2024-04-11 10:58:31
CT03651,P0341600,2,2024-04-12 13:40:10
CT03007,P0163079,1,2024-04-01 14:08:11
CT00754,P0359057,1,2024-04-08 00:38:38
CT05371,P0166039,2,2024-04-14 13:00:01
CT05588,P0099512,1,2024-04-09 23:30:39
CT05755,P0347889,3,2024-04-10 04:24:11
CT02808,P0302619,2,2024-04-06 19:02:39
CT05456,P0128083,3,2024-04-04 10:00:29
CT04718,P0142060,1,2024-04-03 18:54:06
CT05925,P0099466,1,2024-04-10 14:54:25
CT05028,P0162444,2,2024-04-07 20:03:23
CT01636,P0086332,1,2024-04-05 03:13:52
CT04150,P0360999,2,2024-04-06 10:00:46
CT00821,P0153650,1,2024-04-08 14:30:55
CT03195,P0080387,1,2024-04-09 08:43:09
CT01680,P0151879,3,2024-04-08 05:27:46
CT03573,P0009124,1,2024-04-02 08:46:03
CT06034,P0011372,1,2024-04-08 10:09:17
CT03767,P0060847,1,2024-04-14 20:34:40
CT00300,P0301275,2,2024-04-14 06:44:19
