refund_id,purchase_id,refund_reason,refund_amount,refund_status,refund_money,last_update
RF0001334,PR0002378,7-day no-reason return (primary option),1,pending,11.96,2024-06-20 23:58:15
RF0001335,PR0002269,7-day no-reason return (primary option),1,pending,55.08,2024-06-29 09:43:40
RF0001336,PR0002155,Logistics / Unboxing issues,1,pending,20.3,2024-06-28 01:09:28
RF0001337,PR0002229,Logistics / Unboxing issues,1,pending,29.93,2024-06-28 19:26:58
RF0001338,PR0002237,Product quality issues,1,pending,45.5,2024-06-28 03:36:16
RF0001339,PR0002233,7-day no-reason return (primary option),1,pending,5.5,2024-06-18 16:28:03
RF0001340,PR0002292,7-day no-reason return (primary option),2,pending,47.88,2024-06-16 04:45:51
RF0001341,PR0002329,Wrong/incorrect order fulfillment,2,pending,14.34,2024-06-18 07:15:51
RF0001342,PR0002175,7-day no-reason return (primary option),1,pending,23.94,2024-06-19 16:56:39
RF0001343,PR0002289,Product quality issues,1,pending,29.88,2024-06-30 10:50:09
RF0001344,PR0002284,7-day no-reason return (primary option),1,pending,31.19,2024-06-20 15:16:27
RF0001345,PR0002267,7-day no-reason return (primary option),2,pending,9.56,2024-06-21 09:53:19
RF0001346,PR0002319,Item not as described,1,pending,8.37,2024-06-30 04:23:22
RF0001347,PR0002424,Item not as described,1,pending,21.54,2024-06-29 04:27:01
RF0001348,PR0002146,Item not as described,1,pending,10.17,2024-06-20 06:49:33
RF0001349,PR0002433,7-day no-reason return (primary option),1,pending,57.43,2024-06-22 05:08:36
RF0001350,PR0002376,7-day no-reason return (primary option),1,pending,4.18,2024-06-22 14:07:34
RF0001351,PR0002104,Product quality issues,1,pending,237.1,2024-06-22 16:20:21
RF0001352,PR0002261,7-day no-reason return (primary option),2,pending,13.14,2024-06-30 17:06:35
RF0001353,PR0002440,7-day no-reason return (primary option),1,pending,400.6,2024-06-23 16:32:04
RF0001354,PR0002408,Product quality issues,1,pending,43.05,2024-06-17 02:50:08
RF0001355,PR0002416,Product quality issues,1,pending,47.89,2024-06-29 07:27:51
RF0001356,PR0002435,7-day no-reason return (primary option),1,pending,280.21,2024-06-27 13:21:59
RF0001357,PR0002375,Wrong/incorrect order fulfillment,3,pending,57.42,2024-06-30 20:25:25
RF0001358,PR0002265,Logistics / Unboxing issues,2,pending,7.78,2024-06-16 15:26:36
RF0001359,PR0002400,Product quality issues,1,pending,35.92,2024-06-19 08:53:25
RF0001360,PR0002299,Item not as described,1,pending,11.96,2024-06-30 10:11:07
RF0001361,PR0002349,7-day no-reason return (primary option),1,pending,9.57,2024-06-28 10:36:44
RF0001362,PR0002122,7-day no-reason return (primary option),1,pending,17.95,2024-06-30 07:10:13
RF0001363,PR0002421,Item not as described,1,pending,11.96,2024-06-20 20:55:42
RF0001364,PR0002118,Other personal reasons,1,pending,54.49,2024-06-24 17:12:22
RF0001365,PR0002188,Item not as described,1,pending,98.31,2024-06-19 09:04:31
RF0001366,PR0002168,Item not as described,1,pending,7.17,2024-06-26 15:42:39
RF0001367,PR0002419,7-day no-reason return (primary option),3,pending,125.7,2024-06-17 19:25:35
RF0001368,PR0002119,Wrong/incorrect order fulfillment,1,pending,47.89,2024-06-16 10:03:01
RF0001369,PR0002260,Product quality issues,1,pending,35.92,2024-06-18 05:38:39
RF0001370,PR0002417,Other personal reasons,1,pending,44.3,2024-06-26 16:22:40
RF0001371,PR0002389,Item not as described,1,pending,9.57,2024-06-19 01:26:32
RF0001372,PR0002347,Product quality issues,1,pending,129.31,2024-06-23 05:41:04
RF0001373,PR0002274,7-day no-reason return (primary option),1,pending,23.94,2024-06-29 11:04:20
RF0001374,PR0002395,7-day no-reason return (primary option),1,pending,4.78,2024-06-17 05:45:08
RF0001375,PR0002479,Item not as described,1,pending,4.19,2024-06-19 10:47:10
RF0001376,PR0002388,7-day no-reason return (primary option),4,pending,95.76,2024-06-18 06:36:23
RF0001377,PR0002390,Logistics / Unboxing issues,2,pending,19.14,2024-06-28 09:30:29
RF0001378,PR0002498,Item not as described,1,pending,5.98,2024-06-21 15:02:32
RF0001379,PR0002471,7-day no-reason return (primary option),1,pending,13.15,2024-06-18 19:53:24
RF0001380,PR0002415,Logistics / Unboxing issues,1,pending,11.96,2024-06-24 09:15:08
RF0001381,PR0002154,7-day no-reason return (primary option),1,pending,11.96,2024-06-24 01:54:41
RF0001382,PR0002240,7-day no-reason return (primary option),5,pending,119.7,2024-06-21 16:23:41
RF0001383,PR0002407,Product quality issues,2,pending,11.98,2024-06-25 03:39:17
RF0001384,PR0002481,7-day no-reason return (primary option),1,pending,17.66,2024-06-22 02:14:05
RF0001385,PR0002211,Product quality issues,2,pending,14.34,2024-06-16 10:04:26
RF0001386,PR0002253,Other personal reasons,5,pending,71.8,2024-06-25 18:49:59
RF0001387,PR0002317,Logistics / Unboxing issues,2,pending,55.06,2024-06-29 20:14:53
RF0001388,PR0002250,Wrong/incorrect order fulfillment,1,pending,32.32,2024-06-23 16:03:24
RF0001389,PR0002379,7-day no-reason return (primary option),1,pending,258.55,2024-06-26 04:57:06
RF0001390,PR0002352,7-day no-reason return (primary option),2,pending,23.92,2024-06-21 11:32:26
RF0001391,PR0002340,7-day no-reason return (primary option),1,pending,203.58,2024-06-21 06:27:44
RF0001392,PR0002167,7-day no-reason return (primary option),2,pending,24.46,2024-06-29 04:33:32
RF0001393,PR0002210,Wrong/incorrect order fulfillment,3,pending,89.64,2024-06-22 10:42:42
RF0001394,PR0002460,Wrong/incorrect order fulfillment,1,pending,17.95,2024-06-18 07:55:44
RF0001395,PR0002331,7-day no-reason return (primary option),1,pending,11.96,2024-06-29 14:11:26
RF0001396,PR0002499,Other personal reasons,2,pending,43.08,2024-06-22 19:07:08
RF0001397,PR0002241,Product quality issues,2,pending,76.62,2024-06-16 07:42:25
RF0001398,PR0002320,Wrong/incorrect order fulfillment,1,pending,7.17,2024-06-25 15:54:56
RF0001399,PR0002364,Other personal reasons,1,pending,4.66,2024-06-28 09:11:41
RF0001400,PR0002272,Product quality issues,1,pending,13.72,2024-06-29 15:12:50
RF0001401,PR0002184,Product quality issues,1,pending,53.88,2024-06-22 23:25:56
RF0001402,PR0002306,Product quality issues,1,pending,11.96,2024-06-20 01:41:21
RF0001403,PR0002185,Item not as described,1,pending,9.57,2024-06-30 04:47:15
RF0001404,PR0002222,Other personal reasons,1,pending,5.98,2024-06-21 19:25:01
RF0001405,PR0002227,7-day no-reason return (primary option),2,pending,38.3,2024-06-27 21:58:38
RF0001406,PR0002374,7-day no-reason return (primary option),1,pending,22.74,2024-06-19 11:33:52
RF0001407,PR0002381,7-day no-reason return (primary option),1,pending,17.96,2024-06-27 19:23:54
RF0001408,PR0002414,Product quality issues,1,pending,35.92,2024-06-20 05:46:44
RF0001409,PR0002293,Other personal reasons,2,pending,16.74,2024-06-22 11:45:54
RF0001410,PR0002303,7-day no-reason return (primary option),1,pending,2.86,2024-06-23 07:18:21
RF0001411,PR0002249,Wrong/incorrect order fulfillment,1,pending,10.6,2024-06-30 13:47:22
RF0001412,PR0002216,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-20 09:44:19
RF0001413,PR0002283,7-day no-reason return (primary option),1,pending,5.98,2024-06-28 17:26:54
RF0001414,PR0002482,Other personal reasons,1,pending,5.98,2024-06-22 07:38:02
RF0001415,PR0002487,7-day no-reason return (primary option),1,pending,125.75,2024-06-18 19:10:11
RF0001416,PR0002392,7-day no-reason return (primary option),2,pending,38.3,2024-06-19 05:11:21
RF0001417,PR0002418,Logistics / Unboxing issues,1,pending,71.2,2024-06-18 04:01:57
RF0001418,PR0002451,7-day no-reason return (primary option),2,pending,47.88,2024-06-25 15:08:12
RF0001419,PR0002345,Other personal reasons,1,pending,11.96,2024-06-30 04:13:17
RF0001420,PR0002338,Wrong/incorrect order fulfillment,1,pending,21.5,2024-06-19 15:42:02
RF0001421,PR0002486,Wrong/incorrect order fulfillment,1,pending,31.13,2024-06-18 19:00:53
RF0001422,PR0002351,7-day no-reason return (primary option),3,pending,71.82,2024-06-20 09:58:00
RF0001423,PR0002312,Item not as described,2,pending,71.84,2024-06-30 11:24:55
RF0001424,PR0002430,7-day no-reason return (primary option),1,pending,41.9,2024-06-19 18:35:51
RF0001425,PR0002243,Item not as described,1,pending,5.98,2024-06-16 04:03:38
RF0001426,PR0002406,7-day no-reason return (primary option),1,pending,5.99,2024-06-28 17:46:32
RF0001427,PR0002313,Product quality issues,1,pending,3.58,2024-06-18 00:40:22
RF0001428,PR0002246,Logistics / Unboxing issues,2,pending,95.8,2024-06-19 13:06:50
RF0001429,PR0002371,Product quality issues,1,pending,5.98,2024-06-25 06:58:15
RF0001430,PR0002543,Product quality issues,2,pending,76.62,2024-06-30 21:16:20
RF0001431,PR0002300,Product quality issues,2,pending,503.0,2024-06-23 01:50:18
RF0001432,PR0002314,Product quality issues,2,pending,343.96,2024-06-20 19:08:34
RF0001433,PR0002446,7-day no-reason return (primary option),1,pending,19.15,2024-06-21 06:36:43
RF0001434,PR0002437,Item not as described,1,pending,53.88,2024-06-22 19:37:32
RF0001435,PR0002441,7-day no-reason return (primary option),4,pending,55.04,2024-06-30 05:13:46
RF0001436,PR0002411,7-day no-reason return (primary option),1,pending,111.32,2024-06-24 03:15:41
RF0001437,PR0002522,Item not as described,1,pending,95.63,2024-06-26 22:43:14
RF0001438,PR0002524,Other personal reasons,1,pending,15.9,2024-06-19 00:23:04
RF0001439,PR0002315,7-day no-reason return (primary option),2,pending,23.92,2024-06-18 18:03:51
RF0001440,PR0002285,Item not as described,1,pending,19.16,2024-06-16 06:18:59
RF0001441,PR0002519,Other personal reasons,2,pending,35.92,2024-06-27 13:32:27
RF0001442,PR0002549,Product quality issues,1,pending,4.67,2024-06-23 05:07:56
RF0001443,PR0002511,7-day no-reason return (primary option),2,pending,1625.86,2024-06-20 09:38:25
RF0001444,PR0002324,7-day no-reason return (primary option),1,pending,33.41,2024-06-24 20:30:22
RF0001445,PR0002348,Wrong/incorrect order fulfillment,1,pending,9.57,2024-06-19 21:57:54
RF0001446,PR0002439,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-29 07:00:31
RF0001447,PR0002463,Logistics / Unboxing issues,1,pending,10.32,2024-06-16 06:52:45
RF0001448,PR0002396,7-day no-reason return (primary option),1,pending,17.95,2024-06-22 17:58:49
RF0001449,PR0002304,Wrong/incorrect order fulfillment,2,pending,23.92,2024-06-21 12:24:24
RF0001450,PR0002535,7-day no-reason return (primary option),1,pending,17.95,2024-06-21 15:43:18
RF0001451,PR0002322,Wrong/incorrect order fulfillment,1,pending,132.34,2024-06-29 01:21:13
RF0001452,PR0002410,Product quality issues,1,pending,15.56,2024-06-18 11:19:13
RF0001453,PR0002560,Wrong/incorrect order fulfillment,1,pending,41.32,2024-06-24 21:57:13
RF0001454,PR0002459,Item not as described,1,pending,43.1,2024-06-16 17:34:42
RF0001455,PR0002587,Product quality issues,1,pending,27.53,2024-06-18 21:01:56
RF0001456,PR0002309,Product quality issues,1,pending,0.9,2024-06-29 05:05:35
RF0001457,PR0002273,Product quality issues,1,pending,34.72,2024-06-19 23:57:02
RF0001458,PR0002355,Other personal reasons,1,pending,17.95,2024-06-22 21:24:02
RF0001459,PR0002586,7-day no-reason return (primary option),2,pending,83.8,2024-06-19 12:20:57
RF0001460,PR0002538,7-day no-reason return (primary option),1,pending,7.17,2024-06-25 11:29:46
RF0001461,PR0002436,Other personal reasons,1,pending,5.98,2024-06-21 21:50:15
RF0001462,PR0002318,Product quality issues,1,pending,11.96,2024-06-27 07:27:00
RF0001463,PR0002523,Item not as described,1,pending,15.56,2024-06-17 19:51:18
RF0001464,PR0002474,Other personal reasons,1,pending,14.96,2024-06-29 16:20:07
RF0001465,PR0002501,Product quality issues,2,pending,297.46,2024-06-30 18:30:52
RF0001466,PR0002571,Logistics / Unboxing issues,2,pending,23.92,2024-06-16 17:12:07
RF0001467,PR0002478,7-day no-reason return (primary option),1,pending,15.56,2024-06-27 08:54:05
RF0001468,PR0002570,Logistics / Unboxing issues,1,pending,35.92,2024-06-22 13:12:41
RF0001469,PR0002527,7-day no-reason return (primary option),1,pending,8.37,2024-06-24 07:14:49
RF0001470,PR0002465,Product quality issues,2,pending,263.44,2024-06-18 12:15:21
RF0001471,PR0002550,7-day no-reason return (primary option),1,pending,23.94,2024-06-19 00:52:25
RF0001472,PR0002599,7-day no-reason return (primary option),1,pending,17.95,2024-06-20 09:47:11
RF0001473,PR0002302,7-day no-reason return (primary option),1,pending,67.05,2024-06-24 06:31:56
RF0001474,PR0002442,7-day no-reason return (primary option),2,pending,107.76,2024-06-21 08:32:19
RF0001475,PR0002551,Item not as described,1,pending,5.98,2024-06-18 17:38:08
RF0001476,PR0002307,Logistics / Unboxing issues,1,pending,11.96,2024-06-24 19:13:36
RF0001477,PR0002365,Product quality issues,1,pending,13.71,2024-06-16 10:24:34
RF0001478,PR0002373,7-day no-reason return (primary option),1,pending,32.32,2024-06-21 08:59:40
RF0001479,PR0002567,7-day no-reason return (primary option),3,pending,35.88,2024-06-20 14:19:49
RF0001480,PR0002447,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-18 15:05:33
RF0001481,PR0002517,7-day no-reason return (primary option),1,pending,17.95,2024-06-21 01:22:21
RF0001482,PR0002310,Product quality issues,1,pending,11.96,2024-06-20 11:20:09
RF0001483,PR0002532,Other personal reasons,1,pending,29.93,2024-06-16 17:08:54
RF0001484,PR0002485,7-day no-reason return (primary option),1,pending,9.57,2024-06-29 07:26:41
RF0001485,PR0002488,Product quality issues,2,pending,16.74,2024-06-25 20:00:08
RF0001486,PR0002553,Logistics / Unboxing issues,1,pending,11.96,2024-06-25 23:58:53
RF0001487,PR0002393,Product quality issues,2,pending,47.9,2024-06-20 14:16:56
RF0001488,PR0002493,7-day no-reason return (primary option),1,pending,11.96,2024-06-21 14:40:51
RF0001489,PR0002448,Item not as described,2,pending,23.92,2024-06-30 02:32:25
RF0001490,PR0002466,7-day no-reason return (primary option),1,pending,11.96,2024-06-18 01:10:15
RF0001491,PR0002405,Wrong/incorrect order fulfillment,1,pending,25.14,2024-06-18 23:47:52
RF0001492,PR0002342,Other personal reasons,1,pending,51.49,2024-06-29 03:30:28
RF0001493,PR0002526,Item not as described,1,pending,83.82,2024-06-16 03:53:25
RF0001494,PR0002413,Other personal reasons,1,pending,11.96,2024-06-16 06:04:06
RF0001495,PR0002359,7-day no-reason return (primary option),1,pending,11.96,2024-06-29 06:42:35
RF0001496,PR0002477,7-day no-reason return (primary option),1,pending,19.15,2024-06-20 15:16:31
RF0001497,PR0002544,7-day no-reason return (primary option),1,pending,23.94,2024-06-25 11:03:48
RF0001498,PR0002367,Product quality issues,1,pending,5.33,2024-06-16 18:14:43
RF0001499,PR0002593,7-day no-reason return (primary option),2,pending,408.58,2024-06-21 12:11:52
RF0001500,PR0002472,Product quality issues,1,pending,23.95,2024-06-19 04:40:53
RF0001501,PR0002643,Product quality issues,1,pending,47.89,2024-06-21 03:05:17
RF0001502,PR0002595,Item not as described,1,pending,19.15,2024-06-28 20:01:31
RF0001503,PR0002621,Wrong/incorrect order fulfillment,1,pending,3.57,2024-06-16 23:07:38
RF0001504,PR0002606,Logistics / Unboxing issues,1,pending,23.94,2024-06-16 07:38:57
RF0001505,PR0002572,Other personal reasons,1,pending,4.78,2024-06-21 06:20:47
RF0001506,PR0002385,7-day no-reason return (primary option),3,pending,35.88,2024-06-18 21:31:35
RF0001507,PR0002423,Item not as described,1,pending,20.95,2024-06-27 11:47:50
RF0001508,PR0002514,Wrong/incorrect order fulfillment,2,pending,554.74,2024-06-30 19:53:55
RF0001509,PR0002456,7-day no-reason return (primary option),2,pending,16.92,2024-06-23 23:32:49
RF0001510,PR0002590,7-day no-reason return (primary option),1,pending,53.88,2024-06-25 00:02:08
RF0001511,PR0002454,7-day no-reason return (primary option),1,pending,15.56,2024-06-30 21:39:45
RF0001512,PR0002537,7-day no-reason return (primary option),1,pending,7.17,2024-06-18 03:54:31
RF0001513,PR0002464,Wrong/incorrect order fulfillment,2,pending,21.54,2024-06-17 14:13:04
RF0001514,PR0002516,7-day no-reason return (primary option),2,pending,38.3,2024-06-25 10:34:17
RF0001515,PR0002653,Wrong/incorrect order fulfillment,1,pending,14.97,2024-06-20 04:21:37
RF0001516,PR0002504,Wrong/incorrect order fulfillment,1,pending,4.36,2024-06-23 13:01:19
RF0001517,PR0002541,Product quality issues,1,pending,12.89,2024-06-16 18:25:34
RF0001518,PR0002647,7-day no-reason return (primary option),1,pending,6.79,2024-06-16 18:32:06
RF0001519,PR0002452,7-day no-reason return (primary option),2,pending,76.64,2024-06-22 20:49:38
RF0001520,PR0002403,Product quality issues,2,pending,79.02,2024-06-30 03:54:28
RF0001521,PR0002520,Product quality issues,1,pending,0.96,2024-06-20 19:15:56
RF0001522,PR0002659,7-day no-reason return (primary option),1,pending,2.98,2024-06-29 11:20:41
RF0001523,PR0002612,Logistics / Unboxing issues,1,pending,10.77,2024-06-17 00:59:28
RF0001524,PR0002610,Logistics / Unboxing issues,1,pending,23.94,2024-06-29 10:51:09
RF0001525,PR0002648,Other personal reasons,1,pending,11.96,2024-06-21 04:21:43
RF0001526,PR0002566,Other personal reasons,1,pending,22.74,2024-06-25 08:25:57
RF0001527,PR0002629,7-day no-reason return (primary option),1,pending,23.94,2024-06-17 22:37:37
RF0001528,PR0002669,Logistics / Unboxing issues,1,pending,29.93,2024-06-19 09:47:28
RF0001529,PR0002588,Item not as described,2,pending,10.76,2024-06-23 20:43:10
RF0001530,PR0002518,7-day no-reason return (primary option),1,pending,47.84,2024-06-17 12:03:04
RF0001531,PR0002664,7-day no-reason return (primary option),1,pending,29.94,2024-06-25 03:28:39
RF0001532,PR0002688,Product quality issues,1,pending,4.07,2024-06-21 02:30:11
RF0001533,PR0002655,Other personal reasons,2,pending,19.14,2024-06-25 15:23:58
RF0001534,PR0002715,7-day no-reason return (primary option),1,pending,29.93,2024-06-28 04:20:17
RF0001535,PR0002577,7-day no-reason return (primary option),2,pending,9.56,2024-06-18 18:35:53
RF0001536,PR0002457,7-day no-reason return (primary option),1,pending,10.77,2024-06-29 12:10:13
RF0001537,PR0002432,7-day no-reason return (primary option),1,pending,9.57,2024-06-28 11:07:54
RF0001538,PR0002496,Item not as described,1,pending,11.86,2024-06-17 11:45:21
RF0001539,PR0002484,7-day no-reason return (primary option),1,pending,27.53,2024-06-28 02:44:47
RF0001540,PR0002438,Other personal reasons,2,pending,23.92,2024-06-16 12:24:09
RF0001541,PR0002708,7-day no-reason return (primary option),1,pending,71.84,2024-06-21 22:46:57
RF0001542,PR0002684,7-day no-reason return (primary option),1,pending,11.96,2024-06-21 09:00:16
RF0001543,PR0002583,Logistics / Unboxing issues,1,pending,43.1,2024-06-22 02:26:01
RF0001544,PR0002634,7-day no-reason return (primary option),1,pending,20.35,2024-06-30 07:05:18
RF0001545,PR0002730,7-day no-reason return (primary option),1,pending,7.17,2024-06-23 06:19:27
RF0001546,PR0002506,7-day no-reason return (primary option),1,pending,11.96,2024-06-16 05:53:01
RF0001547,PR0002575,Wrong/incorrect order fulfillment,1,pending,5.98,2024-06-16 06:25:13
RF0001548,PR0002701,Product quality issues,2,pending,16.74,2024-06-30 06:33:34
RF0001549,PR0002500,Product quality issues,1,pending,17.93,2024-06-24 18:33:01
RF0001550,PR0002576,Other personal reasons,1,pending,11.96,2024-06-26 15:38:23
RF0001551,PR0002743,Product quality issues,1,pending,17.84,2024-06-26 03:18:17
RF0001552,PR0002489,Logistics / Unboxing issues,2,pending,10.76,2024-06-28 06:32:43
RF0001553,PR0002628,Product quality issues,3,pending,35.88,2024-06-21 02:18:15
RF0001554,PR0002608,7-day no-reason return (primary option),3,pending,35.88,2024-06-21 15:17:49
RF0001555,PR0002458,Logistics / Unboxing issues,1,pending,11.96,2024-06-25 00:05:51
RF0001556,PR0002663,7-day no-reason return (primary option),2,pending,11.96,2024-06-17 21:16:57
RF0001557,PR0002639,7-day no-reason return (primary option),2,pending,4.76,2024-06-28 05:07:02
RF0001558,PR0002620,7-day no-reason return (primary option),1,pending,149.9,2024-06-29 07:45:43
RF0001559,PR0002468,Product quality issues,1,pending,3.58,2024-06-24 07:02:02
RF0001560,PR0002573,Logistics / Unboxing issues,1,pending,35.92,2024-06-22 22:32:42
RF0001561,PR0002536,Product quality issues,3,pending,35.88,2024-06-27 19:18:22
RF0001562,PR0002656,Product quality issues,1,pending,7.49,2024-06-28 16:11:52
RF0001563,PR0002755,7-day no-reason return (primary option),1,pending,7.17,2024-06-23 08:02:16
RF0001564,PR0002534,Item not as described,2,pending,172.4,2024-06-27 06:53:03
RF0001565,PR0002585,Wrong/incorrect order fulfillment,1,pending,23.93,2024-06-18 03:29:07
RF0001566,PR0002654,Product quality issues,1,pending,4.78,2024-06-29 11:21:55
RF0001567,PR0002766,Logistics / Unboxing issues,1,pending,9.34,2024-06-25 18:13:45
RF0001568,PR0002793,Logistics / Unboxing issues,2,pending,47.88,2024-06-17 05:46:48
RF0001569,PR0002578,Logistics / Unboxing issues,1,pending,7.17,2024-06-24 17:17:01
RF0001570,PR0002717,7-day no-reason return (primary option),3,pending,52.05,2024-06-20 18:42:51
RF0001571,PR0002624,Wrong/incorrect order fulfillment,2,pending,108.96,2024-06-23 19:35:32
RF0001572,PR0002727,7-day no-reason return (primary option),1,pending,10.3,2024-06-28 12:13:48
RF0001573,PR0002630,7-day no-reason return (primary option),1,pending,15.56,2024-06-17 14:08:06
RF0001574,PR0002749,7-day no-reason return (primary option),1,pending,21.56,2024-06-21 07:40:34
RF0001575,PR0002562,7-day no-reason return (primary option),1,pending,5.14,2024-06-24 11:45:35
RF0001576,PR0002670,7-day no-reason return (primary option),1,pending,11.96,2024-06-20 00:19:14
RF0001577,PR0002754,Wrong/incorrect order fulfillment,2,pending,119.74,2024-06-18 07:20:37
RF0001578,PR0002723,7-day no-reason return (primary option),1,pending,9.57,2024-06-23 06:57:08
RF0001579,PR0002618,Product quality issues,2,pending,35.9,2024-06-29 03:56:44
RF0001580,PR0002623,Logistics / Unboxing issues,1,pending,11.96,2024-06-21 18:36:44
RF0001581,PR0002607,7-day no-reason return (primary option),1,pending,30.25,2024-06-26 16:33:47
RF0001582,PR0002510,Logistics / Unboxing issues,1,pending,9.57,2024-06-30 06:33:13
RF0001583,PR0002816,Logistics / Unboxing issues,1,pending,1.44,2024-06-30 01:48:08
RF0001584,PR0002759,Product quality issues,1,pending,7.17,2024-06-17 04:35:23
RF0001585,PR0002601,Logistics / Unboxing issues,1,pending,27.53,2024-06-20 15:33:26
RF0001586,PR0002705,Other personal reasons,1,pending,7.17,2024-06-24 12:35:49
RF0001587,PR0002579,Product quality issues,1,pending,49.69,2024-06-20 07:30:22
RF0001588,PR0002689,7-day no-reason return (primary option),1,pending,14.37,2024-06-28 14:46:38
RF0001589,PR0002687,7-day no-reason return (primary option),1,pending,11.96,2024-06-29 10:51:05
RF0001590,PR0002604,Wrong/incorrect order fulfillment,1,pending,17.35,2024-06-22 07:38:07
RF0001591,PR0002555,Wrong/incorrect order fulfillment,1,pending,11.95,2024-06-23 18:07:11
RF0001592,PR0002645,Wrong/incorrect order fulfillment,1,pending,201.38,2024-06-25 12:35:41
RF0001593,PR0002806,Logistics / Unboxing issues,3,pending,35.85,2024-06-18 20:51:32
RF0001594,PR0002835,7-day no-reason return (primary option),3,pending,17.94,2024-06-28 04:50:58
RF0001595,PR0002581,Logistics / Unboxing issues,2,pending,119.74,2024-06-26 06:45:04
RF0001596,PR0002789,Other personal reasons,1,pending,11.96,2024-06-28 10:01:59
RF0001597,PR0002641,Logistics / Unboxing issues,2,pending,141.2,2024-06-18 12:41:41
RF0001598,PR0002681,7-day no-reason return (primary option),1,pending,23.94,2024-06-17 10:55:03
RF0001599,PR0002706,Wrong/incorrect order fulfillment,1,pending,11.96,2024-06-30 12:31:33
RF0001600,PR0002690,7-day no-reason return (primary option),1,pending,35.93,2024-06-21 19:37:29
RF0001601,PR0002642,Wrong/incorrect order fulfillment,1,pending,2.16,2024-06-24 15:43:43
RF0001602,PR0002797,7-day no-reason return (primary option),1,pending,366.41,2024-06-24 00:02:12
RF0001603,PR0002842,7-day no-reason return (primary option),1,pending,19.04,2024-06-26 04:28:58
RF0001604,PR0002778,7-day no-reason return (primary option),1,pending,15.56,2024-06-29 15:34:17
RF0001605,PR0002699,Other personal reasons,1,pending,50.06,2024-06-25 01:01:28
RF0001606,PR0002761,7-day no-reason return (primary option),1,pending,3.59,2024-06-20 01:34:58
RF0001607,PR0002667,7-day no-reason return (primary option),3,pending,53.88,2024-06-18 10:52:06
RF0001608,PR0002785,Wrong/incorrect order fulfillment,3,pending,3765.03,2024-06-22 00:14:54
RF0001609,PR0002847,Product quality issues,1,pending,38.3,2024-06-24 23:57:47
RF0001610,PR0002580,Logistics / Unboxing issues,1,pending,10.78,2024-06-28 19:33:23
RF0001611,PR0002603,Other personal reasons,1,pending,11.96,2024-06-27 16:48:20
RF0001612,PR0002619,Logistics / Unboxing issues,1,pending,11.96,2024-06-17 04:22:52
RF0001613,PR0002649,Product quality issues,1,pending,21.5,2024-06-28 16:15:37
RF0001614,PR0002768,Logistics / Unboxing issues,1,pending,13.16,2024-06-24 09:36:57
RF0001615,PR0002846,Other personal reasons,1,pending,53.88,2024-06-24 19:08:16
RF0001616,PR0002657,Product quality issues,3,pending,89.79,2024-06-23 17:38:52
RF0001617,PR0002589,7-day no-reason return (primary option),1,pending,13.16,2024-06-23 14:09:19
RF0001618,PR0002615,7-day no-reason return (primary option),2,pending,35.9,2024-06-16 13:53:44
RF0001619,PR0002672,Product quality issues,1,pending,47.89,2024-06-17 10:23:48
RF0001620,PR0002802,Wrong/incorrect order fulfillment,1,pending,11.35,2024-06-29 17:42:19
RF0001621,PR0002756,7-day no-reason return (primary option),1,pending,17.95,2024-06-19 22:45:55
RF0001622,PR0002861,Other personal reasons,4,pending,2395.2,2024-06-28 20:19:07
RF0001623,PR0002851,7-day no-reason return (primary option),1,pending,148.1,2024-06-25 03:41:33
RF0001624,PR0002803,7-day no-reason return (primary option),1,pending,23.94,2024-06-16 23:27:36
RF0001625,PR0002679,Product quality issues,1,pending,11.96,2024-06-24 22:50:32
RF0001626,PR0002685,Logistics / Unboxing issues,1,pending,29.94,2024-06-26 08:06:50
RF0001627,PR0002779,Product quality issues,1,pending,50.24,2024-06-22 02:48:48
RF0001628,PR0002781,7-day no-reason return (primary option),1,pending,87.31,2024-06-29 08:41:22
RF0001629,PR0002868,Item not as described,1,pending,11.96,2024-06-19 01:33:50
RF0001630,PR0002616,7-day no-reason return (primary option),2,pending,14.34,2024-06-19 06:30:02
RF0001631,PR0002771,Logistics / Unboxing issues,1,pending,15.45,2024-06-30 18:00:39
RF0001632,PR0002716,Product quality issues,1,pending,9.57,2024-06-20 18:28:21
RF0001633,PR0002597,Wrong/incorrect order fulfillment,2,pending,11.96,2024-06-27 18:16:29
RF0001634,PR0002848,7-day no-reason return (primary option),1,pending,17.95,2024-06-16 01:44:42
RF0001635,PR0002776,Logistics / Unboxing issues,1,pending,16.74,2024-06-17 23:28:11
RF0001636,PR0002813,7-day no-reason return (primary option),1,pending,5.57,2024-06-22 16:08:33
RF0001637,PR0002919,7-day no-reason return (primary option),1,pending,11.96,2024-06-18 11:26:53
RF0001638,PR0002843,7-day no-reason return (primary option),1,pending,4.18,2024-06-30 05:02:19
RF0001639,PR0002883,7-day no-reason return (primary option),1,pending,13.16,2024-06-17 10:48:02
RF0001640,PR0002828,Item not as described,1,pending,81.43,2024-06-19 13:28:17
RF0001641,PR0002733,7-day no-reason return (primary option),1,pending,11.96,2024-06-28 09:40:11
RF0001642,PR0002930,Logistics / Unboxing issues,1,pending,9.34,2024-06-24 01:19:10
