action_id,refund_id,actor_customer_id,actor_seller_id,actor_admin_id,action_type,action_time
RA0001223,RF0001223,C00275,,,submit,2024-06-25 17:55:54
RA0001224,RF0001224,C02594,,,submit,2024-06-18 05:07:36
RA0001225,RF0001225,C06330,,,submit,2024-06-21 14:26:38
RA0001226,RF0001226,C03022,,,submit,2024-06-30 09:11:25
RA0001227,RF0001227,C03136,,,submit,2024-06-26 04:59:26
RA0001228,RF0001228,C04003,,,submit,2024-06-28 14:37:26
RA0001229,RF0001229,C01078,,,submit,2024-06-18 14:59:33
RA0001230,RF0001230,C03831,,,submit,2024-06-24 05:53:41
RA0001231,RF0001231,C02502,,,submit,2024-06-22 06:03:33
RA0001232,RF0001232,C04685,,,submit,2024-06-20 14:16:15
RA0001233,RF0001233,C00490,,,submit,2024-06-17 11:03:10
RA0001234,RF0001234,C00462,,,submit,2024-06-21 04:00:31
RA0001235,RF0001235,C04599,,,submit,2024-06-28 08:05:12
RA0001236,RF0001236,C06404,,,submit,2024-06-19 09:00:41
RA0001237,RF0001237,C03843,,,submit,2024-06-24 21:54:08
RA0001238,RF0001238,C02641,,,submit,2024-06-28 02:32:45
RA0001239,RF0001239,C02516,,,submit,2024-06-29 07:16:14
RA0001240,RF0001240,C01731,,,submit,2024-06-28 20:48:32
RA0001241,RF0001241,C01472,,,submit,2024-06-26 13:04:58
RA0001242,RF0001242,C04825,,,submit,2024-06-30 03:10:02
RA0001243,RF0001243,C03182,,,submit,2024-06-28 17:31:37
RA0001244,RF0001244,C06012,,,submit,2024-06-26 18:49:46
RA0001245,RF0001245,C01079,,,submit,2024-06-16 06:46:49
RA0001246,RF0001246,C05159,,,submit,2024-06-27 05:36:25
RA0001247,RF0001247,C00944,,,submit,2024-06-29 00:28:34
RA0001248,RF0001248,C03199,,,submit,2024-06-25 03:48:17
RA0001249,RF0001249,C01102,,,submit,2024-06-22 19:40:31
RA0001250,RF0001250,C04740,,,submit,2024-06-21 17:06:41
RA0001251,RF0001251,C04833,,,submit,2024-06-27 16:22:22
RA0001252,RF0001252,C00180,,,submit,2024-06-24 22:35:08
RA0001253,RF0001253,C05312,,,submit,2024-06-26 13:30:00
RA0001254,RF0001254,C01504,,,submit,2024-06-22 06:33:38
RA0001255,RF0001255,C04787,,,submit,2024-06-25 06:43:21
RA0001256,RF0001256,C01323,,,submit,2024-06-24 00:05:13
RA0001257,RF0001257,C00725,,,submit,2024-06-27 19:07:52
RA0001258,RF0001258,C04764,,,submit,2024-06-30 18:56:26
RA0001259,RF0001259,C02264,,,submit,2024-06-18 20:19:53
RA0001260,RF0001260,C04338,,,submit,2024-06-28 18:03:41
RA0001261,RF0001261,C02111,,,submit,2024-06-20 06:15:58
RA0001262,RF0001262,C02029,,,submit,2024-06-18 22:46:31
RA0001263,RF0001263,C00714,,,submit,2024-06-16 13:25:41
RA0001264,RF0001264,C02556,,,submit,2024-06-20 02:02:10
RA0001265,RF0001265,C04522,,,submit,2024-06-18 00:05:14
RA0001266,RF0001266,C05609,,,submit,2024-06-16 14:49:43
RA0001267,RF0001267,C05172,,,submit,2024-06-30 19:21:13
RA0001268,RF0001268,C04911,,,submit,2024-06-25 07:50:40
RA0001269,RF0001269,C02290,,,submit,2024-06-23 17:39:07
RA0001270,RF0001270,C02655,,,submit,2024-06-19 16:47:35
RA0001271,RF0001271,C05170,,,submit,2024-06-21 11:36:01
RA0001272,RF0001272,C02329,,,submit,2024-06-19 04:20:48
RA0001273,RF0001273,C03426,,,submit,2024-06-27 19:51:26
RA0001274,RF0001274,C01058,,,submit,2024-06-20 13:13:13
RA0001275,RF0001275,C01786,,,submit,2024-06-30 17:12:11
RA0001276,RF0001276,C05055,,,submit,2024-06-29 11:34:33
RA0001277,RF0001277,C04053,,,submit,2024-06-30 20:39:55
RA0001278,RF0001278,C06103,,,submit,2024-06-25 09:51:28
RA0001279,RF0001279,C06004,,,submit,2024-06-16 02:29:25
RA0001280,RF0001280,C01417,,,submit,2024-06-22 12:07:08
RA0001281,RF0001281,C00263,,,submit,2024-06-17 13:45:51
RA0001282,RF0001282,C05414,,,submit,2024-06-29 18:15:34
RA0001283,RF0001283,C04380,,,submit,2024-06-21 09:52:40
RA0001284,RF0001284,C02042,,,submit,2024-06-22 08:57:04
RA0001285,RF0001285,C04251,,,submit,2024-06-18 17:30:58
RA0001286,RF0001286,C00226,,,submit,2024-06-17 17:32:31
RA0001287,RF0001287,C05410,,,submit,2024-06-23 03:22:49
RA0001288,RF0001288,C00658,,,submit,2024-06-24 03:08:23
RA0001289,RF0001289,C02781,,,submit,2024-06-25 08:48:26
RA0001290,RF0001290,C01532,,,submit,2024-06-27 17:46:35
RA0001291,RF0001291,C05415,,,submit,2024-06-24 08:44:36
RA0001292,RF0001292,C04704,,,submit,2024-06-16 05:33:24
RA0001293,RF0001293,C02742,,,submit,2024-06-17 01:31:10
RA0001294,RF0001294,C02092,,,submit,2024-06-22 12:28:42
RA0001295,RF0001295,C04053,,,submit,2024-06-17 17:04:03
RA0001296,RF0001296,C05525,,,submit,2024-06-26 07:01:16
RA0001297,RF0001297,C03929,,,submit,2024-06-28 15:00:06
RA0001298,RF0001298,C02149,,,submit,2024-06-17 15:32:27
RA0001299,RF0001299,C02897,,,submit,2024-06-20 20:20:15
RA0001300,RF0001300,C01166,,,submit,2024-06-23 01:13:10
RA0001301,RF0001301,C06007,,,submit,2024-06-27 08:58:04
RA0001302,RF0001302,C00433,,,submit,2024-06-16 19:09:05
RA0001303,RF0001303,C03823,,,submit,2024-06-17 09:12:28
RA0001304,RF0001304,C05704,,,submit,2024-06-28 13:26:54
RA0001305,RF0001305,C05807,,,submit,2024-06-21 15:48:07
RA0001306,RF0001306,C02265,,,submit,2024-06-24 15:11:39
RA0001307,RF0001307,C02787,,,submit,2024-06-18 00:12:13
RA0001308,RF0001308,C01534,,,submit,2024-06-24 06:48:07
RA0001309,RF0001309,C05078,,,submit,2024-06-17 08:15:38
RA0001310,RF0001310,C00386,,,submit,2024-06-22 04:52:06
RA0001311,RF0001311,C00257,,,submit,2024-06-30 19:10:28
RA0001312,RF0001312,C00329,,,submit,2024-06-24 03:40:06
RA0001313,RF0001313,C00845,,,submit,2024-06-26 07:57:16
RA0001314,RF0001314,C03577,,,submit,2024-06-21 02:36:51
RA0001315,RF0001315,C03641,,,submit,2024-06-24 08:11:10
RA0001316,RF0001316,C03143,,,submit,2024-06-29 19:20:43
RA0001317,RF0001317,C01034,,,submit,2024-06-21 16:39:39
RA0001318,RF0001318,C05992,,,submit,2024-06-19 03:59:32
RA0001319,RF0001319,C01430,,,submit,2024-06-19 04:24:04
RA0001320,RF0001320,C02228,,,submit,2024-06-26 22:39:21
RA0001321,RF0001321,C01603,,,submit,2024-06-20 23:46:46
RA0001322,RF0001322,C00807,,,submit,2024-06-27 16:01:09
RA0001323,RF0001323,C05539,,,submit,2024-06-30 04:06:26
RA0001324,RF0001324,C03871,,,submit,2024-06-22 18:47:37
RA0001325,RF0001325,C02720,,,submit,2024-06-24 09:18:27
RA0001326,RF0001326,C04561,,,submit,2024-06-16 15:53:39
RA0001327,RF0001327,C05596,,,submit,2024-06-25 10:56:28
RA0001328,RF0001328,C01359,,,submit,2024-06-18 07:43:21
RA0001329,RF0001329,C02190,,,submit,2024-06-17 03:40:58
RA0001330,RF0001330,C01826,,,submit,2024-06-30 02:25:48
RA0001331,RF0001331,C04762,,,submit,2024-06-29 13:52:59
RA0001332,RF0001332,C03922,,,submit,2024-06-30 22:09:22
RA0001333,RF0001333,C05739,,,submit,2024-06-17 23:26:23
RA0001334,RF0001334,C06186,,,submit,2024-06-20 23:58:15
RA0001335,RF0001335,C02628,,,submit,2024-06-29 09:43:40
RA0001336,RF0001336,C03270,,,submit,2024-06-28 01:09:28
RA0001337,RF0001337,C02749,,,submit,2024-06-28 19:26:58
RA0001338,RF0001338,C05498,,,submit,2024-06-28 03:36:16
RA0001339,RF0001339,C05111,,,submit,2024-06-18 16:28:03
RA0001340,RF0001340,C01112,,,submit,2024-06-16 04:45:51
RA0001341,RF0001341,C02835,,,submit,2024-06-18 07:15:51
RA0001342,RF0001342,C04234,,,submit,2024-06-19 16:56:39
RA0001343,RF0001343,C01738,,,submit,2024-06-30 10:50:09
RA0001344,RF0001344,C05065,,,submit,2024-06-20 15:16:27
RA0001345,RF0001345,C03378,,,submit,2024-06-21 09:53:19
RA0001346,RF0001346,C00008,,,submit,2024-06-30 04:23:22
RA0001347,RF0001347,C00781,,,submit,2024-06-29 04:27:01
RA0001348,RF0001348,C04744,,,submit,2024-06-20 06:49:33
RA0001349,RF0001349,C04434,,,submit,2024-06-22 05:08:36
RA0001350,RF0001350,C05618,,,submit,2024-06-22 14:07:34
RA0001351,RF0001351,C04118,,,submit,2024-06-22 16:20:21
RA0001352,RF0001352,C01891,,,submit,2024-06-30 17:06:35
RA0001353,RF0001353,C06350,,,submit,2024-06-23 16:32:04
RA0001354,RF0001354,C01543,,,submit,2024-06-17 02:50:08
RA0001355,RF0001355,C01932,,,submit,2024-06-29 07:27:51
RA0001356,RF0001356,C04223,,,submit,2024-06-27 13:21:59
RA0001357,RF0001357,C00720,,,submit,2024-06-30 20:25:25
RA0001358,RF0001358,C01930,,,submit,2024-06-16 15:26:36
RA0001359,RF0001359,C00636,,,submit,2024-06-19 08:53:25
RA0001360,RF0001360,C04123,,,submit,2024-06-30 10:11:07
RA0001361,RF0001361,C02519,,,submit,2024-06-28 10:36:44
RA0001362,RF0001362,C01671,,,submit,2024-06-30 07:10:13
RA0001363,RF0001363,C00495,,,submit,2024-06-20 20:55:42
RA0001364,RF0001364,C03035,,,submit,2024-06-24 17:12:22
RA0001365,RF0001365,C02790,,,submit,2024-06-19 09:04:31
RA0001366,RF0001366,C01168,,,submit,2024-06-26 15:42:39
RA0001367,RF0001367,C00120,,,submit,2024-06-17 19:25:35
RA0001368,RF0001368,C00044,,,submit,2024-06-16 10:03:01
RA0001369,RF0001369,C02770,,,submit,2024-06-18 05:38:39
RA0001370,RF0001370,C04649,,,submit,2024-06-26 16:22:40
RA0001371,RF0001371,C00507,,,submit,2024-06-19 01:26:32
RA0001372,RF0001372,C03214,,,submit,2024-06-23 05:41:04
RA0001373,RF0001373,C05678,,,submit,2024-06-29 11:04:20
RA0001374,RF0001374,C03893,,,submit,2024-06-17 05:45:08
RA0001375,RF0001375,C00462,,,submit,2024-06-19 10:47:10
RA0001376,RF0001376,C04438,,,submit,2024-06-18 06:36:23
RA0001377,RF0001377,C00856,,,submit,2024-06-28 09:30:29
RA0001378,RF0001378,C05532,,,submit,2024-06-21 15:02:32
RA0001379,RF0001379,C01756,,,submit,2024-06-18 19:53:24
RA0001380,RF0001380,C06219,,,submit,2024-06-24 09:15:08
RA0001381,RF0001381,C02508,,,submit,2024-06-24 01:54:41
RA0001382,RF0001382,C04883,,,submit,2024-06-21 16:23:41
RA0001383,RF0001383,C05301,,,submit,2024-06-25 03:39:17
RA0001384,RF0001384,C04250,,,submit,2024-06-22 02:14:05
RA0001385,RF0001385,C00817,,,submit,2024-06-16 10:04:26
RA0001386,RF0001386,C03921,,,submit,2024-06-25 18:49:59
RA0001387,RF0001387,C01208,,,submit,2024-06-29 20:14:53
RA0001388,RF0001388,C05544,,,submit,2024-06-23 16:03:24
RA0001389,RF0001389,C04092,,,submit,2024-06-26 04:57:06
RA0001390,RF0001390,C05006,,,submit,2024-06-21 11:32:26
RA0001391,RF0001391,C04254,,,submit,2024-06-21 06:27:44
RA0001392,RF0001392,C05671,,,submit,2024-06-29 04:33:32
RA0001393,RF0001393,C04300,,,submit,2024-06-22 10:42:42
RA0001394,RF0001394,C01636,,,submit,2024-06-18 07:55:44
RA0001395,RF0001395,C02724,,,submit,2024-06-29 14:11:26
RA0001396,RF0001396,C04791,,,submit,2024-06-22 19:07:08
RA0001397,RF0001397,C04130,,,submit,2024-06-16 07:42:25
RA0001398,RF0001398,C04577,,,submit,2024-06-25 15:54:56
RA0001399,RF0001399,C04319,,,submit,2024-06-28 09:11:41
RA0001400,RF0001400,C04874,,,submit,2024-06-29 15:12:50
RA0001401,RF0001401,C03062,,,submit,2024-06-22 23:25:56
RA0001402,RF0001402,C05237,,,submit,2024-06-20 01:41:21
RA0001403,RF0001403,C05293,,,submit,2024-06-30 04:47:15
RA0001404,RF0001404,C05433,,,submit,2024-06-21 19:25:01
RA0001405,RF0001405,C03752,,,submit,2024-06-27 21:58:38
RA0001406,RF0001406,C04068,,,submit,2024-06-19 11:33:52
RA0001407,RF0001407,C01720,,,submit,2024-06-27 19:23:54
RA0001408,RF0001408,C00965,,,submit,2024-06-20 05:46:44
RA0001409,RF0001409,C01134,,,submit,2024-06-22 11:45:54
RA0001410,RF0001410,C00083,,,submit,2024-06-23 07:18:21
RA0001411,RF0001411,C03148,,,submit,2024-06-30 13:47:22
RA0001412,RF0001412,C00164,,,submit,2024-06-20 09:44:19
RA0001413,RF0001413,C03812,,,submit,2024-06-28 17:26:54
RA0001414,RF0001414,C02830,,,submit,2024-06-22 07:38:02
RA0001415,RF0001415,C05870,,,submit,2024-06-18 19:10:11
RA0001416,RF0001416,C05259,,,submit,2024-06-19 05:11:21
RA0001417,RF0001417,C03504,,,submit,2024-06-18 04:01:57
RA0001418,RF0001418,C02197,,,submit,2024-06-25 15:08:12
RA0001419,RF0001419,C01404,,,submit,2024-06-30 04:13:17
RA0001420,RF0001420,C05385,,,submit,2024-06-19 15:42:02
RA0001421,RF0001421,C01630,,,submit,2024-06-18 19:00:53
RA0001422,RF0001422,C04653,,,submit,2024-06-20 09:58:00
RA0001423,RF0001423,C00016,,,submit,2024-06-30 11:24:55
RA0001424,RF0001424,C02661,,,submit,2024-06-19 18:35:51
RA0001425,RF0001425,C04544,,,submit,2024-06-16 04:03:38
RA0001426,RF0001426,C05375,,,submit,2024-06-28 17:46:32
RA0001427,RF0001427,C00116,,,submit,2024-06-18 00:40:22
RA0001428,RF0001428,C04003,,,submit,2024-06-19 13:06:50
RA0001429,RF0001429,C02486,,,submit,2024-06-25 06:58:15
RA0001430,RF0001430,C04247,,,submit,2024-06-30 21:16:20
RA0001431,RF0001431,C04734,,,submit,2024-06-23 01:50:18
RA0001432,RF0001432,C04275,,,submit,2024-06-20 19:08:34
RA0001433,RF0001433,C05911,,,submit,2024-06-21 06:36:43
RA0001434,RF0001434,C04387,,,submit,2024-06-22 19:37:32
RA0001435,RF0001435,C05109,,,submit,2024-06-30 05:13:46
RA0001436,RF0001436,C03267,,,submit,2024-06-24 03:15:41
RA0001437,RF0001437,C00764,,,submit,2024-06-26 22:43:14
RA0001438,RF0001438,C00669,,,submit,2024-06-19 00:23:04
RA0001439,RF0001439,C00020,,,submit,2024-06-18 18:03:51
RA0001440,RF0001440,C03100,,,submit,2024-06-16 06:18:59
RA0001441,RF0001441,C06192,,,submit,2024-06-27 13:32:27
RA0001442,RF0001442,C05782,,,submit,2024-06-23 05:07:56
RA0001443,RF0001443,C00298,,,submit,2024-06-20 09:38:25
RA0001444,RF0001444,C06119,,,submit,2024-06-24 20:30:22
RA0001445,RF0001445,C06355,,,submit,2024-06-19 21:57:54
RA0001446,RF0001446,C01172,,,submit,2024-06-29 07:00:31
RA0001447,RF0001447,C04751,,,submit,2024-06-16 06:52:45
RA0001448,RF0001448,C03345,,,submit,2024-06-22 17:58:49
RA0001449,RF0001449,C00104,,,submit,2024-06-21 12:24:24
RA0001450,RF0001450,C00845,,,submit,2024-06-21 15:43:18
RA0001451,RF0001451,C06350,,,submit,2024-06-29 01:21:13
RA0001452,RF0001452,C01738,,,submit,2024-06-18 11:19:13
RA0001453,RF0001453,C05402,,,submit,2024-06-24 21:57:13
RA0001454,RF0001454,C06330,,,submit,2024-06-16 17:34:42
RA0001455,RF0001455,C02502,,,submit,2024-06-18 21:01:56
RA0001456,RF0001456,C03804,,,submit,2024-06-29 05:05:35
RA0001457,RF0001457,C04271,,,submit,2024-06-19 23:57:02
RA0001458,RF0001458,C05652,,,submit,2024-06-22 21:24:02
RA0001459,RF0001459,C04024,,,submit,2024-06-19 12:20:57
RA0001460,RF0001460,C03539,,,submit,2024-06-25 11:29:46
RA0001461,RF0001461,C03010,,,submit,2024-06-21 21:50:15
RA0001462,RF0001462,C02489,,,submit,2024-06-27 07:27:00
RA0001463,RF0001463,C03998,,,submit,2024-06-17 19:51:18
RA0001464,RF0001464,C01242,,,submit,2024-06-29 16:20:07
RA0001465,RF0001465,C04378,,,submit,2024-06-30 18:30:52
RA0001466,RF0001466,C01289,,,submit,2024-06-16 17:12:07
RA0001467,RF0001467,C02112,,,submit,2024-06-27 08:54:05
RA0001468,RF0001468,C04686,,,submit,2024-06-22 13:12:41
RA0001469,RF0001469,C01676,,,submit,2024-06-24 07:14:49
RA0001470,RF0001470,C02431,,,submit,2024-06-18 12:15:21
RA0001471,RF0001471,C01784,,,submit,2024-06-19 00:52:25
RA0001472,RF0001472,C06492,,,submit,2024-06-20 09:47:11
RA0001473,RF0001473,C06378,,,submit,2024-06-24 06:31:56
RA0001474,RF0001474,C03037,,,submit,2024-06-21 08:32:19
RA0001475,RF0001475,C04436,,,submit,2024-06-18 17:38:08
RA0001476,RF0001476,C02755,,,submit,2024-06-24 19:13:36
RA0001477,RF0001477,C01343,,,submit,2024-06-16 10:24:34
RA0001478,RF0001478,C01530,,,submit,2024-06-21 08:59:40
RA0001479,RF0001479,C02959,,,submit,2024-06-20 14:19:49
RA0001480,RF0001480,C04422,,,submit,2024-06-18 15:05:33
RA0001481,RF0001481,C01224,,,submit,2024-06-21 01:22:21
RA0001482,RF0001482,C03003,,,submit,2024-06-20 11:20:09
RA0001483,RF0001483,C03020,,,submit,2024-06-16 17:08:54
RA0001484,RF0001484,C00926,,,submit,2024-06-29 07:26:41
RA0001485,RF0001485,C01094,,,submit,2024-06-25 20:00:08
RA0001486,RF0001486,C01736,,,submit,2024-06-25 23:58:53
RA0001487,RF0001487,C02925,,,submit,2024-06-20 14:16:56
RA0001488,RF0001488,C04743,,,submit,2024-06-21 14:40:51
RA0001489,RF0001489,C03176,,,submit,2024-06-30 02:32:25
RA0001490,RF0001490,C03675,,,submit,2024-06-18 01:10:15
RA0001491,RF0001491,C00035,,,submit,2024-06-18 23:47:52
RA0001492,RF0001492,C00138,,,submit,2024-06-29 03:30:28
RA0001493,RF0001493,C02525,,,submit,2024-06-16 03:53:25
RA0001494,RF0001494,C02468,,,submit,2024-06-16 06:04:06
RA0001495,RF0001495,C06419,,,submit,2024-06-29 06:42:35
RA0001496,RF0001496,C03630,,,submit,2024-06-20 15:16:31
RA0001497,RF0001497,C02650,,,submit,2024-06-25 11:03:48
RA0001498,RF0001498,C05709,,,submit,2024-06-16 18:14:43
RA0001499,RF0001499,C01779,,,submit,2024-06-21 12:11:52
RA0001500,RF0001500,C05909,,,submit,2024-06-19 04:40:53
RA0001501,RF0001501,C04223,,,submit,2024-06-21 03:05:17
RA0001502,RF0001502,C00572,,,submit,2024-06-28 20:01:31
RA0001503,RF0001503,C00807,,,submit,2024-06-16 23:07:38
RA0001504,RF0001504,C05127,,,submit,2024-06-16 07:38:57
RA0001505,RF0001505,C06111,,,submit,2024-06-21 06:20:47
RA0001506,RF0001506,C02651,,,submit,2024-06-18 21:31:35
RA0001507,RF0001507,C03995,,,submit,2024-06-27 11:47:50
RA0001508,RF0001508,C02578,,,submit,2024-06-30 19:53:55
RA0001509,RF0001509,C00795,,,submit,2024-06-23 23:32:49
RA0001510,RF0001510,C04503,,,submit,2024-06-25 00:02:08
RA0001511,RF0001511,C04617,,,submit,2024-06-30 21:39:45
RA0001512,RF0001512,C00107,,,submit,2024-06-18 03:54:31
RA0001513,RF0001513,C05539,,,submit,2024-06-17 14:13:04
RA0001514,RF0001514,C03863,,,submit,2024-06-25 10:34:17
RA0001515,RF0001515,C01061,,,submit,2024-06-20 04:21:37
RA0001516,RF0001516,C05844,,,submit,2024-06-23 13:01:19
RA0001517,RF0001517,C05766,,,submit,2024-06-16 18:25:34
RA0001518,RF0001518,C01027,,,submit,2024-06-16 18:32:06
RA0001519,RF0001519,C03721,,,submit,2024-06-22 20:49:38
RA0001520,RF0001520,C02910,,,submit,2024-06-30 03:54:28
RA0001521,RF0001521,C05424,,,submit,2024-06-20 19:15:56
RA0001522,RF0001522,C02373,,,submit,2024-06-29 11:20:41
RA0001523,RF0001523,C01567,,,submit,2024-06-17 00:59:28
RA0001524,RF0001524,C01436,,,submit,2024-06-29 10:51:09
RA0001525,RF0001525,C03312,,,submit,2024-06-21 04:21:43
RA0001526,RF0001526,C04165,,,submit,2024-06-25 08:25:57
RA0001527,RF0001527,C06055,,,submit,2024-06-17 22:37:37
RA0001528,RF0001528,C02365,,,submit,2024-06-19 09:47:28
RA0001529,RF0001529,C03033,,,submit,2024-06-23 20:43:10
RA0001530,RF0001530,C02536,,,submit,2024-06-17 12:03:04
RA0001531,RF0001531,C01126,,,submit,2024-06-25 03:28:39
RA0001532,RF0001532,C05924,,,submit,2024-06-21 02:30:11
RA0001533,RF0001533,C00310,,,submit,2024-06-25 15:23:58
RA0001534,RF0001534,C00976,,,submit,2024-06-28 04:20:17
RA0001535,RF0001535,C01491,,,submit,2024-06-18 18:35:53
RA0001536,RF0001536,C05599,,,submit,2024-06-29 12:10:13
RA0001537,RF0001537,C00840,,,submit,2024-06-28 11:07:54
RA0001538,RF0001538,C00212,,,submit,2024-06-17 11:45:21
RA0001539,RF0001539,C01209,,,submit,2024-06-28 02:44:47
RA0001540,RF0001540,C04849,,,submit,2024-06-16 12:24:09
RA0001541,RF0001541,C02435,,,submit,2024-06-21 22:46:57
RA0001542,RF0001542,C04215,,,submit,2024-06-21 09:00:16
RA0001543,RF0001543,C01364,,,submit,2024-06-22 02:26:01
RA0001544,RF0001544,C01961,,,submit,2024-06-30 07:05:18
RA0001545,RF0001545,C03313,,,submit,2024-06-23 06:19:27
RA0001546,RF0001546,C06255,,,submit,2024-06-16 05:53:01
RA0001547,RF0001547,C00525,,,submit,2024-06-16 06:25:13
RA0001548,RF0001548,C03914,,,submit,2024-06-30 06:33:34
RA0001549,RF0001549,C05790,,,submit,2024-06-24 18:33:01
RA0001550,RF0001550,C01708,,,submit,2024-06-26 15:38:23
RA0001551,RF0001551,C03169,,,submit,2024-06-26 03:18:17
RA0001552,RF0001552,C00949,,,submit,2024-06-28 06:32:43
RA0001553,RF0001553,C02526,,,submit,2024-06-21 02:18:15
RA0001554,RF0001554,C02941,,,submit,2024-06-21 15:17:49
RA0001555,RF0001555,C00640,,,submit,2024-06-25 00:05:51
RA0001556,RF0001556,C01924,,,submit,2024-06-17 21:16:57
RA0001557,RF0001557,C00181,,,submit,2024-06-28 05:07:02
RA0001558,RF0001558,C03433,,,submit,2024-06-29 07:45:43
RA0001559,RF0001559,C03717,,,submit,2024-06-24 07:02:02
RA0001560,RF0001560,C05315,,,submit,2024-06-22 22:32:42
RA0001561,RF0001561,C02750,,,submit,2024-06-27 19:18:22
RA0001562,RF0001562,C05171,,,submit,2024-06-28 16:11:52
RA0001563,RF0001563,C00274,,,submit,2024-06-23 08:02:16
RA0001564,RF0001564,C02623,,,submit,2024-06-27 06:53:03
RA0001565,RF0001565,C01747,,,submit,2024-06-18 03:29:07
RA0001566,RF0001566,C01450,,,submit,2024-06-29 11:21:55
RA0001567,RF0001567,C03598,,,submit,2024-06-25 18:13:45
RA0001568,RF0001568,C00993,,,submit,2024-06-17 05:46:48
RA0001569,RF0001569,C01157,,,submit,2024-06-24 17:17:01
RA0001570,RF0001570,C02560,,,submit,2024-06-20 18:42:51
RA0001571,RF0001571,C05259,,,submit,2024-06-23 19:35:32
RA0001572,RF0001572,C04918,,,submit,2024-06-28 12:13:48
RA0001573,RF0001573,C02432,,,submit,2024-06-17 14:08:06
RA0001574,RF0001574,C05517,,,submit,2024-06-21 07:40:34
RA0001575,RF0001575,C00003,,,submit,2024-06-24 11:45:35
RA0001576,RF0001576,C00677,,,submit,2024-06-20 00:19:14
RA0001577,RF0001577,C04312,,,submit,2024-06-18 07:20:37
RA0001578,RF0001578,C05437,,,submit,2024-06-23 06:57:08
RA0001579,RF0001579,C04469,,,submit,2024-06-29 03:56:44
RA0001580,RF0001580,C02656,,,submit,2024-06-21 18:36:44
RA0001581,RF0001581,C04028,,,submit,2024-06-26 16:33:47
RA0001582,RF0001582,C01514,,,submit,2024-06-30 06:33:13
RA0001583,RF0001583,C06299,,,submit,2024-06-30 01:48:08
RA0001584,RF0001584,C03373,,,submit,2024-06-17 04:35:23
RA0001585,RF0001585,C05571,,,submit,2024-06-20 15:33:26
RA0001586,RF0001586,C04989,,,submit,2024-06-24 12:35:49
RA0001587,RF0001587,C00044,,,submit,2024-06-20 07:30:22
RA0001588,RF0001588,C00204,,,submit,2024-06-28 14:46:38
RA0001589,RF0001589,C06037,,,submit,2024-06-29 10:51:05
RA0001590,RF0001590,C06085,,,submit,2024-06-22 07:38:07
RA0001591,RF0001591,C02640,,,submit,2024-06-23 18:07:11
RA0001592,RF0001592,C02166,,,submit,2024-06-25 12:35:41
RA0001593,RF0001593,C04754,,,submit,2024-06-18 20:51:32
RA0001594,RF0001594,C05491,,,submit,2024-06-28 04:50:58
RA0001595,RF0001595,C00932,,,submit,2024-06-26 06:45:04
RA0001596,RF0001596,C05643,,,submit,2024-06-28 10:01:59
RA0001597,RF0001597,C03387,,,submit,2024-06-18 12:41:41
RA0001598,RF0001598,C03382,,,submit,2024-06-17 10:55:03
RA0001599,RF0001599,C04072,,,submit,2024-06-30 12:31:33
RA0001600,RF0001600,C02343,,,submit,2024-06-21 19:37:29
RA0001601,RF0001601,C04595,,,submit,2024-06-24 15:43:43
RA0001602,RF0001602,C04130,,,submit,2024-06-24 00:02:12
RA0001603,RF0001603,C01656,,,submit,2024-06-26 04:28:58
RA0001604,RF0001604,C03081,,,submit,2024-06-29 15:34:17
RA0001605,RF0001605,C00633,,,submit,2024-06-25 01:01:28
RA0001606,RF0001606,C04849,,,submit,2024-06-20 01:34:58
RA0001607,RF0001607,C00607,,,submit,2024-06-18 10:52:06
RA0001608,RF0001608,C00980,,,submit,2024-06-22 00:14:54
RA0001609,RF0001609,C06313,,,submit,2024-06-24 23:57:47
RA0001610,RF0001610,C01151,,,submit,2024-06-28 19:33:23
RA0001611,RF0001611,C04302,,,submit,2024-06-27 16:48:20
RA0001612,RF0001612,C04167,,,submit,2024-06-17 04:22:52
RA0001613,RF0001613,C01063,,,submit,2024-06-28 16:15:37
RA0001614,RF0001614,C04214,,,submit,2024-06-24 09:36:57
RA0001615,RF0001615,C00666,,,submit,2024-06-24 19:08:16
RA0001616,RF0001616,C01033,,,submit,2024-06-23 17:38:52
RA0001617,RF0001617,C05658,,,submit,2024-06-23 14:09:19
RA0001618,RF0001618,C04088,,,submit,2024-06-16 13:53:44
RA0001619,RF0001619,C02027,,,submit,2024-06-17 10:23:48
RA0001620,RF0001620,C01343,,,submit,2024-06-29 17:42:19
RA0001621,RF0001621,C03918,,,submit,2024-06-19 22:45:55
RA0001622,RF0001622,C02903,,,submit,2024-06-28 20:19:07
RA0001623,RF0001623,C01455,,,submit,2024-06-25 03:41:33
RA0001624,RF0001624,C01750,,,submit,2024-06-16 23:27:36
RA0001625,RF0001625,C02653,,,submit,2024-06-24 22:50:32
RA0001626,RF0001626,C00010,,,submit,2024-06-26 08:06:50
RA0001627,RF0001627,C00955,,,submit,2024-06-22 02:48:48
RA0001628,RF0001628,C03346,,,submit,2024-06-29 08:41:22
RA0001629,RF0001629,C03058,,,submit,2024-06-19 01:33:50
RA0001630,RF0001630,C01170,,,submit,2024-06-19 06:30:02
RA0001631,RF0001631,C04282,,,submit,2024-06-30 18:00:39
RA0001632,RF0001632,C02001,,,submit,2024-06-20 18:28:21
